Model,DPO4104
Firmware Version,2.48

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,2e-06,
Sample Interval,2e-10,
Record Length,100000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.1,0.1
Label,,
TIME,CH1,CH2
-5.95480e-06,0.00484375,-0.0094375
-5.95460e-06,0.00515625,-0.0108594
-5.95440e-06,0.00592188,-0.0123437
-5.95420e-06,0.00582813,-0.0137344
-5.95400e-06,0.00617188,-0.0145469
-5.95380e-06,0.00684375,-0.0153125
-5.95360e-06,0.00665625,-0.0164062
-5.95340e-06,0.00679688,-0.0170312
-5.95320e-06,0.00673438,-0.0177344
-5.95300e-06,0.00635938,-0.0186719
-5.95280e-06,0.0061875,-0.0197812
-5.95260e-06,0.00598438,-0.0202344
-5.95240e-06,0.00435937,-0.0208125
-5.95220e-06,0.00396875,-0.020625
-5.95200e-06,0.00334375,-0.0200312
-5.95180e-06,0.00223438,-0.0198594
-5.95160e-06,0.00198438,-0.0178437
-5.95140e-06,0.0001875,-0.0167344
-5.95120e-06,-0.000921875,-0.0145312
-5.95100e-06,-0.00226562,-0.0122969
-5.95080e-06,-0.00315625,-0.0101719
-5.95060e-06,-0.00490625,-0.00973437
-5.95040e-06,-0.00590625,-0.0101406
-5.95020e-06,-0.00721875,-0.0115312
-5.95000e-06,-0.00848437,-0.0131094
-5.94980e-06,-0.0095,-0.0143281
-5.94960e-06,-0.00998437,-0.0156719
-5.94940e-06,-0.0110625,-0.0170469
-5.94920e-06,-0.0103281,-0.0172031
-5.94900e-06,-0.00959375,-0.0172187
-5.94880e-06,-0.00740625,-0.0158906
-5.94860e-06,-0.00503125,-0.0145156
-5.94840e-06,-0.00226562,-0.0132187
-5.94820e-06,0.00034375,-0.0114375
-5.94800e-06,0.00140625,-0.0103437
-5.94780e-06,0.0015,-0.00935937
-5.94760e-06,0.00115625,-0.0076875
-5.94740e-06,-7.8125e-05,-0.00634375
-5.94720e-06,-0.00120312,-0.00532812
-5.94700e-06,-0.00221875,-0.00440625
-5.94680e-06,-0.0024375,-0.00385937
-5.94660e-06,-0.00375,-0.00429687
-5.94640e-06,-0.00415625,-0.00573437
-5.94620e-06,-0.00425,-0.00675
-5.94600e-06,-0.0041875,-0.00940625
-5.94580e-06,-0.00339062,-0.0112187
-5.94560e-06,-0.00207813,-0.0127656
-5.94540e-06,-3.125e-05,-0.0140469
-5.94520e-06,0.0025625,-0.0140469
-5.94500e-06,0.00395313,-0.0147656
-5.94480e-06,0.0054375,-0.014
-5.94460e-06,0.0059375,-0.0136719
-5.94440e-06,0.00639063,-0.0127969
-5.94420e-06,0.0058125,-0.012125
-5.94400e-06,0.00507813,-0.0116562
-5.94380e-06,0.0049375,-0.0108125
-5.94360e-06,0.00479688,-0.00992187
-5.94340e-06,0.00421875,-0.0086875
-5.94320e-06,0.00371875,-0.00751562
-5.94300e-06,0.00232813,-0.0061875
-5.94280e-06,0.002125,-0.00434375
-5.94260e-06,0.000671875,-0.00303125
-5.94240e-06,-0.00059375,-0.00151562
-5.94220e-06,-0.00207813,-0.0015
-5.94200e-06,-0.00303125,-0.00090625
-5.94180e-06,-0.00364062,-0.0011875
-5.94160e-06,-0.00407812,-0.00167187
-5.94140e-06,-0.0041875,-0.00235937
-5.94120e-06,-0.00404687,-0.00301562
-5.94100e-06,-0.00370313,-0.00390625
-5.94080e-06,-0.00323437,-0.00423437
-5.94060e-06,-0.00253125,-0.0045
-5.94040e-06,-0.00170312,-0.00423437
-5.94020e-06,-0.00176562,-0.00367187
-5.94000e-06,-0.00184375,-0.00260937
-5.93980e-06,-0.00190625,-0.00065625
-5.93960e-06,-0.00192187,0.000671875
-5.93940e-06,-0.00270313,0.0016875
-5.93920e-06,-0.00271875,0.00228125
-5.93900e-06,-0.00309375,0.00228125
-5.93880e-06,-0.002125,0.00253125
-5.93860e-06,-0.00315625,0.00226563
-5.93840e-06,-0.0024375,0.00215625
-5.93820e-06,-0.00207813,0.00264063
-5.93800e-06,-0.00125,0.00303125
-5.93780e-06,-0.0004375,0.00284375
-5.93760e-06,0.00046875,0.00271875
-5.93740e-06,0.00129688,0.002
-5.93720e-06,0.0018125,0.00140625
-5.93700e-06,0.00209375,0.001125
-5.93680e-06,0.00229688,0.000515625
-5.93660e-06,0.00114063,-0.000109375
-5.93640e-06,0.00175,-0.00028125
-5.93620e-06,0.0011875,3.125e-05
-5.93600e-06,0.00209375,0.000890625
-5.93580e-06,0.00195312,0.00135938
-5.93560e-06,0.00245313,0.0024375
-5.93540e-06,0.00290625,0.00392188
-5.93520e-06,0.00339063,0.00570313
-5.93500e-06,0.0036875,0.0075625
-5.93480e-06,0.00396875,0.0095
-5.93460e-06,0.00401563,0.0117813
-5.93440e-06,0.00426563,0.0135469
-5.93420e-06,0.00442188,0.0150938
-5.93400e-06,0.0046875,0.0171094
-5.93380e-06,0.00410937,0.0182969
-5.93360e-06,0.00301563,0.0194844
-5.93340e-06,0.00232813,0.0206094
-5.93320e-06,0.00135938,0.0206875
-5.93300e-06,7.8125e-05,0.0199531
-5.93280e-06,-0.000859375,0.018875
-5.93260e-06,-0.00151562,0.016125
-5.93240e-06,-0.0011875,0.0139063
-5.93220e-06,-0.000875,0.00970313
-5.93200e-06,0.000609375,0.00598438
-5.93180e-06,0.00179688,0.00332813
-5.93160e-06,0.00298438,0.0006875
-5.93140e-06,0.00420313,-0.00214062
-5.93120e-06,0.00545313,-0.00420312
-5.93100e-06,0.00685938,-0.00554687
-5.93080e-06,0.00739063,-0.00659375
-5.93060e-06,0.00814062,-0.00626562
-5.93040e-06,0.00914062,-0.00526562
-5.93020e-06,0.00925,-0.00471875
-5.93000e-06,0.0100625,-0.00351562
-5.92980e-06,0.0100937,-0.00284375
-5.92960e-06,0.0107031,-0.00182812
-5.92940e-06,0.0101875,-0.0023125
-5.92920e-06,0.0104531,-0.00201562
-5.92900e-06,0.0109375,-0.00176562
-5.92880e-06,0.0110625,-0.00084375
-5.92860e-06,0.0108281,-1.5625e-05
-5.92840e-06,0.0104531,0.000953125
-5.92820e-06,0.00960938,0.00179688
-5.92800e-06,0.00865625,0.002625
-5.92780e-06,0.00821875,0.0033125
-5.92760e-06,0.00807813,0.0040625
-5.92740e-06,0.00798438,0.00459375
-5.92720e-06,0.00798438,0.00521875
-5.92700e-06,0.00878125,0.00634375
-5.92680e-06,0.00901562,0.0070625
-5.92660e-06,0.009375,0.00785938
-5.92640e-06,0.00982813,0.00796875
-5.92620e-06,0.00957813,0.00789063
-5.92600e-06,0.0103906,0.00704688
-5.92580e-06,0.00985938,0.00640625
-5.92560e-06,0.00992188,0.006
-5.92540e-06,0.0098125,0.00592188
-5.92520e-06,0.00995313,0.006125
-5.92500e-06,0.009,0.00620313
-5.92480e-06,0.00909375,0.0064375
-5.92460e-06,0.00901562,0.00665625
-5.92440e-06,0.0093125,0.00659375
-5.92420e-06,0.00975,0.00729688
-5.92400e-06,0.0110156,0.00726563
-5.92380e-06,0.0105781,0.00720313
-5.92360e-06,0.0112187,0.00746875
-5.92340e-06,0.0110937,0.00795313
-5.92320e-06,0.011125,0.00779688
-5.92300e-06,0.0103594,0.00776563
-5.92280e-06,0.0102031,0.00767188
-5.92260e-06,0.0101094,0.00775
-5.92240e-06,0.0105,0.00765625
-5.92220e-06,0.0105469,0.00801563
-5.92200e-06,0.0102969,0.00848438
-5.92180e-06,0.0102031,0.00890625
-5.92160e-06,0.0101406,0.0091875
-5.92140e-06,0.0103594,0.00953125
-5.92120e-06,0.0107344,0.0100469
-5.92100e-06,0.010375,0.0094375
-5.92080e-06,0.0105625,0.00846875
-5.92060e-06,0.010625,0.00890625
-5.92040e-06,0.00998438,0.0086875
-5.92020e-06,0.00945313,0.00821875
-5.92000e-06,0.00914062,0.00798438
-5.91980e-06,0.00898438,0.00790625
-5.91960e-06,0.00903125,0.00779688
-5.91940e-06,0.00825,0.0078125
-5.91920e-06,0.00848438,0.00717188
-5.91900e-06,0.00832813,0.00621875
-5.91880e-06,0.00903125,0.0059375
-5.91860e-06,0.00865625,0.00445313
-5.91840e-06,0.00885938,0.00376563
-5.91820e-06,0.00890625,0.00298438
-5.91800e-06,0.00954688,0.0024375
-5.91780e-06,0.0101563,0.002
-5.91760e-06,0.0109375,0.00240625
-5.91740e-06,0.0109063,0.0016875
-5.91720e-06,0.0114063,0.00234375
-5.91700e-06,0.0111406,0.0025
-5.91680e-06,0.0109687,0.0033125
-5.91660e-06,0.0100469,0.00360938
-5.91640e-06,0.0095625,0.00407813
-5.91620e-06,0.00904688,0.0050625
-5.91600e-06,0.00896875,0.00614063
-5.91580e-06,0.008625,0.00723438
-5.91560e-06,0.00892188,0.00823438
-5.91540e-06,0.008625,0.00921875
-5.91520e-06,0.0086875,0.0103125
-5.91500e-06,0.00864062,0.0113438
-5.91480e-06,0.00978125,0.0113906
-5.91460e-06,0.01,0.011375
-5.91440e-06,0.00996875,0.0106719
-5.91420e-06,0.0107031,0.0101406
-5.91400e-06,0.0107813,0.00870313
-5.91380e-06,0.0113437,0.00776563
-5.91360e-06,0.0118594,0.00640625
-5.91340e-06,0.0123125,0.0049375
-5.91320e-06,0.0133906,0.00510938
-5.91300e-06,0.0125469,0.00434375
-5.91280e-06,0.0129375,0.00509375
-5.91260e-06,0.0118906,0.00579688
-5.91240e-06,0.0118438,0.00675
-5.91220e-06,0.0114844,0.00776563
-5.91200e-06,0.0115937,0.00867188
-5.91180e-06,0.0114531,0.00940625
-5.91160e-06,0.0115469,0.00998438
-5.91140e-06,0.0119531,0.010125
-5.91120e-06,0.0123438,0.0103438
-5.91100e-06,0.0125313,0.00903125
-5.91080e-06,0.0126094,0.00876563
-5.91060e-06,0.0126094,0.00859375
-5.91040e-06,0.0126406,0.00798438
-5.91020e-06,0.0124375,0.00757813
-5.91000e-06,0.0120781,0.007625
-5.90980e-06,0.0119531,0.00775
-5.90960e-06,0.0119219,0.00792188
-5.90940e-06,0.0117656,0.00815625
-5.90920e-06,0.0118125,0.00834375
-5.90900e-06,0.0113594,0.00814063
-5.90880e-06,0.0116719,0.00823438
-5.90860e-06,0.0125156,0.00810938
-5.90840e-06,0.0133281,0.00807813
-5.90820e-06,0.0136094,0.00776563
-5.90800e-06,0.0132969,0.00751563
-5.90780e-06,0.0132813,0.00725
-5.90760e-06,0.0125625,0.00709375
-5.90740e-06,0.0117344,0.00707813
-5.90720e-06,0.0108906,0.00732813
-5.90700e-06,0.0095625,0.00715625
-5.90680e-06,0.00907813,0.00809375
-5.90660e-06,0.00782813,0.00890625
-5.90640e-06,0.0070625,0.0100938
-5.90620e-06,0.0075625,0.0111875
-5.90600e-06,0.00778125,0.0125313
-5.90580e-06,0.00751563,0.0131563
-5.90560e-06,0.00801562,0.0135313
-5.90540e-06,0.00842188,0.0136406
-5.90520e-06,0.00925,0.0137656
-5.90500e-06,0.00984375,0.0139063
-5.90480e-06,0.0108594,0.0135781
-5.90460e-06,0.0108594,0.0126719
-5.90440e-06,0.0117969,0.012125
-5.90420e-06,0.0123438,0.0116094
-5.90400e-06,0.0123281,0.0111719
-5.90380e-06,0.0124219,0.0105938
-5.90360e-06,0.0123594,0.0108906
-5.90340e-06,0.0125469,0.0110625
-5.90320e-06,0.0127344,0.0112031
-5.90300e-06,0.012625,0.0115
-5.90280e-06,0.0125781,0.0114531
-5.90260e-06,0.0120156,0.0114375
-5.90240e-06,0.0115469,0.0112188
-5.90220e-06,0.0110469,0.0108594
-5.90200e-06,0.0103906,0.0107188
-5.90180e-06,0.00984375,0.0104531
-5.90160e-06,0.0090625,0.0106094
-5.90140e-06,0.00854688,0.0115313
-5.90120e-06,0.00804688,0.0126094
-5.90100e-06,0.00764063,0.0135
-5.90080e-06,0.00740625,0.0149063
-5.90060e-06,0.00748438,0.0154219
-5.90040e-06,0.00742188,0.015625
-5.90020e-06,0.0078125,0.0161563
-5.90000e-06,0.0076875,0.0158438
-5.89980e-06,0.00807813,0.0155
-5.89960e-06,0.00884375,0.0149688
-5.89940e-06,0.00907813,0.0145938
-5.89920e-06,0.009375,0.0141875
-5.89900e-06,0.00971875,0.0135938
-5.89880e-06,0.0100313,0.0136094
-5.89860e-06,0.0107813,0.0142031
-5.89840e-06,0.0111094,0.0148125
-5.89820e-06,0.0107187,0.0145781
-5.89800e-06,0.0113594,0.0150625
-5.89780e-06,0.0112187,0.0149688
-5.89760e-06,0.0109531,0.0150469
-5.89740e-06,0.0100781,0.0145469
-5.89720e-06,0.01,0.0138281
-5.89700e-06,0.00970313,0.0132813
-5.89680e-06,0.00946875,0.0127813
-5.89660e-06,0.00896875,0.0123906
-5.89640e-06,0.0090625,0.0126094
-5.89620e-06,0.0090625,0.0124844
-5.89600e-06,0.00898438,0.012875
-5.89580e-06,0.009375,0.0130156
-5.89560e-06,0.0101719,0.0137813
-5.89540e-06,0.010125,0.0141094
-5.89520e-06,0.0100937,0.0139844
-5.89500e-06,0.0104375,0.0142813
-5.89480e-06,0.0105469,0.0137344
-5.89460e-06,0.0110781,0.0136563
-5.89440e-06,0.0115,0.0139063
-5.89420e-06,0.01175,0.013875
-5.89400e-06,0.0117969,0.0138906
-5.89380e-06,0.0118594,0.0130313
-5.89360e-06,0.0120781,0.0131875
-5.89340e-06,0.0123594,0.0128906
-5.89320e-06,0.0123906,0.0125625
-5.89300e-06,0.012375,0.012125
-5.89280e-06,0.0125625,0.0122031
-5.89260e-06,0.0124375,0.0121094
-5.89240e-06,0.01275,0.0122031
-5.89220e-06,0.012625,0.0120781
-5.89200e-06,0.0125938,0.0121719
-5.89180e-06,0.0125938,0.0122344
-5.89160e-06,0.012375,0.0120625
-5.89140e-06,0.0125938,0.0126875
-5.89120e-06,0.0132188,0.0128594
-5.89100e-06,0.0136094,0.013
-5.89080e-06,0.0144688,0.0134844
-5.89060e-06,0.015875,0.0140156
-5.89040e-06,0.0168438,0.0144375
-5.89020e-06,0.0177188,0.0146719
-5.89000e-06,0.0189062,0.0153594
-5.88980e-06,0.0195,0.0160469
-5.88960e-06,0.0203594,0.0169844
-5.88940e-06,0.0207188,0.0182969
-5.88920e-06,0.0217188,0.0193125
-5.88900e-06,0.0216563,0.0201875
-5.88880e-06,0.0214219,0.0209063
-5.88860e-06,0.021625,0.0212969
-5.88840e-06,0.0216719,0.02075
-5.88820e-06,0.0208906,0.0203594
-5.88800e-06,0.0208281,0.0197344
-5.88780e-06,0.0201406,0.0185938
-5.88760e-06,0.0203438,0.0176719
-5.88740e-06,0.0198594,0.0165625
-5.88720e-06,0.0193125,0.01575
-5.88700e-06,0.0190312,0.0146406
-5.88680e-06,0.0185,0.0140938
-5.88660e-06,0.0183906,0.0134688
-5.88640e-06,0.0174688,0.0124219
-5.88620e-06,0.0166563,0.0121406
-5.88600e-06,0.0166563,0.0113594
-5.88580e-06,0.0160469,0.0112031
-5.88560e-06,0.0155938,0.0110313
-5.88540e-06,0.0150781,0.0103906
-5.88520e-06,0.015375,0.0105938
-5.88500e-06,0.0150469,0.0105469
-5.88480e-06,0.0153281,0.0110938
-5.88460e-06,0.0146719,0.0109688
-5.88440e-06,0.015125,0.0119688
-5.88420e-06,0.0151719,0.0123438
-5.88400e-06,0.0152969,0.0131719
-5.88380e-06,0.0152813,0.0129688
-5.88360e-06,0.0153438,0.0134688
-5.88340e-06,0.015125,0.0134688
-5.88320e-06,0.0147344,0.0127656
-5.88300e-06,0.0149063,0.0119531
-5.88280e-06,0.0146719,0.0110625
-5.88260e-06,0.0144219,0.0100938
-5.88240e-06,0.0142656,0.00903125
-5.88220e-06,0.014125,0.00854688
-5.88200e-06,0.0140156,0.00779688
-5.88180e-06,0.0137969,0.00771875
-5.88160e-06,0.0140313,0.00754688
-5.88140e-06,0.0136406,0.0075625
-5.88120e-06,0.0141875,0.00690625
-5.88100e-06,0.0134844,0.00648438
-5.88080e-06,0.0133281,0.00610938
-5.88060e-06,0.0134375,0.00617188
-5.88040e-06,0.0128125,0.00628125
-5.88020e-06,0.012375,0.00685938
-5.88000e-06,0.0122031,0.0066875
-5.87980e-06,0.0118594,0.00714063
-5.87960e-06,0.0116875,0.00720313
-5.87940e-06,0.0117344,0.00767188
-5.87920e-06,0.011875,0.00821875
-5.87900e-06,0.0117188,0.0086875
-5.87880e-06,0.0119688,0.00948438
-5.87860e-06,0.0118438,0.00945313
-5.87840e-06,0.0117031,0.0101094
-5.87820e-06,0.0117813,0.00971875
-5.87800e-06,0.0117344,0.00971875
-5.87780e-06,0.0116406,0.00951563
-5.87760e-06,0.0114531,0.00951563
-5.87740e-06,0.0114375,0.00870313
-5.87720e-06,0.011375,0.00860938
-5.87700e-06,0.0115,0.00790625
-5.87680e-06,0.0110625,0.007125
-5.87660e-06,0.0114063,0.00684375
-5.87640e-06,0.0113594,0.00629688
-5.87620e-06,0.0115469,0.0051875
-5.87600e-06,0.0112344,0.00446875
-5.87580e-06,0.0112344,0.0044375
-5.87560e-06,0.0107031,0.00398438
-5.87540e-06,0.0106406,0.00428125
-5.87520e-06,0.0107031,0.00453125
-5.87500e-06,0.00989063,0.00454688
-5.87480e-06,0.0103906,0.00526563
-5.87460e-06,0.00976562,0.00495313
-5.87440e-06,0.00959375,0.00576563
-5.87420e-06,0.00985938,0.0063125
-5.87400e-06,0.00996875,0.006625
-5.87380e-06,0.00973438,0.00667188
-5.87360e-06,0.009125,0.0064375
-5.87340e-06,0.00920313,0.00653125
-5.87320e-06,0.00940625,0.00598438
-5.87300e-06,0.00920313,0.0055
-5.87280e-06,0.00942188,0.00498438
-5.87260e-06,0.00896875,0.00429688
-5.87240e-06,0.00948438,0.0035
-5.87220e-06,0.00907813,0.003125
-5.87200e-06,0.00967188,0.00273438
-5.87180e-06,0.00932813,0.00196875
-5.87160e-06,0.00940625,0.00182813
-5.87140e-06,0.00978125,0.00176563
-5.87120e-06,0.00976562,0.00185938
-5.87100e-06,0.00903125,0.00159375
-5.87080e-06,0.00934375,0.00223438
-5.87060e-06,0.00925,0.00276563
-5.87040e-06,0.00889062,0.00279688
-5.87020e-06,0.00846875,0.00310938
-5.87000e-06,0.00890625,0.00321875
-5.86980e-06,0.00834375,0.00360938
-5.86960e-06,0.00845313,0.00389063
-5.86940e-06,0.00864062,0.004
-5.86920e-06,0.0080625,0.00401563
-5.86900e-06,0.00815625,0.0038125
-5.86880e-06,0.00820313,0.00359375
-5.86860e-06,0.00790625,0.00342188
-5.86840e-06,0.00784375,0.00282813
-5.86820e-06,0.00804688,0.002375
-5.86800e-06,0.00823438,0.00201563
-5.86780e-06,0.00807813,0.00192188
-5.86760e-06,0.00814062,0.00145313
-5.86740e-06,0.00823438,0.000890625
-5.86720e-06,0.008375,0.0003125
-5.86700e-06,0.00839062,0.000203125
-5.86680e-06,0.00853125,-0.00046875
-5.86660e-06,0.00845313,-0.0005625
-5.86640e-06,0.00853125,-0.000484375
-5.86620e-06,0.0083125,-0.00084375
-5.86600e-06,0.00801562,-0.000640625
-5.86580e-06,0.00792188,-0.0005625
-5.86560e-06,0.00748438,-0.000765625
-5.86540e-06,0.00734375,-0.000390625
-5.86520e-06,0.00726563,3.125e-05
-5.86500e-06,0.0071875,0.000390625
-5.86480e-06,0.00726563,0.00059375
-5.86460e-06,0.00701563,0.0005625
-5.86440e-06,0.007125,0.000828125
-5.86420e-06,0.00676563,0.000875
-5.86400e-06,0.0069375,0.00078125
-5.86380e-06,0.0073125,0.0008125
-5.86360e-06,0.00714063,0.00103125
-5.86340e-06,0.007375,0.000515625
-5.86320e-06,0.00689063,0.000546875
-5.86300e-06,0.00757813,0.000328125
-5.86280e-06,0.0076875,2.77556e-17
-5.86260e-06,0.0078125,-4.6875e-05
-5.86240e-06,0.00789063,-0.000375
-5.86220e-06,0.00790625,-0.000390625
-5.86200e-06,0.00778125,-0.000875
-5.86180e-06,0.00779688,-0.00145312
-5.86160e-06,0.00759375,-0.00140625
-5.86140e-06,0.00753125,-0.0011875
-5.86120e-06,0.00732813,-0.00115625
-5.86100e-06,0.00690625,-0.001125
-5.86080e-06,0.00695313,-0.00115625
-5.86060e-06,0.00675,-0.000859375
-5.86040e-06,0.00628125,-0.0008125
-5.86020e-06,0.00607813,-0.00021875
-5.86000e-06,0.00651563,-0.000109375
-5.85980e-06,0.00589063,-4.6875e-05
-5.85960e-06,0.006625,6.25e-05
-5.85940e-06,0.00617188,0.000390625
-5.85920e-06,0.00659375,0.000453125
-5.85900e-06,0.00628125,0.00046875
-5.85880e-06,0.00635938,0.000140625
-5.85860e-06,0.00651563,9.375e-05
-5.85840e-06,0.00685938,-0.00028125
-5.85820e-06,0.00632813,-0.000515625
-5.85800e-06,0.00701563,-0.000640625
-5.85780e-06,0.007,-0.00115625
-5.85760e-06,0.00692188,-0.00160937
-5.85740e-06,0.007,-0.00148437
-5.85720e-06,0.00710938,-0.0015
-5.85700e-06,0.006875,-0.00134375
-5.85680e-06,0.00665625,-0.001625
-5.85660e-06,0.00670313,-0.0015625
-5.85640e-06,0.00623438,-0.00167187
-5.85620e-06,0.0060625,-0.00129687
-5.85600e-06,0.00634375,-0.00110937
-5.85580e-06,0.00648438,-0.000953125
-5.85560e-06,0.00653125,-0.00109375
-5.85540e-06,0.00635938,-0.000625
-5.85520e-06,0.006125,-0.000578125
-5.85500e-06,0.006125,-0.000375
-5.85480e-06,0.00628125,3.125e-05
-5.85460e-06,0.00625,-4.6875e-05
-5.85440e-06,0.00620313,2.77556e-17
-5.85420e-06,0.00610938,-0.000265625
-5.85400e-06,0.0058125,-0.00046875
-5.85380e-06,0.00578125,-0.000390625
-5.85360e-06,0.00632813,-0.00071875
-5.85340e-06,0.00592188,-0.00146875
-5.85320e-06,0.00632813,-0.001125
-5.85300e-06,0.00621875,-0.0018125
-5.85280e-06,0.00682813,-0.00195312
-5.85260e-06,0.00628125,-0.00303125
-5.85240e-06,0.00623438,-0.00260937
-5.85220e-06,0.00623438,-0.0024375
-5.85200e-06,0.0065,-0.0020625
-5.85180e-06,0.0065,-0.00251562
-5.85160e-06,0.00659375,-0.00189062
-5.85140e-06,0.00646875,-0.00154687
-5.85120e-06,0.0061875,-0.00129687
-5.85100e-06,0.00598438,-0.00107812
-5.85080e-06,0.00639063,-0.000921875
-5.85060e-06,0.00615625,-0.00075
-5.85040e-06,0.00546875,-0.00114062
-5.85020e-06,0.00576563,-0.00090625
-5.85000e-06,0.00579688,-0.00123437
-5.84980e-06,0.00532813,-0.0016875
-5.84960e-06,0.00564063,-0.001375
-5.84940e-06,0.0058125,-0.0015
-5.84920e-06,0.00601563,-0.00159375
-5.84900e-06,0.00570313,-0.00209375
-5.84880e-06,0.00579688,-0.00214062
-5.84860e-06,0.00621875,-0.00203125
-5.84840e-06,0.0065625,-0.002125
-5.84820e-06,0.006625,-0.00204687
-5.84800e-06,0.00646875,-0.00260937
-5.84780e-06,0.00632813,-0.0030625
-5.84760e-06,0.00642188,-0.00276562
-5.84740e-06,0.00592188,-0.00275
-5.84720e-06,0.00657813,-0.00178125
-5.84700e-06,0.00596875,-0.00210937
-5.84680e-06,0.00575,-0.00185937
-5.84660e-06,0.00582813,-0.00173437
-5.84640e-06,0.00603125,-0.00128125
-5.84620e-06,0.00567188,-0.00123437
-5.84600e-06,0.00564063,-0.0014375
-5.84580e-06,0.00545313,-0.00135937
-5.84560e-06,0.00571875,-0.00129687
-5.84540e-06,0.0055,-0.00120312
-5.84520e-06,0.00584375,-0.00101562
-5.84500e-06,0.00596875,-0.000953125
-5.84480e-06,0.00557813,-0.00148437
-5.84460e-06,0.00570313,-0.0011875
-5.84440e-06,0.00621875,-0.00110937
-5.84420e-06,0.00614063,-0.000734375
-5.84400e-06,0.00610938,-0.00153125
-5.84380e-06,0.00617188,-0.00148437
-5.84360e-06,0.00621875,-0.00175
-5.84340e-06,0.006,-0.00184375
-5.84320e-06,0.00632813,-0.00175
-5.84300e-06,0.00620313,-0.00179687
-5.84280e-06,0.0063125,-0.00160937
-5.84260e-06,0.00607813,-0.00204687
-5.84240e-06,0.0059375,-0.00203125
-5.84220e-06,0.00601563,-0.0019375
-5.84200e-06,0.00595313,-0.00165625
-5.84180e-06,0.0059375,-0.00146875
-5.84160e-06,0.00598438,-0.0014375
-5.84140e-06,0.00570313,-0.0013125
-5.84120e-06,0.00567188,-0.00139062
-5.84100e-06,0.00551563,-0.00126562
-5.84080e-06,0.0060625,-0.0008125
-5.84060e-06,0.00546875,-0.00159375
-5.84040e-06,0.005625,-0.001375
-5.84020e-06,0.00573437,-0.00135937
-5.84000e-06,0.006375,-0.0010625
-5.83980e-06,0.00589063,-0.00153125
-5.83960e-06,0.00589063,-0.00190625
-5.83940e-06,0.00585938,-0.0019375
-5.83920e-06,0.00604688,-0.00154687
-5.83900e-06,0.00607813,-0.00192187
-5.83880e-06,0.00626563,-0.00198437
-5.83860e-06,0.00671875,-0.0015
-5.83840e-06,0.00592188,-0.002125
-5.83820e-06,0.00590625,-0.0019375
-5.83800e-06,0.00645313,-0.00140625
-5.83780e-06,0.006375,-0.00139062
-5.83760e-06,0.00589063,-0.001625
-5.83740e-06,0.00589063,-0.00178125
-5.83720e-06,0.00570313,-0.0018125
-5.83700e-06,0.0056875,-0.00157812
-5.83680e-06,0.00582813,-0.000953125
-5.83660e-06,0.00564063,-0.000796875
-5.83640e-06,0.00607813,-0.00123437
-5.83620e-06,0.0056875,-0.00151562
-5.83600e-06,0.00559375,-0.00159375
-5.83580e-06,0.00590625,-0.0006875
-5.83560e-06,0.00610938,-0.0011875
-5.83540e-06,0.00614063,-0.00103125
-5.83520e-06,0.00609375,-0.0015
-5.83500e-06,0.0060625,-0.0015
-5.83480e-06,0.0058125,-0.00209375
-5.83460e-06,0.00589063,-0.00225
-5.83440e-06,0.0065625,-0.00198437
-5.83420e-06,0.00578125,-0.0025625
-5.83400e-06,0.00626563,-0.00282812
-5.83380e-06,0.00571875,-0.00292187
-5.83360e-06,0.00665625,-0.00235937
-5.83340e-06,0.00607813,-0.00278125
-5.83320e-06,0.0058125,-0.00275
-5.83300e-06,0.0061875,-0.00232812
-5.83280e-06,0.00609375,-0.00257812
-5.83260e-06,0.0054375,-0.00259375
-5.83240e-06,0.005875,-0.00245312
-5.83220e-06,0.00603125,-0.00207812
-5.83200e-06,0.00529688,-0.0025
-5.83180e-06,0.00540625,-0.00228125
-5.83160e-06,0.00589063,-0.00217187
-5.83140e-06,0.00621875,-0.0018125
-5.83120e-06,0.00567188,-0.00223437
-5.83100e-06,0.00603125,-0.00223437
-5.83080e-06,0.00573437,-0.00260937
-5.83060e-06,0.0058125,-0.00296875
-5.83040e-06,0.0059375,-0.00246875
-5.83020e-06,0.00596875,-0.00309375
-5.83000e-06,0.00629688,-0.00276562
-5.82980e-06,0.00595313,-0.00353125
-5.82960e-06,0.0060625,-0.00351562
-5.82940e-06,0.00603125,-0.00385937
-5.82920e-06,0.00615625,-0.00389062
-5.82900e-06,0.00626563,-0.00390625
-5.82880e-06,0.00640625,-0.004
-5.82860e-06,0.005875,-0.00382812
-5.82840e-06,0.006,-0.00395312
-5.82820e-06,0.006125,-0.00410937
-5.82800e-06,0.00628125,-0.00410937
-5.82780e-06,0.00565625,-0.00409375
-5.82760e-06,0.00567188,-0.00421875
-5.82740e-06,0.00579688,-0.004125
-5.82720e-06,0.00626563,-0.004
-5.82700e-06,0.0056875,-0.00392187
-5.82680e-06,0.00546875,-0.0040625
-5.82660e-06,0.00548437,-0.004375
-5.82640e-06,0.00603125,-0.00467187
-5.82620e-06,0.00575,-0.00445312
-5.82600e-06,0.00573437,-0.00457812
-5.82580e-06,0.00625,-0.0045625
-5.82560e-06,0.00617188,-0.00485937
-5.82540e-06,0.006375,-0.0048125
-5.82520e-06,0.00651563,-0.0048125
