Model,DPO4104
Firmware Version,2.48

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,2e-06,
Sample Interval,2e-10,
Record Length,100000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.1,0.1
Label,,
TIME,CH1,CH2
-1.17320e-06,0.00476563,-0.000703125
-1.17300e-06,0.00465625,-0.000828125
-1.17280e-06,0.00484375,-0.000671875
-1.17260e-06,0.005,-0.000875
-1.17240e-06,0.00521875,-0.000703125
-1.17220e-06,0.00504688,-0.000265625
-1.17200e-06,0.00485937,-0.0006875
-1.17180e-06,0.00496875,-0.000609375
-1.17160e-06,0.00484375,-0.000578125
-1.17140e-06,0.0050625,-0.0003125
-1.17120e-06,0.00560937,-0.000484375
-1.17100e-06,0.00478125,-0.001125
-1.17080e-06,0.00496875,-0.00065625
-1.17060e-06,0.00507813,-0.000765625
-1.17040e-06,0.0050625,-0.000296875
-1.17020e-06,0.00479688,-0.00084375
-1.17000e-06,0.00504688,-0.000875
-1.16980e-06,0.0046875,-0.0005625
-1.16960e-06,0.00490625,-0.0006875
-1.16940e-06,0.0051875,-0.0005
-1.16920e-06,0.00467188,-0.00071875
-1.16900e-06,0.00501563,-0.00053125
-1.16880e-06,0.00528125,-0.00028125
-1.16860e-06,0.00507813,-0.00101562
-1.16840e-06,0.00482813,-0.000875
-1.16820e-06,0.004875,-0.000796875
-1.16800e-06,0.00490625,-0.000578125
-1.16780e-06,0.00535937,-0.000578125
-1.16760e-06,0.00459375,-0.00078125
-1.16740e-06,0.00534375,-0.000703125
-1.16720e-06,0.004875,-0.000796875
-1.16700e-06,0.00534375,-0.000796875
-1.16680e-06,0.0046875,-0.000578125
-1.16660e-06,0.004875,-0.000640625
-1.16640e-06,0.00475,-0.00065625
-1.16620e-06,0.00457813,-0.000703125
-1.16600e-06,0.00520313,-0.0009375
-1.16580e-06,0.00485937,-0.000578125
-1.16560e-06,0.00482813,-0.000984375
-1.16540e-06,0.005,-0.00117187
-1.16520e-06,0.00460937,-0.00084375
-1.16500e-06,0.0053125,-0.0005625
-1.16480e-06,0.00589063,-0.000515625
-1.16460e-06,0.00490625,-0.0011875
-1.16440e-06,0.004625,-0.0006875
-1.16420e-06,0.0049375,-0.000671875
-1.16400e-06,0.00476563,-0.0004375
-1.16380e-06,0.00471875,-0.000734375
-1.16360e-06,0.00517188,-0.0009375
-1.16340e-06,0.00473437,-0.00053125
-1.16320e-06,0.005,-0.00075
-1.16300e-06,0.00526563,-0.000546875
-1.16280e-06,0.00478125,-0.0008125
-1.16260e-06,0.00504688,-0.00071875
-1.16240e-06,0.0049375,-0.00034375
-1.16220e-06,0.00504688,-0.00103125
-1.16200e-06,0.004625,-0.0009375
-1.16180e-06,0.00460937,-0.000734375
-1.16160e-06,0.00490625,-0.0004375
-1.16140e-06,0.00525,-0.00071875
-1.16120e-06,0.00475,-0.001125
-1.16100e-06,0.00498437,-0.000875
-1.16080e-06,0.0045625,-0.00123437
-1.16060e-06,0.00515625,-0.000875
-1.16040e-06,0.00504688,-0.00090625
-1.16020e-06,0.00503125,-0.000671875
-1.16000e-06,0.00482813,-0.0008125
-1.15980e-06,0.00485937,-0.000984375
-1.15960e-06,0.00526563,-0.00059375
-1.15940e-06,0.00484375,-0.000390625
-1.15920e-06,0.00478125,-0.000796875
-1.15900e-06,0.00475,-0.00101562
-1.15880e-06,0.00459375,-0.0008125
-1.15860e-06,0.00517188,-0.00040625
-1.15840e-06,0.00567188,-0.0005625
-1.15820e-06,0.004875,-0.00123437
-1.15800e-06,0.00454688,-0.000546875
-1.15780e-06,0.0050625,-0.000734375
-1.15760e-06,0.00478125,-0.000671875
-1.15740e-06,0.00482813,-0.00078125
-1.15720e-06,0.00510937,-0.000703125
-1.15700e-06,0.00514063,-0.00078125
-1.15680e-06,0.0046875,-0.000984375
-1.15660e-06,0.00501563,-0.000484375
-1.15640e-06,0.00490625,-0.00090625
-1.15620e-06,0.00509375,-0.00090625
-1.15600e-06,0.00510937,-0.000390625
-1.15580e-06,0.0050625,-0.000765625
-1.15560e-06,0.00478125,-0.0009375
-1.15540e-06,0.00464063,-0.00090625
-1.15520e-06,0.00492188,-0.000875
-1.15500e-06,0.00523437,-0.000625
-1.15480e-06,0.00484375,-0.000671875
-1.15460e-06,0.005125,-0.000375
-1.15440e-06,0.00476563,-0.00103125
-1.15420e-06,0.00509375,-0.00078125
-1.15400e-06,0.004875,-0.00115625
-1.15380e-06,0.0045,-0.00065625
-1.15360e-06,0.00484375,-0.001
-1.15340e-06,0.00465625,-0.00117187
-1.15320e-06,0.00523437,-0.0008125
-1.15300e-06,0.00476563,-0.000578125
-1.15280e-06,0.00490625,-0.000984375
-1.15260e-06,0.00482813,-0.00132812
-1.15240e-06,0.00465625,-0.001125
-1.15220e-06,0.00503125,-0.00034375
-1.15200e-06,0.00521875,-0.000625
-1.15180e-06,0.00476563,-0.00120312
-1.15160e-06,0.00465625,-0.000796875
-1.15140e-06,0.00509375,-0.000859375
-1.15120e-06,0.00503125,-0.00071875
-1.15100e-06,0.00476563,-0.0011875
-1.15080e-06,0.00510937,-0.000859375
-1.15060e-06,0.00459375,-0.000765625
-1.15040e-06,0.004625,-0.0011875
-1.15020e-06,0.005,-0.00078125
-1.15000e-06,0.00459375,-0.00078125
-1.14980e-06,0.00503125,-0.000765625
-1.14960e-06,0.00496875,-0.000390625
-1.14940e-06,0.00496875,-0.000828125
-1.14920e-06,0.00464063,-0.00115625
-1.14900e-06,0.00485937,-0.0008125
-1.14880e-06,0.00454688,-0.000796875
-1.14860e-06,0.00507813,-0.000625
-1.14840e-06,0.00467188,-0.00065625
-1.14820e-06,0.00496875,-0.00078125
-1.14800e-06,0.00454688,-0.000859375
-1.14780e-06,0.00473437,-0.00096875
-1.14760e-06,0.0048125,-0.0010625
-1.14740e-06,0.00470313,-0.00065625
-1.14720e-06,0.00457813,-0.00104687
-1.14700e-06,0.0046875,-0.000859375
-1.14680e-06,0.00526563,-0.0008125
-1.14660e-06,0.00490625,-0.000453125
-1.14640e-06,0.00473437,-0.00084375
-1.14620e-06,0.0048125,-0.00129687
-1.14600e-06,0.00451563,-0.000796875
-1.14580e-06,0.00515625,-0.00040625
-1.14560e-06,0.0054375,-0.000484375
-1.14540e-06,0.00470313,-0.00115625
-1.14520e-06,0.00445313,-0.000640625
-1.14500e-06,0.00503125,-0.0008125
-1.14480e-06,0.0048125,-0.0005
-1.14460e-06,0.005,-0.000796875
-1.14440e-06,0.00515625,-0.00103125
-1.14420e-06,0.00490625,-0.00132812
-1.14400e-06,0.00478125,-0.00110937
-1.14380e-06,0.00475,-0.000609375
-1.14360e-06,0.0045625,-0.000734375
-1.14340e-06,0.00495313,-0.000890625
-1.14320e-06,0.00489063,-0.000546875
-1.14300e-06,0.00517188,-0.0008125
-1.14280e-06,0.0046875,-0.000921875
-1.14260e-06,0.00448437,-0.000875
-1.14240e-06,0.00464063,-0.000359375
-1.14220e-06,0.00546875,-0.000828125
-1.14200e-06,0.00460937,-0.000890625
-1.14180e-06,0.0051875,-0.000796875
-1.14160e-06,0.0048125,-0.000953125
-1.14140e-06,0.00485937,-0.000875
-1.14120e-06,0.00476563,-0.0010625
-1.14100e-06,0.00501563,-0.00090625
-1.14080e-06,0.00484375,-0.000921875
-1.14060e-06,0.004875,-0.00121875
-1.14040e-06,0.00525,-0.000671875
-1.14020e-06,0.00489063,-0.0005625
-1.14000e-06,0.00473437,-0.0009375
-1.13980e-06,0.00478125,-0.001125
-1.13960e-06,0.00479688,-0.00117187
-1.13940e-06,0.00510937,-0.000609375
-1.13920e-06,0.00539063,-0.000609375
-1.13900e-06,0.00496875,-0.00121875
-1.13880e-06,0.00457813,-0.000796875
-1.13860e-06,0.00489063,-0.000890625
-1.13840e-06,0.0045,-0.000453125
-1.13820e-06,0.00489063,-0.0009375
-1.13800e-06,0.00525,-0.000640625
-1.13780e-06,0.004625,-0.00103125
-1.13760e-06,0.00451563,-0.00128125
-1.13740e-06,0.00484375,-0.0006875
-1.13720e-06,0.00460937,-0.00078125
-1.13700e-06,0.004875,-0.000859375
-1.13680e-06,0.00490625,-0.000578125
-1.13660e-06,0.00510937,-0.0009375
-1.13640e-06,0.00479688,-0.00110937
-1.13620e-06,0.0050625,-0.0008125
-1.13600e-06,0.00501563,-0.000796875
-1.13580e-06,0.00503125,-0.00075
-1.13560e-06,0.00473437,-0.000921875
-1.13540e-06,0.00503125,-0.000640625
-1.13520e-06,0.00460937,-0.000765625
-1.13500e-06,0.00489063,-0.000875
-1.13480e-06,0.004625,-0.00103125
-1.13460e-06,0.004625,-0.000796875
-1.13440e-06,0.00492188,-0.00084375
-1.13420e-06,0.004875,-0.00121875
-1.13400e-06,0.0050625,-0.000609375
-1.13380e-06,0.00476563,-0.00040625
-1.13360e-06,0.00484375,-0.000859375
-1.13340e-06,0.0049375,-0.000796875
-1.13320e-06,0.0045,-0.001
-1.13300e-06,0.00523437,-0.000296875
-1.13280e-06,0.00528125,-0.000390625
-1.13260e-06,0.00464063,-0.001125
-1.13240e-06,0.00460937,-0.000484375
-1.13220e-06,0.00496875,-0.000765625
-1.13200e-06,0.00464063,-0.000671875
-1.13180e-06,0.00476563,-0.0010625
-1.13160e-06,0.0050625,-0.0008125
-1.13140e-06,0.00482813,-0.000859375
-1.13120e-06,0.00471875,-0.00104687
-1.13100e-06,0.0050625,-0.000703125
-1.13080e-06,0.00467188,-0.00075
-1.13060e-06,0.00509375,-0.00101562
-1.13040e-06,0.00517188,-0.00053125
-1.13020e-06,0.00501563,-0.000859375
-1.13000e-06,0.00479688,-0.00107812
-1.12980e-06,0.00460937,-0.000796875
-1.12960e-06,0.0046875,-0.000734375
-1.12940e-06,0.00490625,-0.00078125
-1.12920e-06,0.004625,-0.000890625
-1.12900e-06,0.0049375,-0.000625
-1.12880e-06,0.0049375,-0.00065625
-1.12860e-06,0.00509375,-0.000640625
-1.12840e-06,0.004875,-0.00075
-1.12820e-06,0.00453125,-0.00078125
-1.12800e-06,0.00453125,-0.00084375
-1.12780e-06,0.00498437,-0.00104687
-1.12760e-06,0.00521875,-0.00071875
-1.12740e-06,0.00471875,-0.000375
-1.12720e-06,0.00448437,-0.001
-1.12700e-06,0.004875,-0.00103125
-1.12680e-06,0.004625,-0.00084375
-1.12660e-06,0.00520313,-0.00028125
-1.12640e-06,0.00515625,-0.0004375
-1.12620e-06,0.00489063,-0.00107812
-1.12600e-06,0.00457813,-0.00065625
-1.12580e-06,0.00509375,-0.00096875
-1.12560e-06,0.00470313,-0.000546875
-1.12540e-06,0.00475,-0.000921875
-1.12520e-06,0.00504688,-0.000734375
-1.12500e-06,0.00482813,-0.00078125
-1.12480e-06,0.00492188,-0.0009375
-1.12460e-06,0.00484375,-0.000765625
-1.12440e-06,0.00475,-0.000875
-1.12420e-06,0.00498437,-0.000859375
-1.12400e-06,0.0049375,-0.00046875
-1.12380e-06,0.00482813,-0.00096875
-1.12360e-06,0.00478125,-0.000546875
-1.12340e-06,0.00465625,-0.000671875
-1.12320e-06,0.00460937,-0.000671875
-1.12300e-06,0.005125,-0.00075
-1.12280e-06,0.00479688,-0.00135937
-1.12260e-06,0.00542188,-0.000796875
-1.12240e-06,0.00478125,-0.000703125
-1.12220e-06,0.00459375,-0.000703125
-1.12200e-06,0.0045625,-0.00096875
-1.12180e-06,0.00471875,-0.0006875
-1.12160e-06,0.0045,-0.00084375
-1.12140e-06,0.00476563,-0.000765625
-1.12120e-06,0.00495313,-0.00096875
-1.12100e-06,0.00454688,-0.000390625
-1.12080e-06,0.00460937,-0.000765625
-1.12060e-06,0.00484375,-0.000828125
-1.12040e-06,0.00471875,-0.00101562
-1.12020e-06,0.00532813,-0.000671875
-1.12000e-06,0.0054375,-0.000625
-1.11980e-06,0.00489063,-0.00117187
-1.11960e-06,0.00446875,-0.0006875
-1.11940e-06,0.00492188,-0.000765625
-1.11920e-06,0.00479688,-0.000375
-1.11900e-06,0.00479688,-0.00078125
-1.11880e-06,0.0051875,-0.000640625
-1.11860e-06,0.00478125,-0.000734375
-1.11840e-06,0.00503125,-0.00110937
-1.11820e-06,0.00521875,-0.000390625
-1.11800e-06,0.0048125,-0.000703125
-1.11780e-06,0.004625,-0.000703125
-1.11760e-06,0.00482813,-0.00040625
-1.11740e-06,0.00492188,-0.000828125
-1.11720e-06,0.00479688,-0.000828125
-1.11700e-06,0.00482813,-0.000734375
-1.11680e-06,0.00475,-0.00053125
-1.11660e-06,0.00529688,-0.00059375
-1.11640e-06,0.00471875,-0.00125
-1.11620e-06,0.00528125,-0.000765625
-1.11600e-06,0.0046875,-0.000921875
-1.11580e-06,0.00528125,-0.000921875
-1.11560e-06,0.00460937,-0.000921875
-1.11540e-06,0.0049375,-0.00065625
-1.11520e-06,0.00482813,-0.00090625
-1.11500e-06,0.004625,-0.000859375
-1.11480e-06,0.005125,-0.000734375
-1.11460e-06,0.00476563,-0.000359375
-1.11440e-06,0.00475,-0.00090625
-1.11420e-06,0.00470313,-0.00096875
-1.11400e-06,0.00453125,-0.001
-1.11380e-06,0.00528125,-0.000453125
-1.11360e-06,0.00529688,-0.00046875
-1.11340e-06,0.005,-0.00101562
-1.11320e-06,0.00448437,-0.0005
-1.11300e-06,0.00498437,-0.00071875
-1.11280e-06,0.00475,-0.000515625
-1.11260e-06,0.00504688,-0.000734375
-1.11240e-06,0.00532813,-0.000828125
-1.11220e-06,0.005,-0.000734375
-1.11200e-06,0.00451563,-0.00134375
-1.11180e-06,0.00514063,-0.000609375
-1.11160e-06,0.00464063,-0.00075
-1.11140e-06,0.00495313,-0.000921875
-1.11120e-06,0.00532813,-0.00040625
-1.11100e-06,0.00498437,-0.00053125
-1.11080e-06,0.00489063,-0.000953125
-1.11060e-06,0.00473437,-0.000609375
-1.11040e-06,0.00451563,-0.000703125
-1.11020e-06,0.00523437,-0.0004375
-1.11000e-06,0.004875,-0.000921875
-1.10980e-06,0.00523437,-0.000515625
-1.10960e-06,0.0048125,-0.001125
-1.10940e-06,0.00485937,-0.000828125
-1.10920e-06,0.00451563,-0.000875
-1.10900e-06,0.00485937,-0.0005
-1.10880e-06,0.00467188,-0.00103125
-1.10860e-06,0.00503125,-0.00071875
-1.10840e-06,0.005125,-0.00084375
-1.10820e-06,0.00467188,-0.0005
-1.10800e-06,0.00475,-0.00090625
-1.10780e-06,0.00489063,-0.000953125
-1.10760e-06,0.00482813,-0.000875
-1.10740e-06,0.00539063,-0.00065625
-1.10720e-06,0.00503125,-0.000484375
-1.10700e-06,0.0049375,-0.001
-1.10680e-06,0.00439063,-0.000515625
-1.10660e-06,0.00485937,-0.00065625
-1.10640e-06,0.00478125,-0.000578125
-1.10620e-06,0.00485937,-0.000765625
-1.10600e-06,0.00521875,-0.00084375
-1.10580e-06,0.00520313,-0.000234375
-1.10560e-06,0.00476563,-0.00109375
-1.10540e-06,0.00495313,-0.000515625
-1.10520e-06,0.00471875,-0.00071875
-1.10500e-06,0.0049375,-0.00103125
-1.10480e-06,0.00509375,-0.000390625
-1.10460e-06,0.00478125,-0.000484375
-1.10440e-06,0.0049375,-0.000796875
-1.10420e-06,0.0049375,-0.000734375
-1.10400e-06,0.00478125,-0.00065625
-1.10380e-06,0.00534375,-0.0005
-1.10360e-06,0.00496875,-0.001
-1.10340e-06,0.00546875,-0.000734375
-1.10320e-06,0.00496875,-0.00084375
-1.10300e-06,0.00496875,-0.0008125
-1.10280e-06,0.004625,-0.000875
-1.10260e-06,0.0049375,-0.00059375
-1.10240e-06,0.00479688,-0.00078125
-1.10220e-06,0.00492188,-0.00065625
-1.10200e-06,0.0051875,-0.000453125
-1.10180e-06,0.00471875,-0.000515625
-1.10160e-06,0.00470313,-0.000734375
-1.10140e-06,0.00498437,-0.00084375
-1.10120e-06,0.00485937,-0.000828125
-1.10100e-06,0.00507813,-0.00059375
-1.10080e-06,0.00573437,-0.000484375
-1.10060e-06,0.00492188,-0.0010625
-1.10040e-06,0.00446875,-0.000625
-1.10020e-06,0.00464063,-0.000796875
-1.10000e-06,0.00489063,-0.0006875
-1.09980e-06,0.00482813,-0.000828125
-1.09960e-06,0.00517188,-0.000515625
-1.09940e-06,0.00520313,-0.000765625
-1.09920e-06,0.00476563,-0.001
-1.09900e-06,0.00507813,-0.00071875
-1.09880e-06,0.00503125,-0.00065625
-1.09860e-06,0.00509375,-0.00096875
-1.09840e-06,0.00504688,-0.000515625
-1.09820e-06,0.00525,-0.000703125
-1.09800e-06,0.00478125,-0.0008125
-1.09780e-06,0.00489063,-0.00053125
-1.09760e-06,0.00489063,-0.000390625
-1.09740e-06,0.0050625,-0.000671875
-1.09720e-06,0.00475,-0.0010625
-1.09700e-06,0.00532813,-0.000640625
-1.09680e-06,0.00514063,-0.000875
-1.09660e-06,0.00510937,-0.00071875
-1.09640e-06,0.00465625,-0.000875
-1.09620e-06,0.0051875,-0.00065625
-1.09600e-06,0.00470313,-0.00096875
-1.09580e-06,0.00523437,-0.000984375
-1.09560e-06,0.00534375,-0.0006875
-1.09540e-06,0.00476563,-0.000296875
-1.09520e-06,0.004625,-0.0009375
-1.09500e-06,0.0050625,-0.000734375
-1.09480e-06,0.00498437,-0.00078125
-1.09460e-06,0.00542188,-0.000375
-1.09440e-06,0.00540625,-0.0003125
-1.09420e-06,0.00507813,-0.000859375
-1.09400e-06,0.00482813,-0.000859375
-1.09380e-06,0.0049375,-0.000828125
-1.09360e-06,0.005,-0.000578125
-1.09340e-06,0.00475,-0.000921875
-1.09320e-06,0.00539063,-0.00059375
-1.09300e-06,0.00528125,-0.000546875
-1.09280e-06,0.00495313,-0.000953125
-1.09260e-06,0.00525,-0.000390625
-1.09240e-06,0.00492188,-0.00084375
-1.09220e-06,0.00504688,-0.000859375
-1.09200e-06,0.00525,-0.000375
-1.09180e-06,0.00525,-0.00059375
-1.09160e-06,0.0050625,-0.000578125
-1.09140e-06,0.00489063,-0.00090625
-1.09120e-06,0.0048125,-0.000921875
-1.09100e-06,0.005375,-0.000609375
-1.09080e-06,0.00484375,-0.000609375
-1.09060e-06,0.005125,-0.000546875
-1.09040e-06,0.00489063,-0.0006875
-1.09020e-06,0.00479688,-0.00096875
-1.09000e-06,0.00498437,-0.000953125
-1.08980e-06,0.00539063,-0.00059375
-1.08960e-06,0.00489063,-0.0010625
-1.08940e-06,0.00503125,-0.00078125
-1.08920e-06,0.00510937,-0.000546875
-1.08900e-06,0.00475,-0.00040625
-1.08880e-06,0.0048125,-0.00084375
-1.08860e-06,0.00476563,-0.000515625
-1.08840e-06,0.00471875,-0.000625
-1.08820e-06,0.00535937,-0.000328125
-1.08800e-06,0.00528125,-0.0005625
-1.08780e-06,0.00470313,-0.00126562
-1.08760e-06,0.00464063,-0.000640625
-1.08740e-06,0.005125,-0.000734375
-1.08720e-06,0.00515625,-0.000421875
-1.08700e-06,0.00490625,-0.000953125
-1.08680e-06,0.00532813,-0.00065625
-1.08660e-06,0.0054375,-0.000546875
-1.08640e-06,0.00467188,-0.000984375
-1.08620e-06,0.00504688,-0.00071875
-1.08600e-06,0.004625,-0.0006875
-1.08580e-06,0.00492188,-0.000609375
-1.08560e-06,0.00526563,-0.000484375
-1.08540e-06,0.00495313,-0.00059375
-1.08520e-06,0.0050625,-0.00065625
-1.08500e-06,0.005,-0.000734375
-1.08480e-06,0.00489063,-0.00065625
-1.08460e-06,0.00545313,-0.0005625
-1.08440e-06,0.00482813,-0.000875
-1.08420e-06,0.00525,-0.000578125
-1.08400e-06,0.0048125,-0.00090625
-1.08380e-06,0.00473437,-0.000921875
-1.08360e-06,0.004625,-0.00078125
-1.08340e-06,0.00492188,-0.0006875
-1.08320e-06,0.00467188,-0.000734375
-1.08300e-06,0.00525,-0.000828125
-1.08280e-06,0.005375,-0.000703125
-1.08260e-06,0.00484375,-0.000390625
-1.08240e-06,0.00457813,-0.000765625
-1.08220e-06,0.00475,-0.00059375
-1.08200e-06,0.00482813,-0.000484375
-1.08180e-06,0.00514063,-0.00034375
-1.08160e-06,0.00545313,-0.000703125
-1.08140e-06,0.00473437,-0.000921875
-1.08120e-06,0.00459375,-0.0004375
-1.08100e-06,0.00507813,-0.000734375
-1.08080e-06,0.0046875,-0.000546875
-1.08060e-06,0.00484375,-0.000703125
-1.08040e-06,0.00521875,-0.00078125
-1.08020e-06,0.00546875,-0.000625
-1.08000e-06,0.00475,-0.00084375
-1.07980e-06,0.00485937,-0.00053125
-1.07960e-06,0.00457813,-0.00046875
-1.07940e-06,0.00495313,-0.000734375
-1.07920e-06,0.00529688,-0.000390625
-1.07900e-06,0.00496875,-0.0008125
-1.07880e-06,0.00501563,-0.000890625
-1.07860e-06,0.00492188,-0.000796875
-1.07840e-06,0.00467188,-0.00065625
-1.07820e-06,0.00517188,-0.0004375
-1.07800e-06,0.0049375,-0.000859375
-1.07780e-06,0.00540625,-0.0006875
-1.07760e-06,0.00479688,-0.001
-1.07740e-06,0.00470313,-0.000984375
-1.07720e-06,0.00448437,-0.000703125
-1.07700e-06,0.00485937,-0.0004375
-1.07680e-06,0.00478125,-0.000828125
-1.07660e-06,0.00525,-0.000734375
-1.07640e-06,0.00529688,-0.00065625
-1.07620e-06,0.00485937,-0.000546875
-1.07600e-06,0.00482813,-0.00084375
-1.07580e-06,0.00482813,-0.00071875
-1.07560e-06,0.0048125,-0.00053125
-1.07540e-06,0.00526563,-0.000390625
-1.07520e-06,0.00509375,-0.000484375
-1.07500e-06,0.00476563,-0.00103125
-1.07480e-06,0.00448437,-0.0005
-1.07460e-06,0.00496875,-0.00065625
-1.07440e-06,0.00503125,-0.000203125
-1.07420e-06,0.00504688,-0.00103125
-1.07400e-06,0.0053125,-0.000546875
-1.07380e-06,0.00523437,-0.000609375
-1.07360e-06,0.00470313,-0.0008125
-1.07340e-06,0.005125,-0.00071875
-1.07320e-06,0.00460937,-0.00059375
-1.07300e-06,0.0050625,-0.0005
-1.07280e-06,0.00517188,-0.000453125
-1.07260e-06,0.00507813,-0.000578125
-1.07240e-06,0.00515625,-0.000625
-1.07220e-06,0.0050625,-0.000546875
-1.07200e-06,0.00470313,-0.000484375
-1.07180e-06,0.00504688,-0.0005
-1.07160e-06,0.00496875,-0.00096875
-1.07140e-06,0.00546875,-0.000640625
-1.07120e-06,0.00515625,-0.000921875
-1.07100e-06,0.00503125,-0.0008125
-1.07080e-06,0.004625,-0.000875
-1.07060e-06,0.00529688,-0.000546875
-1.07040e-06,0.00460937,-0.000765625
-1.07020e-06,0.00523437,-0.000625
-1.07000e-06,0.00517188,-0.0005625
-1.06980e-06,0.00478125,-0.000359375
-1.06960e-06,0.00464063,-0.000625
-1.06940e-06,0.00471875,-0.000625
-1.06920e-06,0.00489063,-0.00053125
-1.06900e-06,0.00534375,-0.000359375
-1.06880e-06,0.00501563,-0.000578125
-1.06860e-06,0.00459375,-0.001125
-1.06840e-06,0.004625,-0.000796875
-1.06820e-06,0.005125,-0.000703125
-1.06800e-06,0.00517188,-0.000578125
-1.06780e-06,0.00504688,-0.000796875
-1.06760e-06,0.00528125,-0.0005625
-1.06740e-06,0.0053125,-0.000796875
-1.06720e-06,0.00471875,-0.00071875
-1.06700e-06,0.00517188,-0.0005
-1.06680e-06,0.00454688,-0.000453125
-1.06660e-06,0.00498437,-0.00065625
-1.06640e-06,0.00507813,-0.0005
-1.06620e-06,0.00503125,-0.000734375
-1.06600e-06,0.00492188,-0.0006875
-1.06580e-06,0.00534375,-0.000609375
-1.06560e-06,0.00473437,-0.000609375
-1.06540e-06,0.00520313,-0.000546875
-1.06520e-06,0.00476563,-0.00071875
-1.06500e-06,0.00540625,-0.0006875
-1.06480e-06,0.0046875,-0.000875
-1.06460e-06,0.00471875,-0.000953125
-1.06440e-06,0.00459375,-0.001
-1.06420e-06,0.00501563,-0.000546875
-1.06400e-06,0.00465625,-0.000875
-1.06380e-06,0.00509375,-0.000484375
-1.06360e-06,0.00529688,-0.000578125
-1.06340e-06,0.00482813,-0.000359375
-1.06320e-06,0.00485937,-0.00078125
-1.06300e-06,0.00475,-0.000921875
-1.06280e-06,0.00464063,-0.0006875
-1.06260e-06,0.005125,-0.00028125
-1.06240e-06,0.00517188,-0.000421875
-1.06220e-06,0.00457813,-0.00114062
-1.06200e-06,0.004625,-0.0005625
-1.06180e-06,0.0048125,-0.000546875
-1.06160e-06,0.00479688,-0.00034375
-1.06140e-06,0.00498437,-0.001
-1.06120e-06,0.00546875,-0.000671875
-1.06100e-06,0.00529688,-0.00053125
-1.06080e-06,0.00467188,-0.000828125
-1.06060e-06,0.005,-0.000734375
-1.06040e-06,0.004625,-0.00059375
-1.06020e-06,0.00501563,-0.00065625
-1.06000e-06,0.00510937,-0.000390625
-1.05980e-06,0.00507813,-0.000421875
-1.05960e-06,0.00520313,-0.000640625
-1.05940e-06,0.00514063,-0.000828125
-1.05920e-06,0.004625,-0.000625
-1.05900e-06,0.00498437,-0.00034375
-1.05880e-06,0.00478125,-0.0005
-1.05860e-06,0.00535937,-0.000390625
-1.05840e-06,0.00471875,-0.000734375
-1.05820e-06,0.00471875,-0.000625
-1.05800e-06,0.00467188,-0.000796875
-1.05780e-06,0.00501563,-0.00065625
-1.05760e-06,0.00479688,-0.00115625
-1.05740e-06,0.00507813,-0.000609375
-1.05720e-06,0.00521875,-0.0006875
-1.05700e-06,0.00478125,-0.000484375
-1.05680e-06,0.00478125,-0.0006875
-1.05660e-06,0.00479688,-0.001
-1.05640e-06,0.00442188,-0.00059375
-1.05620e-06,0.00525,-0.0004375
-1.05600e-06,0.00510937,-0.00053125
-1.05580e-06,0.00479688,-0.00109375
-1.05560e-06,0.00465625,-0.000703125
-1.05540e-06,0.00501563,-0.00084375
-1.05520e-06,0.0049375,-0.0005
-1.05500e-06,0.00471875,-0.000921875
-1.05480e-06,0.005125,-0.0004375
-1.05460e-06,0.00542188,-0.00065625
-1.05440e-06,0.00465625,-0.00071875
-1.05420e-06,0.005125,-0.00059375
-1.05400e-06,0.00484375,-0.0005625
-1.05380e-06,0.00514063,-0.00084375
-1.05360e-06,0.00534375,-0.000421875
-1.05340e-06,0.00532813,-0.000328125
-1.05320e-06,0.0051875,-0.000515625
-1.05300e-06,0.0050625,-0.000640625
-1.05280e-06,0.00485937,-0.0005625
-1.05260e-06,0.00501563,-0.0005
-1.05240e-06,0.004625,-0.000859375
-1.05220e-06,0.00532813,-0.00065625
-1.05200e-06,0.00467188,-0.00090625
-1.05180e-06,0.00476563,-0.00084375
-1.05160e-06,0.00482813,-0.000984375
-1.05140e-06,0.0045,-0.0006875
-1.05120e-06,0.00454688,-0.00104687
-1.05100e-06,0.005,-0.0005625
-1.05080e-06,0.00507813,-0.000421875
-1.05060e-06,0.00465625,-0.00046875
-1.05040e-06,0.00476563,-0.000625
-1.05020e-06,0.0048125,-0.00075
-1.05000e-06,0.00460937,-0.000609375
-1.04980e-06,0.005125,-0.00021875
-1.04960e-06,0.00514063,-0.0001875
-1.04940e-06,0.0045625,-0.000890625
-1.04920e-06,0.0045,-0.0006875
-1.04900e-06,0.00498437,-0.00059375
-1.04880e-06,0.00478125,-0.000421875
-1.04860e-06,0.00484375,-0.00101562
-1.04840e-06,0.00517188,-0.00053125
-1.04820e-06,0.00526563,-0.000453125
-1.04800e-06,0.00451563,-0.0005625
-1.04780e-06,0.005125,-0.000359375
-1.04760e-06,0.00467188,-0.000453125
-1.04740e-06,0.00501563,-0.000828125
-1.04720e-06,0.00489063,-0.000578125
-1.04700e-06,0.00517188,-0.0005625
-1.04680e-06,0.00490625,-0.000390625
-1.04660e-06,0.00526563,-0.00053125
-1.04640e-06,0.0048125,-0.000828125
-1.04620e-06,0.00523437,-0.000734375
-1.04600e-06,0.00485937,-0.0009375
