Model,DPO4104
Firmware Version,2.48

Point Format,Y,,,,Point Format,Y
Horizontal Units,S,,,,Horizontal Units,Hz
Horizontal Scale,2e-06,,,,Horizontal Scale,2.5e+08
Sample Interval,2e-10,,,,Sample Interval,25000
Record Length,100000,,,,Record Length,100000
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,,Gating,0.0% to 100.0%
Probe Attenuation,1,1,1,,Probe Attenuation,1
Vertical Units,V,V,V,,Vertical Units,V
Vertical Offset,0,0,0,,Vertical Offset,0
Vertical Scale,0.1,0.1,1,,Vertical Scale,0.0005
Label,,,,,Label,
TIME,CH1,CH2,CH3,,TIME,MATH
-8.56800e-06,0.00401562,0.00334375,0.811094,,1.62200e+08,2.34375e-06
-8.56780e-06,0.00495313,0.00446875,0.810625,,1.62225e+08,1.875e-06
-8.56760e-06,0.00546875,0.00514063,0.814375,,1.62250e+08,1.48437e-06
-8.56740e-06,0.00559375,0.00510937,0.804375,,1.62275e+08,1.01562e-06
-8.56720e-06,0.00590625,0.00548438,0.804531,,1.62300e+08,6.25e-07
-8.56700e-06,0.00607812,0.00614063,0.801094,,1.62325e+08,1.25e-06
-8.56680e-06,0.0064375,0.00689063,0.801094,,1.62350e+08,1.875e-06
-8.56660e-06,0.00654687,0.00704688,0.7975,,1.62375e+08,1.71875e-06
-8.56640e-06,0.0068125,0.00717187,0.7975,,1.62400e+08,1.64062e-06
-8.56620e-06,0.00739062,0.00759375,0.7975,,1.62425e+08,1.5625e-06
-8.56600e-06,0.00767187,0.007625,0.791406,,1.62450e+08,1.5625e-06
-8.56580e-06,0.00784375,0.007625,0.789687,,1.62475e+08,1.71875e-06
-8.56560e-06,0.00829687,0.007875,0.791875,,1.62500e+08,1.95312e-06
-8.56540e-06,0.008125,0.00698438,0.786094,,1.62525e+08,1.79688e-06
-8.56520e-06,0.008,0.00704688,0.786875,,1.62550e+08,1.71875e-06
-8.56500e-06,0.00870312,0.00665625,0.789219,,1.62575e+08,1.32813e-06
-8.56480e-06,0.00840625,0.00673438,0.789062,,1.62600e+08,9.375e-07
-8.56460e-06,0.00853125,0.00590625,0.785469,,1.62625e+08,8.59375e-07
-8.56440e-06,0.0083125,0.00542188,0.783125,,1.62650e+08,7.8125e-07
-8.56420e-06,0.00751562,0.00478125,0.775625,,1.62675e+08,6.25e-07
-8.56400e-06,0.00817187,0.00485937,0.78375,,1.62700e+08,4.6875e-07
-8.56380e-06,0.00760938,0.00375,0.775469,,1.62725e+08,1.09375e-06
-8.56360e-06,0.008125,0.003875,0.781406,,1.62750e+08,1.71875e-06
-8.56340e-06,0.00784375,0.00304688,0.779062,,1.62775e+08,1.95312e-06
-8.56320e-06,0.0080625,0.00276562,0.780625,,1.62800e+08,2.1875e-06
-8.56300e-06,0.00817187,0.00207813,0.780312,,1.62825e+08,1.32813e-06
-8.56280e-06,0.007625,0.00145312,0.776719,,1.62850e+08,5.46875e-07
-8.56260e-06,0.0074375,0.00107813,0.775937,,1.62875e+08,6.25e-07
-8.56240e-06,0.0070625,0.00078125,0.77375,,1.62900e+08,7.03125e-07
-8.56220e-06,0.00746875,-7.8125e-05,0.77375,,1.62925e+08,3.125e-06
-8.56200e-06,0.00742187,-0.000203125,0.775156,,1.62950e+08,5.625e-06
-8.56180e-06,0.00792187,-0.000109375,0.778906,,1.62975e+08,8.28125e-06
-8.56160e-06,0.00690625,-0.00120312,0.769219,,1.63000e+08,1.10156e-05
-8.56140e-06,0.007375,-0.000875,0.773594,,1.63025e+08,8.35937e-06
-8.56120e-06,0.00767187,-0.00110937,0.777031,,1.63050e+08,5.70313e-06
-8.56100e-06,0.00701562,-0.00160937,0.771406,,1.63075e+08,3.59375e-06
-8.56080e-06,0.00692187,-0.001625,0.769687,,1.63100e+08,1.48437e-06
-8.56060e-06,0.00728125,-0.0019375,0.774375,,1.63125e+08,1.40625e-06
-8.56040e-06,0.00714062,-0.00153125,0.771562,,1.63150e+08,1.40625e-06
-8.56020e-06,0.00759375,-0.00109375,0.776719,,1.63175e+08,1.40625e-06
-8.56000e-06,0.00771875,-0.00125,0.774062,,1.63200e+08,1.40625e-06
-8.55980e-06,0.008,-0.00123437,0.770781,,1.63225e+08,1.5625e-06
-8.55960e-06,0.0075625,-0.00084375,0.77125,,1.63250e+08,1.71875e-06
-8.55940e-06,0.00782812,-0.00034375,0.772031,,1.63275e+08,1.64062e-06
-8.55920e-06,0.00801562,9.375e-05,0.775781,,1.63300e+08,1.5625e-06
-8.55900e-06,0.00801562,0.000109375,0.772344,,1.63325e+08,1.5625e-06
-8.55880e-06,0.00771875,0.000109375,0.772188,,1.63350e+08,1.64062e-06
-8.55860e-06,0.00870312,0.001125,0.772031,,1.63375e+08,1.875e-06
-8.55840e-06,0.0089375,0.00128125,0.775625,,1.63400e+08,2.10937e-06
-8.55820e-06,0.00857812,0.0009375,0.775156,,1.63425e+08,1.5625e-06
-8.55800e-06,0.00826562,0.000828125,0.7775,,1.63450e+08,1.01562e-06
-8.55780e-06,0.008375,0.00151563,0.769844,,1.63475e+08,1.64062e-06
-8.55760e-06,0.00892187,0.00195312,0.773281,,1.63500e+08,2.26562e-06
-8.55740e-06,0.0085,0.00239063,0.773125,,1.63525e+08,1.95312e-06
-8.55720e-06,0.00914062,0.00271875,0.777813,,1.63550e+08,1.71875e-06
-8.55700e-06,0.00917187,0.00235937,0.771875,,1.63575e+08,1.17187e-06
-8.55680e-06,0.00920312,0.00289063,0.775937,,1.63600e+08,6.25e-07
-8.55660e-06,0.00915625,0.00292188,0.777031,,1.63625e+08,5.46875e-07
-8.55640e-06,0.00935938,0.00296875,0.778281,,1.63650e+08,5.46875e-07
-8.55620e-06,0.00935938,0.00292188,0.775,,1.63675e+08,8.59375e-07
-8.55600e-06,0.00932812,0.0030625,0.773438,,1.63700e+08,1.17187e-06
-8.55580e-06,0.00923438,0.003125,0.776094,,1.63725e+08,1.17187e-06
-8.55560e-06,0.00917187,0.00340625,0.774531,,1.63750e+08,1.17187e-06
-8.55540e-06,0.0095625,0.00426562,0.784219,,1.63775e+08,1.09375e-06
-8.55520e-06,0.0089375,0.00295313,0.775781,,1.63800e+08,1.01562e-06
-8.55500e-06,0.00910938,0.00357813,0.783594,,1.63825e+08,1.09375e-06
-8.55480e-06,0.00904687,0.00445313,0.786094,,1.63850e+08,1.17187e-06
-8.55460e-06,0.00853125,0.00371875,0.777813,,1.63875e+08,6.25e-07
-8.55440e-06,0.00896875,0.0036875,0.781719,,1.63900e+08,7.8125e-08
-8.55420e-06,0.00857812,0.0038125,0.783906,,1.63925e+08,2.34375e-06
-8.55400e-06,0.008375,0.00398438,0.783125,,1.63950e+08,4.60937e-06
-8.55380e-06,0.00875,0.00403125,0.785469,,1.63975e+08,6.25e-06
-8.55360e-06,0.00854687,0.00390625,0.784687,,1.64000e+08,7.89063e-06
-8.55340e-06,0.00865625,0.004625,0.788594,,1.64025e+08,5.3125e-06
-8.55320e-06,0.008375,0.00442188,0.7875,,1.64050e+08,2.73437e-06
-8.55300e-06,0.00817187,0.00409375,0.784687,,1.64075e+08,1.79688e-06
-8.55280e-06,0.00857812,0.00426562,0.791094,,1.64100e+08,9.375e-07
-8.55260e-06,0.0085,0.0040625,0.787813,,1.64125e+08,7.03125e-07
-8.55240e-06,0.00790625,0.00384375,0.787031,,1.64150e+08,5.46875e-07
-8.55220e-06,0.00832812,0.00428125,0.790469,,1.64175e+08,7.8125e-07
-8.55200e-06,0.00875,0.0046875,0.791406,,1.64200e+08,1.01562e-06
-8.55180e-06,0.00848438,0.00453125,0.790156,,1.64225e+08,1.25e-06
-8.55160e-06,0.00825,0.00429688,0.792344,,1.64250e+08,1.5625e-06
-8.55140e-06,0.0080625,0.00348438,0.786406,,1.64275e+08,9.375e-07
-8.55120e-06,0.00821875,0.00384375,0.794062,,1.64300e+08,3.90625e-07
-8.55100e-06,0.0076875,0.0035625,0.792031,,1.64325e+08,6.25e-07
-8.55080e-06,0.0089375,0.00425,0.794531,,1.64350e+08,9.375e-07
-8.55060e-06,0.00835938,0.00365625,0.792031,,1.64375e+08,1.17187e-06
-8.55040e-06,0.00842187,0.00395313,0.793125,,1.64400e+08,1.40625e-06
-8.55020e-06,0.00817187,0.00384375,0.792969,,1.64425e+08,9.375e-07
-8.55000e-06,0.0083125,0.00384375,0.79375,,1.64450e+08,5.46875e-07
-8.54980e-06,0.00823438,0.00353125,0.796562,,1.64475e+08,5.46875e-07
-8.54960e-06,0.00839062,0.00359375,0.796406,,1.64500e+08,6.25e-07
-8.54940e-06,0.0085625,0.003625,0.795156,,1.64525e+08,4.6875e-07
-8.54920e-06,0.00867187,0.00392188,0.794687,,1.64550e+08,3.90625e-07
-8.54900e-06,0.00884375,0.004375,0.7975,,1.64575e+08,6.25e-07
-8.54880e-06,0.00832812,0.00360937,0.79625,,1.64600e+08,8.59375e-07
-8.54860e-06,0.00920312,0.00417188,0.799531,,1.64625e+08,7.8125e-07
-8.54840e-06,0.00923438,0.004625,0.798281,,1.64650e+08,7.03125e-07
-8.54820e-06,0.00895312,0.00435937,0.797187,,1.64675e+08,7.03125e-07
-8.54800e-06,0.00946875,0.004625,0.7975,,1.64700e+08,7.03125e-07
-8.54780e-06,0.00975,0.00545313,0.798594,,1.64725e+08,8.59375e-07
-8.54760e-06,0.009875,0.0050625,0.797812,,1.64750e+08,1.01562e-06
-8.54740e-06,0.010125,0.00570313,0.800937,,1.64775e+08,1.32813e-06
-8.54720e-06,0.0100469,0.00595313,0.800937,,1.64800e+08,1.71875e-06
-8.54700e-06,0.0102656,0.00620313,0.800625,,1.64825e+08,1.48437e-06
-8.54680e-06,0.0102812,0.0068125,0.799375,,1.64850e+08,1.25e-06
-8.54660e-06,0.0107031,0.00695313,0.800469,,1.64875e+08,1.40625e-06
-8.54640e-06,0.0105312,0.00707813,0.80125,,1.64900e+08,1.64062e-06
-8.54620e-06,0.0107656,0.00728125,0.799375,,1.64925e+08,3.59375e-06
-8.54600e-06,0.010875,0.00714063,0.798437,,1.64950e+08,5.54687e-06
-8.54580e-06,0.0110937,0.00810938,0.800625,,1.64975e+08,8.04687e-06
-8.54560e-06,0.0120156,0.008625,0.800625,,1.65000e+08,1.0625e-05
-8.54540e-06,0.0113437,0.008625,0.802187,,1.65025e+08,8.4375e-06
-8.54520e-06,0.0121406,0.00859375,0.804375,,1.65050e+08,6.25e-06
-8.54500e-06,0.0112344,0.00870313,0.800937,,1.65075e+08,4.14062e-06
-8.54480e-06,0.0117344,0.00970313,0.800625,,1.65100e+08,2.10937e-06
-8.54460e-06,0.0115937,0.00996875,0.803125,,1.65125e+08,1.95312e-06
-8.54440e-06,0.0122656,0.0104063,0.804688,,1.65150e+08,1.875e-06
-8.54420e-06,0.0116406,0.0105625,0.800937,,1.65175e+08,1.40625e-06
-8.54400e-06,0.0120312,0.0113906,0.804062,,1.65200e+08,1.01562e-06
-8.54380e-06,0.0118125,0.0118438,0.802187,,1.65225e+08,7.8125e-07
-8.54360e-06,0.0120781,0.0120938,0.802344,,1.65250e+08,6.25e-07
-8.54340e-06,0.0117812,0.0125781,0.801406,,1.65275e+08,9.375e-07
-8.54320e-06,0.0113437,0.0124531,0.804062,,1.65300e+08,1.25e-06
-8.54300e-06,0.0113437,0.0127656,0.802031,,1.65325e+08,1.40625e-06
-8.54280e-06,0.0114375,0.0125938,0.80375,,1.65350e+08,1.64062e-06
-8.54260e-06,0.0117656,0.0132656,0.806094,,1.65375e+08,1.64062e-06
-8.54240e-06,0.0109219,0.0121719,0.802969,,1.65400e+08,1.64062e-06
-8.54220e-06,0.0115,0.01325,0.805469,,1.65425e+08,1.5625e-06
-8.54200e-06,0.0117031,0.0127344,0.803906,,1.65450e+08,1.48437e-06
-8.54180e-06,0.0104375,0.0121719,0.802031,,1.65475e+08,1.17187e-06
-8.54160e-06,0.0104531,0.0123906,0.801719,,1.65500e+08,9.375e-07
-8.54140e-06,0.010375,0.0124375,0.801719,,1.65525e+08,1.01562e-06
-8.54120e-06,0.0101094,0.0120312,0.802812,,1.65550e+08,1.09375e-06
-8.54100e-06,0.00990625,0.011875,0.801406,,1.65575e+08,1.40625e-06
-8.54080e-06,0.00967187,0.0113594,0.803438,,1.65600e+08,1.71875e-06
-8.54060e-06,0.00960938,0.0112344,0.802969,,1.65625e+08,1.5625e-06
-8.54040e-06,0.00904687,0.010625,0.802969,,1.65650e+08,1.40625e-06
-8.54020e-06,0.00926562,0.0105,0.801406,,1.65675e+08,9.375e-07
-8.54000e-06,0.00873438,0.00973438,0.801719,,1.65700e+08,4.6875e-07
-8.53980e-06,0.00878125,0.0090625,0.799687,,1.65725e+08,7.8125e-07
-8.53960e-06,0.00842187,0.00848438,0.799844,,1.65750e+08,1.09375e-06
-8.53940e-06,0.00842187,0.00864063,0.801719,,1.65775e+08,1.01562e-06
-8.53920e-06,0.00860938,0.0085625,0.804375,,1.65800e+08,9.375e-07
-8.53900e-06,0.007875,0.0075,0.8,,1.65825e+08,8.59375e-07
-8.53880e-06,0.00814062,0.007375,0.802187,,1.65850e+08,8.59375e-07
-8.53860e-06,0.007375,0.00653125,0.798281,,1.65875e+08,1.25e-06
-8.53840e-06,0.00757812,0.00660938,0.798437,,1.65900e+08,1.71875e-06
-8.53820e-06,0.0070625,0.00642187,0.799531,,1.65925e+08,4.53125e-06
-8.53800e-06,0.00779687,0.0061875,0.79875,,1.65950e+08,7.42188e-06
-8.53780e-06,0.0075,0.0058125,0.800469,,1.65975e+08,9.375e-06
-8.53760e-06,0.00809375,0.006125,0.800312,,1.66000e+08,1.13281e-05
-8.53740e-06,0.00814062,0.0056875,0.799219,,1.66025e+08,7.8125e-06
-8.53720e-06,0.00828125,0.00585938,0.798125,,1.66050e+08,4.29687e-06
-8.53700e-06,0.00789062,0.005875,0.798125,,1.66075e+08,2.42187e-06
-8.53680e-06,0.00817187,0.006,0.79875,,1.66100e+08,6.25e-07
-8.53660e-06,0.0076875,0.00567188,0.795,,1.66125e+08,7.03125e-07
-8.53640e-06,0.00790625,0.00603125,0.795937,,1.66150e+08,7.8125e-07
-8.53620e-06,0.00839062,0.00604688,0.799375,,1.66175e+08,1.01562e-06
-8.53600e-06,0.00754687,0.00610938,0.795625,,1.66200e+08,1.25e-06
-8.53580e-06,0.00842187,0.0060625,0.795937,,1.66225e+08,1.17187e-06
-8.53560e-06,0.008625,0.00640625,0.79625,,1.66250e+08,1.09375e-06
-8.53540e-06,0.00801562,0.00598438,0.792031,,1.66275e+08,1.09375e-06
-8.53520e-06,0.00821875,0.00654688,0.79375,,1.66300e+08,1.09375e-06
-8.53500e-06,0.008625,0.00651562,0.795312,,1.66325e+08,8.59375e-07
-8.53480e-06,0.00848438,0.0066875,0.791875,,1.66350e+08,6.25e-07
-8.53460e-06,0.00840625,0.007,0.793594,,1.66375e+08,5.46875e-07
-8.53440e-06,0.00846875,0.007,0.791562,,1.66400e+08,5.46875e-07
-8.53420e-06,0.0085,0.00701562,0.795,,1.66425e+08,8.59375e-07
-8.53400e-06,0.00815625,0.00732813,0.791562,,1.66450e+08,1.17187e-06
-8.53380e-06,0.00832812,0.00757813,0.793438,,1.66475e+08,1.01562e-06
-8.53360e-06,0.00835938,0.00776562,0.790469,,1.66500e+08,8.59375e-07
-8.53340e-06,0.00851562,0.0080625,0.791562,,1.66525e+08,8.59375e-07
-8.53320e-06,0.00840625,0.00776562,0.788906,,1.66550e+08,8.59375e-07
-8.53300e-06,0.00853125,0.00785938,0.795,,1.66575e+08,9.375e-07
-8.53280e-06,0.0089375,0.00889063,0.793281,,1.66600e+08,1.09375e-06
-8.53260e-06,0.0084375,0.0088125,0.788594,,1.66625e+08,1.25e-06
-8.53240e-06,0.00854687,0.00865625,0.788906,,1.66650e+08,1.48437e-06
-8.53220e-06,0.00820312,0.00848438,0.785312,,1.66675e+08,1.40625e-06
-8.53200e-06,0.00884375,0.0091875,0.789531,,1.66700e+08,1.32813e-06
-8.53180e-06,0.00826562,0.00895313,0.785312,,1.66725e+08,1.32813e-06
-8.53160e-06,0.00921875,0.0094375,0.792344,,1.66750e+08,1.32813e-06
-8.53140e-06,0.0090625,0.00964063,0.788125,,1.66775e+08,8.59375e-07
-8.53120e-06,0.00910938,0.00959375,0.788125,,1.66800e+08,3.90625e-07
-8.53100e-06,0.00873438,0.0098125,0.785469,,1.66825e+08,4.6875e-07
-8.53080e-06,0.00939062,0.0101094,0.787344,,1.66850e+08,6.25e-07
-8.53060e-06,0.00878125,0.0103125,0.787187,,1.66875e+08,6.25e-07
-8.53040e-06,0.00948438,0.010375,0.787344,,1.66900e+08,6.25e-07
-8.53020e-06,0.00920312,0.0107969,0.785781,,1.66925e+08,3.125e-06
-8.53000e-06,0.00939062,0.0112187,0.785,,1.66950e+08,5.70313e-06
-8.52980e-06,0.00942187,0.0118906,0.789219,,1.66975e+08,8.28125e-06
-8.52960e-06,0.0089375,0.0110938,0.77875,,1.67000e+08,1.09375e-05
-8.52940e-06,0.00978125,0.0122344,0.78875,,1.67025e+08,7.8125e-06
-8.52920e-06,0.00965625,0.0127031,0.787813,,1.67050e+08,4.76562e-06
-8.52900e-06,0.00946875,0.0126563,0.784844,,1.67075e+08,3.04688e-06
-8.52880e-06,0.0094375,0.0128594,0.783281,,1.67100e+08,1.32813e-06
-8.52860e-06,0.0098125,0.013375,0.785937,,1.67125e+08,1.09375e-06
-8.52840e-06,0.00978125,0.0129375,0.783438,,1.67150e+08,9.375e-07
-8.52820e-06,0.0100469,0.0135,0.783281,,1.67175e+08,7.03125e-07
-8.52800e-06,0.00998438,0.013125,0.781719,,1.67200e+08,4.6875e-07
-8.52780e-06,0.0102812,0.0137031,0.785,,1.67225e+08,3.90625e-07
-8.52760e-06,0.010375,0.0134688,0.782187,,1.67250e+08,3.125e-07
-8.52740e-06,0.0105,0.0134063,0.78375,,1.67275e+08,8.59375e-07
-8.52720e-06,0.0103437,0.013375,0.785156,,1.67300e+08,1.48437e-06
-8.52700e-06,0.0104375,0.0129531,0.781875,,1.67325e+08,1.64062e-06
-8.52680e-06,0.0105156,0.0127188,0.780156,,1.67350e+08,1.875e-06
-8.52660e-06,0.0104687,0.0130781,0.78375,,1.67375e+08,1.64062e-06
-8.52640e-06,0.0109687,0.0130938,0.787344,,1.67400e+08,1.48437e-06
-8.52620e-06,0.01075,0.0124844,0.784687,,1.67425e+08,1.01562e-06
-8.52600e-06,0.0111094,0.0124688,0.783281,,1.67450e+08,6.25e-07
-8.52580e-06,0.0106719,0.0114687,0.775781,,1.67475e+08,6.25e-07
-8.52560e-06,0.0112969,0.01175,0.781562,,1.67500e+08,7.03125e-07
-8.52540e-06,0.0110781,0.0112969,0.778906,,1.67525e+08,1.09375e-06
-8.52520e-06,0.0117031,0.0117656,0.787813,,1.67550e+08,1.5625e-06
-8.52500e-06,0.0120156,0.0116094,0.787813,,1.67575e+08,1.64062e-06
-8.52480e-06,0.01225,0.0114063,0.782969,,1.67600e+08,1.79688e-06
-8.52460e-06,0.0121406,0.0115,0.782187,,1.67625e+08,1.25e-06
-8.52440e-06,0.0124844,0.0117188,0.783594,,1.67650e+08,7.8125e-07
-8.52420e-06,0.0125469,0.0112969,0.780625,,1.67675e+08,8.59375e-07
-8.52400e-06,0.0131406,0.0111719,0.780469,,1.67700e+08,1.01562e-06
-8.52380e-06,0.0135469,0.011,0.780156,,1.67725e+08,1.48437e-06
-8.52360e-06,0.0135625,0.0117656,0.783906,,1.67750e+08,2.03125e-06
-8.52340e-06,0.0140469,0.0124688,0.786875,,1.67775e+08,2.10937e-06
-8.52320e-06,0.0140781,0.0119063,0.779219,,1.67800e+08,2.1875e-06
-8.52300e-06,0.0152031,0.01325,0.782812,,1.67825e+08,1.64062e-06
-8.52280e-06,0.0156875,0.0134844,0.786406,,1.67850e+08,1.09375e-06
-8.52260e-06,0.0155,0.0137188,0.782812,,1.67875e+08,7.03125e-07
-8.52240e-06,0.0154375,0.0141719,0.780469,,1.67900e+08,3.90625e-07
-8.52220e-06,0.0161875,0.0146875,0.787187,,1.67925e+08,2.8125e-06
-8.52200e-06,0.0165156,0.0161406,0.785469,,1.67950e+08,5.23438e-06
-8.52180e-06,0.0164062,0.0160938,0.783438,,1.67975e+08,8.20312e-06
-8.52160e-06,0.016875,0.0162188,0.785625,,1.68000e+08,1.11719e-05
-8.52140e-06,0.0174219,0.0170781,0.789062,,1.68025e+08,8.59375e-06
-8.52120e-06,0.0173125,0.0174531,0.786562,,1.68050e+08,6.09375e-06
-8.52100e-06,0.0174219,0.0179844,0.784531,,1.68075e+08,3.75e-06
-8.52080e-06,0.017625,0.0181875,0.788125,,1.68100e+08,1.48437e-06
-8.52060e-06,0.018,0.0185625,0.789844,,1.68125e+08,1.25e-06
-8.52040e-06,0.018,0.0191406,0.785156,,1.68150e+08,1.09375e-06
-8.52020e-06,0.0184062,0.0193438,0.789687,,1.68175e+08,9.375e-07
-8.52000e-06,0.0183437,0.0206719,0.790781,,1.68200e+08,7.8125e-07
-8.51980e-06,0.0184219,0.0205469,0.789062,,1.68225e+08,7.03125e-07
-8.51960e-06,0.0182812,0.0203437,0.787031,,1.68250e+08,6.25e-07
-8.51940e-06,0.0178906,0.0205469,0.784844,,1.68275e+08,1.09375e-06
-8.51920e-06,0.0181094,0.0210469,0.789375,,1.68300e+08,1.64062e-06
-8.51900e-06,0.0178437,0.0209844,0.785469,,1.68325e+08,1.40625e-06
-8.51880e-06,0.0178437,0.0213125,0.792187,,1.68350e+08,1.17187e-06
-8.51860e-06,0.0179531,0.0212969,0.792031,,1.68375e+08,7.8125e-07
-8.51840e-06,0.0177344,0.0210469,0.789219,,1.68400e+08,3.90625e-07
-8.51820e-06,0.0174219,0.0211406,0.787969,,1.68425e+08,7.03125e-07
-8.51800e-06,0.017375,0.02075,0.791562,,1.68450e+08,1.09375e-06
-8.51780e-06,0.0173281,0.0207344,0.790469,,1.68475e+08,1.40625e-06
-8.51760e-06,0.0174375,0.0205313,0.793906,,1.68500e+08,1.79688e-06
-8.51740e-06,0.0169062,0.0195469,0.793438,,1.68525e+08,1.64062e-06
-8.51720e-06,0.0167969,0.0198438,0.794219,,1.68550e+08,1.5625e-06
-8.51700e-06,0.0167031,0.0199219,0.795937,,1.68575e+08,1.25e-06
-8.51680e-06,0.0160469,0.0189844,0.790312,,1.68600e+08,1.01562e-06
-8.51660e-06,0.0162812,0.0192969,0.7975,,1.68625e+08,1.01562e-06
-8.51640e-06,0.0163594,0.0189219,0.795625,,1.68650e+08,1.09375e-06
-8.51620e-06,0.0157188,0.01825,0.793438,,1.68675e+08,8.59375e-07
-8.51600e-06,0.0155,0.0181094,0.793594,,1.68700e+08,7.03125e-07
-8.51580e-06,0.0155469,0.01775,0.79625,,1.68725e+08,5.46875e-07
-8.51560e-06,0.015625,0.0172344,0.794062,,1.68750e+08,4.6875e-07
-8.51540e-06,0.0148125,0.0173125,0.796719,,1.68775e+08,4.6875e-07
-8.51520e-06,0.0146562,0.0171406,0.796562,,1.68800e+08,4.6875e-07
-8.51500e-06,0.0146562,0.0171719,0.79875,,1.68825e+08,1.01562e-06
-8.51480e-06,0.014625,0.0168125,0.794844,,1.68850e+08,1.64062e-06
-8.51460e-06,0.0146406,0.0163281,0.797031,,1.68875e+08,1.32813e-06
-8.51440e-06,0.0141719,0.0163906,0.798437,,1.68900e+08,1.01562e-06
-8.51420e-06,0.0143438,0.0159688,0.798125,,1.68925e+08,3.35937e-06
-8.51400e-06,0.0143281,0.0156563,0.797344,,1.68950e+08,5.70313e-06
-8.51380e-06,0.0142188,0.0156094,0.799219,,1.68975e+08,8.51562e-06
-8.51360e-06,0.013875,0.0158594,0.798594,,1.69000e+08,1.14062e-05
-8.51340e-06,0.0138281,0.0151875,0.799531,,1.69025e+08,8.90625e-06
-8.51320e-06,0.0135469,0.0149531,0.798594,,1.69050e+08,6.48437e-06
-8.51300e-06,0.0138594,0.0146875,0.799687,,1.69075e+08,3.67187e-06
-8.51280e-06,0.013625,0.0148125,0.798125,,1.69100e+08,8.59375e-07
-8.51260e-06,0.0136562,0.0145625,0.799375,,1.69125e+08,1.01562e-06
-8.51240e-06,0.0134219,0.0145,0.8,,1.69150e+08,1.17187e-06
-8.51220e-06,0.0134688,0.0145,0.802031,,1.69175e+08,9.375e-07
-8.51200e-06,0.0132656,0.0143125,0.80625,,1.69200e+08,7.8125e-07
-8.51180e-06,0.013125,0.0136563,0.799063,,1.69225e+08,8.59375e-07
-8.51160e-06,0.0132031,0.0136406,0.803438,,1.69250e+08,9.375e-07
-8.51140e-06,0.0127344,0.0128594,0.799844,,1.69275e+08,7.8125e-07
-8.51120e-06,0.0125938,0.0125312,0.804688,,1.69300e+08,6.25e-07
-8.51100e-06,0.01275,0.0126875,0.803594,,1.69325e+08,8.59375e-07
-8.51080e-06,0.0127969,0.0128281,0.805469,,1.69350e+08,1.09375e-06
-8.51060e-06,0.0128906,0.0126406,0.804375,,1.69375e+08,1.64062e-06
-8.51040e-06,0.0121875,0.0116406,0.800469,,1.69400e+08,2.1875e-06
-8.51020e-06,0.0126719,0.0116094,0.803594,,1.69425e+08,1.71875e-06
-8.51000e-06,0.0124844,0.0120781,0.805469,,1.69450e+08,1.25e-06
-8.50980e-06,0.0120312,0.0110781,0.8025,,1.69475e+08,1.17187e-06
-8.50960e-06,0.0118281,0.0109375,0.803594,,1.69500e+08,1.09375e-06
-8.50940e-06,0.0124688,0.0112344,0.804844,,1.69525e+08,1.17187e-06
-8.50920e-06,0.01225,0.0109531,0.806094,,1.69550e+08,1.25e-06
-8.50900e-06,0.0120156,0.0105313,0.805469,,1.69575e+08,7.8125e-07
-8.50880e-06,0.0118281,0.0101406,0.804844,,1.69600e+08,3.90625e-07
-8.50860e-06,0.0118906,0.00998438,0.8025,,1.69625e+08,6.25e-07
-8.50840e-06,0.0114219,0.009625,0.801719,,1.69650e+08,8.59375e-07
-8.50820e-06,0.0116094,0.00934375,0.8075,,1.69675e+08,7.8125e-07
-8.50800e-06,0.0116719,0.0098125,0.804375,,1.69700e+08,7.8125e-07
-8.50780e-06,0.0114531,0.00954688,0.803281,,1.69725e+08,5.46875e-07
-8.50760e-06,0.0111562,0.00904688,0.801719,,1.69750e+08,3.125e-07
-8.50740e-06,0.0112344,0.00940625,0.805781,,1.69775e+08,4.6875e-07
-8.50720e-06,0.0115469,0.00929688,0.808437,,1.69800e+08,7.03125e-07
-8.50700e-06,0.0116094,0.00890625,0.804062,,1.69825e+08,7.8125e-07
-8.50680e-06,0.0109687,0.00829688,0.806406,,1.69850e+08,8.59375e-07
-8.50660e-06,0.0108594,0.00817187,0.801406,,1.69875e+08,8.59375e-07
-8.50640e-06,0.0109531,0.00801562,0.803281,,1.69900e+08,9.375e-07
-8.50620e-06,0.0106406,0.00785938,0.807187,,1.69925e+08,3.51563e-06
-8.50600e-06,0.0108281,0.008125,0.806875,,1.69950e+08,6.09375e-06
-8.50580e-06,0.0105312,0.00803125,0.805,,1.69975e+08,8.59375e-06
-8.50560e-06,0.0108281,0.00773438,0.808281,,1.70000e+08,1.10937e-05
-8.50540e-06,0.0104375,0.00751562,0.805625,,1.70025e+08,8.20312e-06
-8.50520e-06,0.0108281,0.00734375,0.807031,,1.70050e+08,5.3125e-06
-8.50500e-06,0.0102812,0.00679688,0.802969,,1.70075e+08,2.8125e-06
-8.50480e-06,0.0103437,0.00701562,0.805781,,1.70100e+08,3.125e-07
-8.50460e-06,0.0102969,0.00673438,0.80375,,1.70125e+08,4.6875e-07
-8.50440e-06,0.0103906,0.00682813,0.80625,,1.70150e+08,6.25e-07
-8.50420e-06,0.0104062,0.00715625,0.811719,,1.70175e+08,1.01562e-06
-8.50400e-06,0.0100781,0.00607813,0.803906,,1.70200e+08,1.40625e-06
