Model,DPO4104
Firmware Version,2.48

Point Format,Y,,,,Point Format,Y
Horizontal Units,S,,,,Horizontal Units,Hz
Horizontal Scale,2e-06,,,,Horizontal Scale,2.5e+08
Sample Interval,2e-10,,,,Sample Interval,25000
Record Length,100000,,,,Record Length,100000
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,,Gating,0.0% to 100.0%
Probe Attenuation,1,1,1,,Probe Attenuation,1
Vertical Units,V,V,V,,Vertical Units,V
Vertical Offset,0,0,0,,Vertical Offset,0
Vertical Scale,0.1,0.1,1,,Vertical Scale,0.0005
Label,,,,,Label,
TIME,CH1,CH2,CH3,,TIME,MATH
7.38280e-06,0.00539062,-0.000125,3.86844,,2.15605e+09,3.125e-07
7.38300e-06,0.005375,0.000375,3.87156,,2.15608e+09,5.46875e-07
7.38320e-06,0.00482813,0.000140625,3.86688,,2.15610e+09,8.59375e-07
7.38340e-06,0.00520313,9.375e-05,3.86813,,2.15613e+09,1.09375e-06
7.38360e-06,0.00534375,0.00034375,3.87,,2.15615e+09,1.32813e-06
7.38380e-06,0.00529687,0.00075,3.87219,,2.15618e+09,1.17187e-06
7.38400e-06,0.0050625,0.000296875,3.86703,,2.15620e+09,1.01562e-06
7.38420e-06,0.0048125,-4.6875e-05,3.86328,,2.15623e+09,9.375e-07
7.38440e-06,0.00525,0.00015625,3.86531,,2.15625e+09,8.59375e-07
7.38460e-06,0.00532813,0.00021875,3.8675,,2.15628e+09,1.09375e-06
7.38480e-06,0.00532813,0.000109375,3.865,,2.15630e+09,1.32813e-06
7.38500e-06,0.0050625,-7.8125e-05,3.86625,,2.15633e+09,1.40625e-06
7.38520e-06,0.00520313,0.00028125,3.86609,,2.15635e+09,1.48437e-06
7.38540e-06,0.00539062,0.00034375,3.86422,,2.15638e+09,1.40625e-06
7.38560e-06,0.00495313,0.00025,3.86516,,2.15640e+09,1.32813e-06
7.38580e-06,0.00515625,0.000171875,3.86359,,2.15643e+09,1.25e-06
7.38600e-06,0.00529687,0.000515625,3.86266,,2.15645e+09,1.17187e-06
7.38620e-06,0.00471875,0.00025,3.85984,,2.15648e+09,9.375e-07
7.38640e-06,0.0050625,0.000125,3.86,,2.15650e+09,7.8125e-07
7.38660e-06,0.00525,0.0001875,3.85641,,2.15653e+09,5.46875e-07
7.38680e-06,0.00464062,-0.000296875,3.85187,,2.15655e+09,3.125e-07
7.38700e-06,0.00540625,0.000578125,3.85578,,2.15658e+09,4.6875e-07
7.38720e-06,0.00535937,9.375e-05,3.85484,,2.15660e+09,6.25e-07
7.38740e-06,0.00482813,0.000328125,3.85422,,2.15663e+09,7.03125e-07
7.38760e-06,0.0045625,-6.25e-05,3.85391,,2.15665e+09,8.59375e-07
7.38780e-06,0.00507813,0.000171875,3.85609,,2.15668e+09,7.03125e-07
7.38800e-06,0.00495313,4.6875e-05,3.85406,,2.15670e+09,5.46875e-07
7.38820e-06,0.005125,0.000125,3.85031,,2.15673e+09,4.6875e-07
7.38840e-06,0.00510937,0.000203125,3.84766,,2.15675e+09,3.90625e-07
7.38860e-06,0.005625,0.00046875,3.8425,,2.15678e+09,3.125e-07
7.38880e-06,0.00503125,-0.000125,3.84203,,2.15680e+09,2.34375e-07
7.38900e-06,0.00510937,-0.000203125,3.83953,,2.15683e+09,3.90625e-07
7.38920e-06,0.00521875,-0.00015625,3.83563,,2.15685e+09,5.46875e-07
7.38940e-06,0.00521875,0.00046875,3.83281,,2.15688e+09,7.8125e-07
7.38960e-06,0.00482813,0,3.82516,,2.15690e+09,1.09375e-06
7.38980e-06,0.00526562,0.000171875,3.82281,,2.15693e+09,6.25e-07
7.39000e-06,0.0050625,0.000109375,3.81781,,2.15695e+09,2.34375e-07
7.39020e-06,0.00545313,0.000515625,3.81578,,2.15698e+09,3.90625e-07
7.39040e-06,0.00535937,0.000625,3.80547,,2.15700e+09,6.25e-07
7.39060e-06,0.00485937,0.000171875,3.79641,,2.15703e+09,7.8125e-07
7.39080e-06,0.00482813,0.00021875,3.78797,,2.15705e+09,9.375e-07
7.39100e-06,0.00520313,0.00046875,3.78094,,2.15708e+09,7.03125e-07
7.39120e-06,0.0053125,-4.6875e-05,3.77141,,2.15710e+09,4.6875e-07
7.39140e-06,0.00535937,0.0001875,3.76344,,2.15713e+09,5.46875e-07
7.39160e-06,0.005,0.00040625,3.75188,,2.15715e+09,7.03125e-07
7.39180e-06,0.00507813,7.8125e-05,3.73922,,2.15718e+09,4.6875e-07
7.39200e-06,0.00501562,-7.8125e-05,3.72609,,2.15720e+09,2.34375e-07
7.39220e-06,0.0050625,0.000328125,3.71391,,2.15723e+09,7.8125e-07
7.39240e-06,0.00532813,0.00046875,3.70078,,2.15725e+09,1.40625e-06
7.39260e-06,0.00485937,0.00015625,3.67984,,2.15728e+09,1.48437e-06
7.39280e-06,0.00507813,9.375e-05,3.6625,,2.15730e+09,1.5625e-06
7.39300e-06,0.005125,0.00015625,3.64281,,2.15733e+09,1.32813e-06
7.39320e-06,0.00484375,-0.000234375,3.62234,,2.15735e+09,1.17187e-06
7.39340e-06,0.00520313,0.00021875,3.60312,,2.15738e+09,1.09375e-06
7.39360e-06,0.00542187,0,3.58328,,2.15740e+09,1.09375e-06
7.39380e-06,0.00509375,0.000421875,3.56562,,2.15743e+09,1.01562e-06
7.39400e-06,0.00482813,-0.000109375,3.53125,,2.15745e+09,1.01562e-06
7.39420e-06,0.0050625,0.000109375,3.50656,,2.15748e+09,9.375e-07
7.39440e-06,0.00528125,9.375e-05,3.48875,,2.15750e+09,9.375e-07
7.39460e-06,0.005,0.00028125,3.46,,2.15753e+09,9.375e-07
7.39480e-06,0.0050625,0.000375,3.43594,,2.15755e+09,9.375e-07
7.39500e-06,0.00542187,0.000421875,3.41,,2.15758e+09,7.03125e-07
7.39520e-06,0.00504687,-0.000140625,3.38172,,2.15760e+09,5.46875e-07
7.39540e-06,0.00496875,-0.000265625,3.35438,,2.15763e+09,5.46875e-07
7.39560e-06,0.00526562,-0.000234375,3.32594,,2.15765e+09,5.46875e-07
7.39580e-06,0.005375,0.000703125,3.30438,,2.15768e+09,7.03125e-07
7.39600e-06,0.00503125,0.00021875,3.27797,,2.15770e+09,9.375e-07
7.39620e-06,0.005375,0.00025,3.25031,,2.15773e+09,9.375e-07
7.39640e-06,0.00507813,0,3.22625,,2.15775e+09,9.375e-07
7.39660e-06,0.0051875,0.000203125,3.20141,,2.15778e+09,9.375e-07
7.39680e-06,0.00498437,-3.125e-05,3.17703,,2.15780e+09,9.375e-07
7.39700e-06,0.00484375,-0.00021875,3.15016,,2.15783e+09,7.8125e-07
7.39720e-06,0.0051875,-0.000140625,3.12859,,2.15785e+09,7.03125e-07
7.39740e-06,0.00514062,0.000203125,3.10781,,2.15788e+09,6.25e-07
7.39760e-06,0.00534375,0.00034375,3.08219,,2.15790e+09,6.25e-07
7.39780e-06,0.00520313,0.000203125,3.06484,,2.15793e+09,7.03125e-07
7.39800e-06,0.00526562,0.000640625,3.04422,,2.15795e+09,8.59375e-07
7.39820e-06,0.00504687,0.000265625,3.02031,,2.15798e+09,7.03125e-07
7.39840e-06,0.00478125,-4.6875e-05,2.99937,,2.15800e+09,6.25e-07
7.39860e-06,0.00510937,0.0001875,2.97844,,2.15803e+09,5.46875e-07
7.39880e-06,0.00548437,0.000171875,2.96203,,2.15805e+09,4.6875e-07
7.39900e-06,0.00478125,0.0001875,2.94172,,2.15808e+09,6.25e-07
7.39920e-06,0.00501562,-4.6875e-05,2.92469,,2.15810e+09,8.59375e-07
7.39940e-06,0.00498437,1.5625e-05,2.90437,,2.15813e+09,6.25e-07
7.39960e-06,0.00464062,-0.00025,2.88609,,2.15815e+09,3.90625e-07
7.39980e-06,0.00504687,6.25e-05,2.86937,,2.15818e+09,5.46875e-07
7.40000e-06,0.0048125,-0.00015625,2.84563,,2.15820e+09,7.8125e-07
7.40020e-06,0.00515625,0.0004375,2.83219,,2.15823e+09,5.46875e-07
7.40040e-06,0.004625,0.000328125,2.81094,,2.15825e+09,3.90625e-07
7.40060e-06,0.005,1.5625e-05,2.79359,,2.15828e+09,5.46875e-07
7.40080e-06,0.00476562,7.8125e-05,2.77406,,2.15830e+09,7.8125e-07
7.40100e-06,0.00490625,0.00015625,2.75547,,2.15833e+09,5.46875e-07
7.40120e-06,0.00485937,0.000125,2.73562,,2.15835e+09,3.90625e-07
7.40140e-06,0.00528125,0.000484375,2.71344,,2.15838e+09,3.90625e-07
7.40160e-06,0.00495313,-4.6875e-05,2.68969,,2.15840e+09,3.90625e-07
7.40180e-06,0.005125,9.375e-05,2.67109,,2.15843e+09,3.125e-07
7.40200e-06,0.00515625,-0.00040625,2.64969,,2.15845e+09,3.125e-07
7.40220e-06,0.0051875,0.00025,2.63281,,2.15848e+09,5.46875e-07
7.40240e-06,0.00467187,-0.000109375,2.60891,,2.15850e+09,8.59375e-07
7.40260e-06,0.0050625,-1.5625e-05,2.59047,,2.15853e+09,6.25e-07
7.40280e-06,0.00496875,9.375e-05,2.56859,,2.15855e+09,4.6875e-07
7.40300e-06,0.005125,0.0003125,2.54859,,2.15858e+09,4.6875e-07
7.40320e-06,0.00528125,9.375e-05,2.5275,,2.15860e+09,4.6875e-07
7.40340e-06,0.00515625,-0.000125,2.50344,,2.15863e+09,3.90625e-07
7.40360e-06,0.00529687,7.8125e-05,2.48156,,2.15865e+09,3.125e-07
7.40380e-06,0.00484375,0.000328125,2.46047,,2.15868e+09,3.125e-07
7.40400e-06,0.005125,0.00015625,2.43984,,2.15870e+09,3.125e-07
7.40420e-06,0.00503125,0.00021875,2.41891,,2.15873e+09,4.6875e-07
7.40440e-06,0.00520313,0.0003125,2.395,,2.15875e+09,6.25e-07
7.40460e-06,0.00509375,0.000265625,2.37312,,2.15878e+09,4.6875e-07
7.40480e-06,0.0049375,-4.6875e-05,2.35328,,2.15880e+09,3.125e-07
7.40500e-06,0.0049375,0.00025,2.33484,,2.15883e+09,3.125e-07
7.40520e-06,0.0053125,0.0001875,2.31125,,2.15885e+09,3.90625e-07
7.40540e-06,0.0049375,9.375e-05,2.2875,,2.15888e+09,6.25e-07
7.40560e-06,0.00498437,0.000125,2.26281,,2.15890e+09,9.375e-07
7.40580e-06,0.00526562,-0.000125,2.23922,,2.15893e+09,1.01562e-06
7.40600e-06,0.00454687,-0.000578125,2.21484,,2.15895e+09,1.17187e-06
7.40620e-06,0.00529687,0.000109375,2.20219,,2.15898e+09,9.375e-07
7.40640e-06,0.00534375,3.125e-05,2.1775,,2.15900e+09,7.8125e-07
7.40660e-06,0.00495313,4.6875e-05,2.15687,,2.15903e+09,7.8125e-07
7.40680e-06,0.00453125,-0.00025,2.12922,,2.15905e+09,7.8125e-07
7.40700e-06,0.00478125,-0.000171875,2.10469,,2.15908e+09,7.8125e-07
7.40720e-06,0.00476562,-0.000109375,2.08312,,2.15910e+09,8.59375e-07
7.40740e-06,0.00509375,3.125e-05,2.06141,,2.15913e+09,9.375e-07
7.40760e-06,0.00496875,0.00028125,2.03734,,2.15915e+09,1.01562e-06
7.40780e-06,0.00503125,0.000375,2.01562,,2.15918e+09,1.01562e-06
7.40800e-06,0.00492187,-0.00034375,1.98703,,2.15920e+09,1.09375e-06
7.40820e-06,0.0049375,-0.000234375,1.96109,,2.15923e+09,1.01562e-06
7.40840e-06,0.005125,-0.000328125,1.93797,,2.15925e+09,9.375e-07
7.40860e-06,0.00535937,0.000640625,1.91578,,2.15928e+09,7.8125e-07
7.40880e-06,0.00484375,0,1.88891,,2.15930e+09,7.03125e-07
7.40900e-06,0.0051875,0.000234375,1.86344,,2.15933e+09,7.03125e-07
7.40920e-06,0.0050625,0.000109375,1.83875,,2.15935e+09,7.03125e-07
7.40940e-06,0.00523437,0.000625,1.81875,,2.15938e+09,3.90625e-07
7.40960e-06,0.00498437,0.00021875,1.79172,,2.15940e+09,1.5625e-07
7.40980e-06,0.0050625,-0.0003125,1.76375,,2.15943e+09,3.125e-07
7.41000e-06,0.00503125,-3.125e-05,1.74172,,2.15945e+09,5.46875e-07
7.41020e-06,0.00517187,0.000296875,1.72187,,2.15948e+09,7.03125e-07
7.41040e-06,0.00546875,-0.0001875,1.69859,,2.15950e+09,8.59375e-07
7.41060e-06,0.00526562,-0.00078125,1.67422,,2.15953e+09,7.8125e-07
7.41080e-06,0.00535937,-0.000640625,1.65281,,2.15955e+09,7.03125e-07
7.41100e-06,0.00517187,-0.00151562,1.63047,,2.15958e+09,5.46875e-07
7.41120e-06,0.00496875,-0.0018125,1.61,,2.15960e+09,4.6875e-07
7.41140e-06,0.00510937,-0.00234375,1.59156,,2.15963e+09,4.6875e-07
7.41160e-06,0.005125,-0.00271875,1.56828,,2.15965e+09,4.6875e-07
7.41180e-06,0.00482813,-0.00346875,1.5475,,2.15968e+09,4.6875e-07
7.41200e-06,0.00453125,-0.00410937,1.53172,,2.15970e+09,4.6875e-07
7.41220e-06,0.00445313,-0.00453125,1.51234,,2.15973e+09,4.6875e-07
7.41240e-06,0.00371875,-0.00560937,1.49,,2.15975e+09,4.6875e-07
7.41260e-06,0.0036875,-0.00628125,1.47437,,2.15978e+09,6.25e-07
7.41280e-06,0.00364062,-0.00653125,1.45859,,2.15980e+09,7.8125e-07
7.41300e-06,0.00357813,-0.007375,1.44797,,2.15983e+09,5.46875e-07
7.41320e-06,0.00304687,-0.00846875,1.42375,,2.15985e+09,3.125e-07
7.41340e-06,0.00284375,-0.00921875,1.41453,,2.15988e+09,2.34375e-07
7.41360e-06,0.00239062,-0.00996875,1.39844,,2.15990e+09,1.5625e-07
7.41380e-06,0.00178125,-0.0105937,1.38453,,2.15993e+09,4.6875e-07
7.41400e-06,0.00128125,-0.0115781,1.37594,,2.15995e+09,8.59375e-07
7.41420e-06,0.00110937,-0.012,1.35938,,2.15998e+09,9.375e-07
7.41440e-06,0.00021875,-0.0133906,1.34109,,2.16000e+09,1.09375e-06
7.41460e-06,-0.000484375,-0.0139062,1.32844,,2.16003e+09,8.59375e-07
7.41480e-06,-0.000953125,-0.0144375,1.32141,,2.16005e+09,6.25e-07
7.41500e-06,-0.00117188,-0.0150469,1.31,,2.16008e+09,5.46875e-07
7.41520e-06,-0.00173438,-0.0157656,1.2975,,2.16010e+09,5.46875e-07
7.41540e-06,-0.002375,-0.015875,1.28844,,2.16013e+09,6.25e-07
7.41560e-06,-0.00303125,-0.0167031,1.27578,,2.16015e+09,7.03125e-07
7.41580e-06,-0.00329688,-0.0165781,1.26859,,2.16018e+09,9.375e-07
7.41600e-06,-0.0038125,-0.0171719,1.25672,,2.16020e+09,1.17187e-06
7.41620e-06,-0.00457813,-0.0174844,1.24313,,2.16023e+09,1.17187e-06
7.41640e-06,-0.00464063,-0.017375,1.23578,,2.16025e+09,1.17187e-06
7.41660e-06,-0.00489063,-0.0173437,1.22578,,2.16028e+09,7.8125e-07
7.41680e-06,-0.00539063,-0.0178437,1.21828,,2.16030e+09,3.90625e-07
7.41700e-06,-0.00525,-0.0178125,1.20656,,2.16033e+09,3.90625e-07
7.41720e-06,-0.00540625,-0.0180312,1.20031,,2.16035e+09,4.6875e-07
7.41740e-06,-0.00564063,-0.0177969,1.18828,,2.16038e+09,5.46875e-07
7.41760e-06,-0.00553125,-0.0177969,1.17953,,2.16040e+09,7.03125e-07
7.41780e-06,-0.00564063,-0.0177188,1.17687,,2.16043e+09,5.46875e-07
7.41800e-06,-0.0059375,-0.0180469,1.16422,,2.16045e+09,3.90625e-07
7.41820e-06,-0.00565625,-0.017875,1.15047,,2.16048e+09,7.03125e-07
7.41840e-06,-0.00540625,-0.0179375,1.14172,,2.16050e+09,1.01562e-06
7.41860e-06,-0.00570313,-0.0176875,1.13484,,2.16053e+09,7.8125e-07
7.41880e-06,-0.00567188,-0.017125,1.12688,,2.16055e+09,6.25e-07
7.41900e-06,-0.00539063,-0.0166406,1.12281,,2.16058e+09,1.17187e-06
7.41920e-06,-0.0055,-0.0165,1.11563,,2.16060e+09,1.71875e-06
7.41940e-06,-0.00509375,-0.0157656,1.10703,,2.16063e+09,1.17187e-06
7.41960e-06,-0.00553125,-0.0160625,1.09594,,2.16065e+09,6.25e-07
7.41980e-06,-0.00498437,-0.0157188,1.09031,,2.16068e+09,4.6875e-07
7.42000e-06,-0.00495313,-0.0156875,1.08203,,2.16070e+09,3.90625e-07
7.42020e-06,-0.00473437,-0.0157344,1.07453,,2.16073e+09,3.90625e-07
7.42040e-06,-0.00459375,-0.0149062,1.07,,2.16075e+09,4.6875e-07
7.42060e-06,-0.0045625,-0.014625,1.06344,,2.16078e+09,7.8125e-07
7.42080e-06,-0.00539063,-0.0147344,1.0525,,2.16080e+09,1.17187e-06
7.42100e-06,-0.00534375,-0.0146406,1.04438,,2.16083e+09,9.375e-07
7.42120e-06,-0.00525,-0.0144531,1.03984,,2.16085e+09,7.8125e-07
7.42140e-06,-0.00485937,-0.0144844,1.03484,,2.16088e+09,5.46875e-07
7.42160e-06,-0.00492188,-0.0141562,1.02625,,2.16090e+09,3.125e-07
7.42180e-06,-0.00525,-0.0138906,1.02406,,2.16093e+09,3.125e-07
7.42200e-06,-0.00501563,-0.0132969,1.01734,,2.16095e+09,3.125e-07
7.42220e-06,-0.00509375,-0.0128437,1.01328,,2.16098e+09,2.34375e-07
7.42240e-06,-0.005375,-0.0132031,1.00422,,2.16100e+09,1.5625e-07
7.42260e-06,-0.005125,-0.0126875,0.996562,,2.16103e+09,2.34375e-07
7.42280e-06,-0.00496875,-0.0122969,0.995781,,2.16105e+09,3.90625e-07
7.42300e-06,-0.0045625,-0.0118437,0.988906,,2.16108e+09,2.34375e-07
7.42320e-06,-0.0046875,-0.0112031,0.986094,,2.16110e+09,1.5625e-07
7.42340e-06,-0.005,-0.0109844,0.976406,,2.16113e+09,2.34375e-07
7.42360e-06,-0.00385937,-0.0107187,0.978906,,2.16115e+09,3.90625e-07
7.42380e-06,-0.00415625,-0.0100156,0.966094,,2.16118e+09,3.125e-07
7.42400e-06,-0.00415625,-0.00965625,0.963594,,2.16120e+09,2.34375e-07
7.42420e-06,-0.00342188,-0.00901562,0.962969,,2.16123e+09,4.6875e-07
7.42440e-06,-0.00320313,-0.00925,0.957187,,2.16125e+09,7.03125e-07
7.42460e-06,-0.0033125,-0.00876562,0.946875,,2.16128e+09,7.8125e-07
7.42480e-06,-0.00348437,-0.00817187,0.94375,,2.16130e+09,9.375e-07
7.42500e-06,-0.00275,-0.00704687,0.939219,,2.16133e+09,7.03125e-07
7.42520e-06,-0.0026875,-0.00726562,0.9325,,2.16135e+09,5.46875e-07
7.42540e-06,-0.002125,-0.00673437,0.932656,,2.16138e+09,5.46875e-07
7.42560e-06,-0.00201563,-0.00592187,0.926875,,2.16140e+09,6.25e-07
7.42580e-06,-0.00121875,-0.00510937,0.92875,,2.16143e+09,7.8125e-07
7.42600e-06,-0.00132812,-0.00501562,0.920156,,2.16145e+09,1.01562e-06
7.42620e-06,-0.000640625,-0.00445313,0.916406,,2.16148e+09,7.03125e-07
7.42640e-06,-0.000265625,-0.00401562,0.911094,,2.16150e+09,3.90625e-07
7.42660e-06,-0.000234375,-0.00398437,0.906719,,2.16153e+09,5.46875e-07
7.42680e-06,0.00028125,-0.00345313,0.9075,,2.16155e+09,7.03125e-07
7.42700e-06,0.0004375,-0.00323437,0.903437,,2.16158e+09,3.90625e-07
7.42720e-06,0.000484375,-0.0033125,0.894219,,2.16160e+09,1.5625e-07
7.42740e-06,7.8125e-05,-0.00296875,0.888125,,2.16163e+09,1.5625e-07
7.42760e-06,0.000984375,-0.00235937,0.887656,,2.16165e+09,2.34375e-07
7.42780e-06,0.00096875,-0.00226562,0.886094,,2.16168e+09,2.34375e-07
7.42800e-06,0.00096875,-0.00173437,0.883281,,2.16170e+09,2.34375e-07
7.42820e-06,0.00139062,-0.00159375,0.878281,,2.16173e+09,2.34375e-07
7.42840e-06,0.00132812,-0.00109375,0.874844,,2.16175e+09,3.125e-07
7.42860e-06,0.00153125,-0.00096875,0.873437,,2.16178e+09,3.90625e-07
7.42880e-06,0.00171875,-0.00109375,0.8675,,2.16180e+09,4.6875e-07
7.42900e-06,0.0014375,-0.00059375,0.86125,,2.16183e+09,3.90625e-07
7.42920e-06,0.00167188,-7.8125e-05,0.858906,,2.16185e+09,3.90625e-07
7.42940e-06,0.00210937,1.5625e-05,0.857031,,2.16188e+09,7.03125e-07
7.42960e-06,0.0020625,0.000453125,0.854219,,2.16190e+09,1.01562e-06
7.42980e-06,0.00229687,0.0008125,0.848437,,2.16193e+09,1.25e-06
7.43000e-06,0.0024375,0.00110937,0.847344,,2.16195e+09,1.48437e-06
7.43020e-06,0.00279687,0.00134375,0.842812,,2.16198e+09,1.32813e-06
7.43040e-06,0.00240625,0.00109375,0.83875,,2.16200e+09,1.25e-06
7.43060e-06,0.00307813,0.00179688,0.835469,,2.16203e+09,1.17187e-06
7.43080e-06,0.00289062,0.00221875,0.835938,,2.16205e+09,1.17187e-06
7.43100e-06,0.00301562,0.00273438,0.8275,,2.16208e+09,1.17187e-06
7.43120e-06,0.00321875,0.0029375,0.823125,,2.16210e+09,1.17187e-06
7.43140e-06,0.00389062,0.00348438,0.821406,,2.16213e+09,1.01562e-06
7.43160e-06,0.0036875,0.00321875,0.816719,,2.16215e+09,9.375e-07
7.43180e-06,0.004125,0.0040625,0.816406,,2.16218e+09,7.8125e-07
7.43200e-06,0.00496875,0.00492188,0.814531,,2.16220e+09,7.03125e-07
7.43220e-06,0.00490625,0.00503125,0.813906,,2.16223e+09,5.46875e-07
7.43240e-06,0.00470313,0.00496875,0.810469,,2.16225e+09,3.90625e-07
7.43260e-06,0.00520313,0.00614063,0.809687,,2.16228e+09,3.90625e-07
7.43280e-06,0.00571875,0.0065625,0.807812,,2.16230e+09,3.90625e-07
7.43300e-06,0.00604687,0.00710938,0.805625,,2.16233e+09,4.6875e-07
7.43320e-06,0.00648438,0.00765625,0.798594,,2.16235e+09,5.46875e-07
7.43340e-06,0.0069375,0.00789063,0.799531,,2.16238e+09,7.03125e-07
7.43360e-06,0.00670312,0.00751562,0.795312,,2.16240e+09,9.375e-07
7.43380e-06,0.0069375,0.00725,0.792187,,2.16243e+09,1.17187e-06
7.43400e-06,0.00723438,0.00748438,0.795937,,2.16245e+09,1.40625e-06
7.43420e-06,0.00757812,0.00776562,0.793125,,2.16248e+09,1.64062e-06
7.43440e-06,0.00757812,0.007625,0.788594,,2.16250e+09,1.95312e-06
7.43460e-06,0.00717187,0.00734375,0.788906,,2.16253e+09,1.79688e-06
7.43480e-06,0.00767187,0.00707813,0.789062,,2.16255e+09,1.71875e-06
7.43500e-06,0.00840625,0.00740625,0.789062,,2.16258e+09,1.09375e-06
7.43520e-06,0.00765625,0.00640625,0.784687,,2.16260e+09,5.46875e-07
7.43540e-06,0.00739062,0.00582813,0.782031,,2.16263e+09,8.59375e-07
7.43560e-06,0.00748438,0.00514063,0.783281,,2.16265e+09,1.17187e-06
7.43580e-06,0.00748438,0.00454688,0.780469,,2.16268e+09,1.09375e-06
7.43600e-06,0.00679687,0.0041875,0.780781,,2.16270e+09,1.09375e-06
7.43620e-06,0.00684375,0.00376562,0.778906,,2.16273e+09,9.375e-07
7.43640e-06,0.00728125,0.0031875,0.781406,,2.16275e+09,7.8125e-07
7.43660e-06,0.00676562,0.0023125,0.773281,,2.16278e+09,1.09375e-06
7.43680e-06,0.00715625,0.00198438,0.777031,,2.16280e+09,1.40625e-06
7.43700e-06,0.00764062,0.00140625,0.777656,,2.16283e+09,1.40625e-06
7.43720e-06,0.00790625,0.00126563,0.780312,,2.16285e+09,1.48437e-06
7.43740e-06,0.00717187,0.000609375,0.775625,,2.16288e+09,1.17187e-06
7.43760e-06,0.00703125,-0.000359375,0.771562,,2.16290e+09,8.59375e-07
7.43780e-06,0.00701562,-0.0008125,0.773125,,2.16293e+09,7.8125e-07
7.43800e-06,0.00689062,-0.00115625,0.770156,,2.16295e+09,7.8125e-07
7.43820e-06,0.0073125,-0.000875,0.775,,2.16298e+09,1.09375e-06
7.43840e-06,0.00684375,-0.0015625,0.774531,,2.16300e+09,1.40625e-06
7.43860e-06,0.00726562,-0.00132812,0.774687,,2.16303e+09,1.25e-06
7.43880e-06,0.007375,-0.00221875,0.775312,,2.16305e+09,1.17187e-06
7.43900e-06,0.00728125,-0.0019375,0.775781,,2.16308e+09,9.375e-07
7.43920e-06,0.00725,-0.00192187,0.777969,,2.16310e+09,7.8125e-07
7.43940e-06,0.00757812,-0.00189063,0.776719,,2.16313e+09,9.375e-07
7.43960e-06,0.00798438,-0.00190625,0.779687,,2.16315e+09,1.09375e-06
7.43980e-06,0.00803125,-0.00179688,0.774375,,2.16318e+09,1.09375e-06
7.44000e-06,0.00767187,-0.00157812,0.771094,,2.16320e+09,1.17187e-06
7.44020e-06,0.00770312,-0.00145312,0.769687,,2.16323e+09,9.375e-07
7.44040e-06,0.00776562,-0.00084375,0.770625,,2.16325e+09,7.03125e-07
7.44060e-06,0.00839062,-0.00059375,0.773906,,2.16328e+09,4.6875e-07
7.44080e-06,0.00804687,-0.000546875,0.772656,,2.16330e+09,3.125e-07
7.44100e-06,0.00871875,-0.000328125,0.769219,,2.16333e+09,4.6875e-07
7.44120e-06,0.00890625,7.8125e-05,0.771719,,2.16335e+09,6.25e-07
7.44140e-06,0.0089375,0.000890625,0.774375,,2.16338e+09,6.25e-07
7.44160e-06,0.0093125,0.00103125,0.77125,,2.16340e+09,6.25e-07
7.44180e-06,0.00882812,0.0009375,0.772656,,2.16343e+09,5.46875e-07
7.44200e-06,0.00925,0.00123438,0.774531,,2.16345e+09,4.6875e-07
7.44220e-06,0.0095,0.00140625,0.775312,,2.16348e+09,4.6875e-07
7.44240e-06,0.00982812,0.00179688,0.769219,,2.16350e+09,4.6875e-07
7.44260e-06,0.00959375,0.00196875,0.773438,,2.16353e+09,3.90625e-07
7.44280e-06,0.00954687,0.00226562,0.774219,,2.16355e+09,3.90625e-07
7.44300e-06,0.009875,0.00235937,0.77375,,2.16358e+09,6.25e-07
7.44320e-06,0.00970312,0.00251562,0.773906,,2.16360e+09,9.375e-07
7.44340e-06,0.0101406,0.00309375,0.778281,,2.16363e+09,1.01562e-06
7.44360e-06,0.0100781,0.00284375,0.779844,,2.16365e+09,1.09375e-06
7.44380e-06,0.0100312,0.0030625,0.773906,,2.16368e+09,7.03125e-07
7.44400e-06,0.0100469,0.00303125,0.774687,,2.16370e+09,3.90625e-07
7.44420e-06,0.00995312,0.00301562,0.774531,,2.16373e+09,3.125e-07
7.44440e-06,0.0099375,0.0031875,0.774531,,2.16375e+09,3.125e-07
7.44460e-06,0.0100469,0.00379688,0.779844,,2.16378e+09,5.46875e-07
7.44480e-06,0.0100937,0.00385937,0.781562,,2.16380e+09,8.59375e-07
7.44500e-06,0.00959375,0.00404688,0.78,,2.16383e+09,9.375e-07
7.44520e-06,0.0095,0.00373438,0.779062,,2.16385e+09,1.09375e-06
7.44540e-06,0.0096875,0.00409375,0.780781,,2.16388e+09,1.32813e-06
7.44560e-06,0.0095,0.00417188,0.78125,,2.16390e+09,1.64062e-06
7.44580e-06,0.00942187,0.00415625,0.78375,,2.16393e+09,1.5625e-06
7.44600e-06,0.00914062,0.004375,0.786406,,2.16395e+09,1.48437e-06
7.44620e-06,0.00884375,0.0043125,0.785469,,2.16398e+09,1.01562e-06
7.44640e-06,0.00875,0.00410937,0.782812,,2.16400e+09,5.46875e-07
7.44660e-06,0.00889062,0.00404688,0.782812,,2.16403e+09,7.03125e-07
7.44680e-06,0.008875,0.0045,0.7875,,2.16405e+09,8.59375e-07
7.44700e-06,0.0085625,0.00471875,0.788906,,2.16408e+09,7.8125e-07
7.44720e-06,0.00834375,0.00464063,0.786562,,2.16410e+09,7.03125e-07
