Model,DPO4104
Firmware Version,2.48

Point Format,Y,,
Horizontal Units,S,,
Horizontal Scale,2e-06,,
Sample Interval,2e-10,,
Record Length,100000,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,0.1,0.1,1
Label,,,
TIME,CH1,CH2,CH3
-7.68120e-06,0.00471875,0.00034375,0.822656
-7.68100e-06,0.00428125,-0.000171875,0.817656
-7.68080e-06,0.00415625,-0.00053125,0.815625
-7.68060e-06,0.00471875,-9.375e-05,0.818437
-7.68040e-06,0.00496875,0.000234375,0.816094
-7.68020e-06,0.00451562,-0.00028125,0.813594
-7.68000e-06,0.00440625,-1.5625e-05,0.816719
-7.67980e-06,0.00429687,-0.0006875,0.819219
-7.67960e-06,0.00398437,-0.0006875,0.814219
-7.67940e-06,0.004875,-0.0003125,0.820312
-7.67920e-06,0.00476562,-0.00040625,0.81125
-7.67900e-06,0.00451562,-0.000625,0.816406
-7.67880e-06,0.00521875,9.375e-05,0.818437
-7.67860e-06,0.00478125,-0.000328125,0.814375
-7.67840e-06,0.00464062,-0.00021875,0.814688
-7.67820e-06,0.00457813,-0.000234375,0.816719
-7.67800e-06,0.0046875,-7.8125e-05,0.814531
-7.67780e-06,0.0049375,0.000265625,0.82125
-7.67760e-06,0.00453125,-0.000140625,0.817344
-7.67740e-06,0.00470313,1.5625e-05,0.82
-7.67720e-06,0.00457813,-4.6875e-05,0.815156
-7.67700e-06,0.00473437,0.000171875,0.821406
-7.67680e-06,0.00442187,3.125e-05,0.816406
-7.67660e-06,0.00478125,0.000265625,0.8225
-7.67640e-06,0.0045625,-4.6875e-05,0.813125
-7.67620e-06,0.00421875,-0.000703125,0.814062
-7.67600e-06,0.00439062,-0.000109375,0.817187
-7.67580e-06,0.00454687,-0.000203125,0.818594
-7.67560e-06,0.00420313,-0.00034375,0.812187
-7.67540e-06,0.00415625,-0.00046875,0.814844
-7.67520e-06,0.00403125,-0.000609375,0.815156
-7.67500e-06,0.00515625,-0.00025,0.819063
-7.67480e-06,0.00492187,0.000421875,0.823906
-7.67460e-06,0.00464062,-7.8125e-05,0.818125
-7.67440e-06,0.00432813,-0.00034375,0.814688
-7.67420e-06,0.00451562,0,0.820469
-7.67400e-06,0.0046875,0.00028125,0.821719
-7.67380e-06,0.00442187,-0.00034375,0.8175
-7.67360e-06,0.00432813,1.5625e-05,0.8175
-7.67340e-06,0.0044375,-0.000328125,0.818906
-7.67320e-06,0.00407813,-0.000375,0.814844
-7.67300e-06,0.00478125,-9.375e-05,0.81875
-7.67280e-06,0.00417187,-0.000296875,0.814062
-7.67260e-06,0.00459375,-0.000265625,0.815
-7.67240e-06,0.00517187,0.00025,0.820156
-7.67220e-06,0.00459375,-0.0004375,0.817969
-7.67200e-06,0.00434375,-0.0004375,0.816719
-7.67180e-06,0.004125,-0.000296875,0.819844
-7.67160e-06,0.00460937,-4.6875e-05,0.819063
-7.67140e-06,0.00501562,-7.8125e-05,0.822656
-7.67120e-06,0.00453125,-0.0001875,0.813281
-7.67100e-06,0.0046875,0.00015625,0.821719
-7.67080e-06,0.0044375,-1.5625e-05,0.820156
-7.67060e-06,0.00453125,-3.125e-05,0.821719
-7.67040e-06,0.0045625,-0.000265625,0.81875
-7.67020e-06,0.00496875,0.000140625,0.822656
-7.67000e-06,0.00454687,-9.375e-05,0.817812
-7.66980e-06,0.00398437,-0.000734375,0.815469
-7.66960e-06,0.00434375,-0.0001875,0.818125
-7.66940e-06,0.004625,-0.000203125,0.820156
-7.66920e-06,0.0043125,-0.00028125,0.814531
-7.66900e-06,0.00396875,-0.000546875,0.815469
-7.66880e-06,0.00398437,-0.00040625,0.814531
-7.66860e-06,0.00503125,-4.6875e-05,0.819375
-7.66840e-06,0.00492187,0.0004375,0.824688
-7.66820e-06,0.00457813,-0.00021875,0.818594
-7.66800e-06,0.00451562,-0.000234375,0.818125
-7.66780e-06,0.00453125,-0.000328125,0.819687
-7.66760e-06,0.00479687,3.125e-05,0.818437
-7.66740e-06,0.0045625,-0.0003125,0.81875
-7.66720e-06,0.0045625,-0.0001875,0.818437
-7.66700e-06,0.00451562,4.6875e-05,0.820781
-7.66680e-06,0.0039375,-0.00046875,0.816875
-7.66660e-06,0.00492187,-0.0004375,0.819063
-7.66640e-06,0.00470313,-0.001,0.813594
-7.66620e-06,0.00451562,-0.000625,0.819063
-7.66600e-06,0.00523437,-1.5625e-05,0.820625
-7.66580e-06,0.004625,-0.00040625,0.818594
-7.66560e-06,0.00442187,-0.000421875,0.819063
-7.66540e-06,0.00451562,-0.000203125,0.819063
-7.66520e-06,0.00446875,-0.00034375,0.819844
-7.66500e-06,0.00496875,0.000125,0.822969
-7.66480e-06,0.00454687,-0.0003125,0.815625
-7.66460e-06,0.00475,0.000171875,0.824219
-7.66440e-06,0.0046875,0.000140625,0.821094
-7.66420e-06,0.00475,1.5625e-05,0.821719
-7.66400e-06,0.00432813,-0.00025,0.81875
-7.66380e-06,0.00470313,-0.00015625,0.818906
-7.66360e-06,0.004375,6.25e-05,0.813125
-7.66340e-06,0.00445313,-0.00071875,0.814688
-7.66320e-06,0.00448437,-0.000171875,0.816406
-7.66300e-06,0.0045625,-0.000359375,0.818906
-7.66280e-06,0.00432813,-0.00025,0.817812
-7.66260e-06,0.00410937,-0.000625,0.815625
-7.66240e-06,0.00390625,-0.000609375,0.816875
-7.66220e-06,0.00490625,-9.375e-05,0.823437
-7.66200e-06,0.00496875,0.00040625,0.823437
-7.66180e-06,0.00446875,-0.0001875,0.818125
-7.66160e-06,0.00442187,-0.00028125,0.817812
-7.66140e-06,0.00446875,-0.0003125,0.819063
-7.66120e-06,0.00464062,0.000390625,0.822031
-7.66100e-06,0.00434375,-0.000578125,0.816719
-7.66080e-06,0.0043125,-0.0005,0.819219
-7.66060e-06,0.00428125,-0.000265625,0.820156
-7.66040e-06,0.00420313,-0.000328125,0.816875
-7.66020e-06,0.00495313,-0.000140625,0.820781
-7.66000e-06,0.00464062,-0.00015625,0.816719
-7.65980e-06,0.00445313,-0.000546875,0.816719
-7.65960e-06,0.00525,9.375e-05,0.820469
-7.65940e-06,0.004625,-0.0001875,0.819219
-7.65920e-06,0.00459375,-0.0001875,0.816875
-7.65900e-06,0.00428125,-0.00034375,0.818437
-7.65880e-06,0.00467187,-0.00034375,0.820781
-7.65860e-06,0.00489062,0.000109375,0.822812
-7.65840e-06,0.00473437,-0.0003125,0.814844
-7.65820e-06,0.00485937,0.000140625,0.820312
-7.65800e-06,0.004375,0.000109375,0.819531
-7.65780e-06,0.00442187,0.00015625,0.8225
-7.65760e-06,0.00440625,-0.0003125,0.818906
-7.65740e-06,0.00482813,-0.00021875,0.821406
-7.65720e-06,0.00454687,-3.125e-05,0.817344
-7.65700e-06,0.00432813,-0.000609375,0.816719
-7.65680e-06,0.00432813,-3.125e-05,0.819375
-7.65660e-06,0.00482813,-7.8125e-05,0.818437
-7.65640e-06,0.00451562,-0.000265625,0.814688
-7.65620e-06,0.00401562,-0.000546875,0.815937
-7.65600e-06,0.00417187,-0.000609375,0.814062
-7.65580e-06,0.00479687,-7.8125e-05,0.822344
-7.65560e-06,0.00490625,0.000390625,0.822812
-7.65540e-06,0.00428125,-0.00015625,0.818437
-7.65520e-06,0.00459375,-0.00028125,0.815937
-7.65500e-06,0.00459375,-0.000265625,0.818906
-7.65480e-06,0.00484375,0.000359375,0.819063
-7.65460e-06,0.00457813,-0.000421875,0.81625
-7.65440e-06,0.00454687,-4.6875e-05,0.819219
-7.65420e-06,0.00432813,-3.125e-05,0.819687
-7.65400e-06,0.00398437,-0.00034375,0.815937
-7.65380e-06,0.00475,-9.375e-05,0.821406
-7.65360e-06,0.0043125,-0.000359375,0.8175
-7.65340e-06,0.0039375,-0.000546875,0.814531
-7.65320e-06,0.00521875,-0.00034375,0.818594
-7.65300e-06,0.00459375,-6.25e-05,0.821719
-7.65280e-06,0.0045625,-0.00034375,0.81625
-7.65260e-06,0.00451562,-0.000171875,0.816562
-7.65240e-06,0.00465625,-0.000390625,0.815937
-7.65220e-06,0.005,-4.6875e-05,0.821094
-7.65200e-06,0.00454687,-0.00040625,0.8175
-7.65180e-06,0.00459375,-0.000171875,0.820312
-7.65160e-06,0.00442187,0.000171875,0.82
-7.65140e-06,0.0043125,-0.000171875,0.820781
-7.65120e-06,0.00475,-0.000421875,0.819375
-7.65100e-06,0.00475,0,0.819687
-7.65080e-06,0.00446875,-0.00021875,0.81625
-7.65060e-06,0.00434375,-0.0005,0.815312
-7.65040e-06,0.004375,7.8125e-05,0.818906
-7.65020e-06,0.00467187,-0.000171875,0.8225
-7.65000e-06,0.00439062,-0.000171875,0.817031
-7.64980e-06,0.00434375,-0.000609375,0.815781
-7.64960e-06,0.00373437,-0.000734375,0.813125
-7.64940e-06,0.00503125,-1.5625e-05,0.822344
-7.64920e-06,0.00498437,0.00053125,0.825469
-7.64900e-06,0.00446875,-0.00015625,0.819844
-7.64880e-06,0.00454687,-0.00025,0.813281
-7.64860e-06,0.00465625,-9.375e-05,0.819844
-7.64840e-06,0.00470313,0.000125,0.817187
-7.64820e-06,0.0043125,-0.000265625,0.815469
-7.64800e-06,0.00470313,0.00021875,0.818437
-7.64780e-06,0.0045,-1.5625e-05,0.819219
-7.64760e-06,0.004125,-7.8125e-05,0.816875
-7.64740e-06,0.00475,-1.5625e-05,0.82125
-7.64720e-06,0.00454687,-0.0006875,0.817187
-7.64700e-06,0.004625,-0.0005625,0.814844
-7.64680e-06,0.00470313,3.125e-05,0.817344
-7.64660e-06,0.004625,6.25e-05,0.819219
-7.64640e-06,0.00467187,-0.000125,0.815469
-7.64620e-06,0.00459375,-9.375e-05,0.818281
-7.64600e-06,0.004625,-0.000390625,0.813281
-7.64580e-06,0.00495313,0.00021875,0.822187
-7.64560e-06,0.0045625,1.5625e-05,0.817656
-7.64540e-06,0.00479687,0.000109375,0.823125
-7.64520e-06,0.0046875,7.8125e-05,0.818906
-7.64500e-06,0.00478125,6.25e-05,0.82125
-7.64480e-06,0.00459375,-4.6875e-05,0.819219
-7.64460e-06,0.00475,-4.6875e-05,0.822344
-7.64440e-06,0.00460937,-0.000140625,0.8175
-7.64420e-06,0.0041875,-0.000609375,0.816094
-7.64400e-06,0.00451562,0.000125,0.819531
-7.64380e-06,0.0045625,-3.125e-05,0.819844
-7.64360e-06,0.00425,-0.000328125,0.8175
-7.64340e-06,0.00415625,-0.00059375,0.817187
-7.64320e-06,0.004,-0.000765625,0.81375
-7.64300e-06,0.0051875,-3.125e-05,0.820781
-7.64280e-06,0.00510937,0.00034375,0.824062
-7.64260e-06,0.00440625,-0.000375,0.819063
-7.64240e-06,0.00476562,-0.00040625,0.813906
-7.64220e-06,0.00479687,-1.5625e-05,0.818125
-7.64200e-06,0.00482813,6.25e-05,0.817969
-7.64180e-06,0.00445313,-0.00021875,0.817969
-7.64160e-06,0.0045625,1.5625e-05,0.81875
-7.64140e-06,0.00457813,6.25e-05,0.819219
-7.64120e-06,0.00451562,-3.125e-05,0.817812
-7.64100e-06,0.00521875,4.6875e-05,0.822031
-7.64080e-06,0.00476562,-0.000109375,0.8175
-7.64060e-06,0.00457813,-0.00040625,0.815312
-7.64040e-06,0.00514062,0.000171875,0.818437
-7.64020e-06,0.0045,0.000265625,0.820469
-7.64000e-06,0.00454687,-0.000140625,0.816719
-7.63980e-06,0.0045625,3.125e-05,0.820625
-7.63960e-06,0.00489062,-0.000328125,0.816094
-7.63940e-06,0.00509375,0.000171875,0.82375
-7.63920e-06,0.00435937,-0.00028125,0.814844
-7.63900e-06,0.0048125,3.125e-05,0.820781
-7.63880e-06,0.00465625,0.000125,0.820781
-7.63860e-06,0.004625,0.000265625,0.820625
-7.63840e-06,0.00432813,-1.5625e-05,0.81625
-7.63820e-06,0.00478125,-4.6875e-05,0.820156
-7.63800e-06,0.0044375,0,0.8175
-7.63780e-06,0.00421875,-0.00053125,0.815469
-7.63760e-06,0.00448437,4.6875e-05,0.820312
-7.63740e-06,0.004625,-0.000109375,0.819844
-7.63720e-06,0.004375,-0.000140625,0.815781
-7.63700e-06,0.00403125,-0.00040625,0.816406
-7.63680e-06,0.00371875,-0.000546875,0.814375
-7.63660e-06,0.00507813,0.000125,0.821562
-7.63640e-06,0.005,0.000515625,0.824531
-7.63620e-06,0.00464062,-0.00025,0.819375
-7.63600e-06,0.00464062,-0.000390625,0.814062
-7.63580e-06,0.00467187,-7.8125e-05,0.818906
-7.63560e-06,0.00484375,7.8125e-05,0.816562
-7.63540e-06,0.00471875,0,0.81875
-7.63520e-06,0.00464062,0,0.819687
-7.63500e-06,0.00453125,-0.000203125,0.821406
-7.63480e-06,0.0040625,-0.000203125,0.817031
-7.63460e-06,0.005,6.25e-05,0.819219
-7.63440e-06,0.00485937,-0.0001875,0.815937
-7.63420e-06,0.004625,-0.00053125,0.814531
-7.63400e-06,0.00535937,0.0001875,0.81875
-7.63380e-06,0.00489062,-0.000109375,0.819687
-7.63360e-06,0.00471875,6.25e-05,0.817344
-7.63340e-06,0.00464062,-7.8125e-05,0.82125
-7.63320e-06,0.00434375,-0.000515625,0.813906
-7.63300e-06,0.00495313,0.00015625,0.821719
-7.63280e-06,0.00459375,-0.000203125,0.815156
-7.63260e-06,0.0049375,9.375e-05,0.823437
-7.63240e-06,0.00440625,6.25e-05,0.820156
-7.63220e-06,0.00475,-6.25e-05,0.820469
-7.63200e-06,0.00448437,-0.00015625,0.817812
-7.63180e-06,0.00476562,7.8125e-05,0.81875
-7.63160e-06,0.00476562,-3.125e-05,0.817969
-7.63140e-06,0.00420313,-0.000375,0.816562
-7.63120e-06,0.00432813,0.000125,0.818594
-7.63100e-06,0.00457813,0.00015625,0.820469
-7.63080e-06,0.00439062,-0.00021875,0.815937
-7.63060e-06,0.0043125,-4.6875e-05,0.815937
-7.63040e-06,0.00401562,-0.000234375,0.813125
-7.63020e-06,0.00507813,0.000703125,0.821562
-7.63000e-06,0.0050625,0.000578125,0.823281
-7.62980e-06,0.0043125,-0.000234375,0.817969
-7.62960e-06,0.0049375,-0.00034375,0.814219
-7.62940e-06,0.004625,3.125e-05,0.818281
-7.62920e-06,0.00457813,0.000203125,0.816875
-7.62900e-06,0.00465625,-3.125e-05,0.816562
-7.62880e-06,0.00460937,3.125e-05,0.817031
-7.62860e-06,0.00442187,-0.000109375,0.819375
-7.62840e-06,0.00434375,-7.8125e-05,0.815156
-7.62820e-06,0.0048125,-1.5625e-05,0.819063
-7.62800e-06,0.00471875,-0.000203125,0.814844
-7.62780e-06,0.00459375,-0.000578125,0.815156
-7.62760e-06,0.00504687,1.5625e-05,0.818281
-7.62740e-06,0.00470313,0.00015625,0.819219
-7.62720e-06,0.00465625,9.375e-05,0.816094
-7.62700e-06,0.004625,7.8125e-05,0.819063
-7.62680e-06,0.00451562,-0.0001875,0.812969
-7.62660e-06,0.00496875,0.000671875,0.821406
-7.62640e-06,0.00464062,0.000203125,0.818281
-7.62620e-06,0.00479687,0.000359375,0.822187
-7.62600e-06,0.00464062,0.00028125,0.821719
-7.62580e-06,0.00448437,0.000125,0.821562
-7.62560e-06,0.00460937,-6.25e-05,0.815469
-7.62540e-06,0.00485937,0.000125,0.820312
-7.62520e-06,0.00457813,-9.375e-05,0.817187
-7.62500e-06,0.00425,-0.000390625,0.814688
-7.62480e-06,0.00432813,0.000140625,0.816562
-7.62460e-06,0.00489062,0.000171875,0.817812
-7.62440e-06,0.00464062,-0.000140625,0.813906
-7.62420e-06,0.00432813,-0.000296875,0.815937
-7.62400e-06,0.00395313,-0.000328125,0.814375
-7.62380e-06,0.00492187,0.000578125,0.820469
-7.62360e-06,0.005,0.00071875,0.821875
-7.62340e-06,0.004375,0.000234375,0.817656
-7.62320e-06,0.0049375,0.000109375,0.816406
-7.62300e-06,0.0048125,4.6875e-05,0.817344
-7.62280e-06,0.00484375,0.00028125,0.815625
-7.62260e-06,0.00473437,-0.0001875,0.814688
-7.62240e-06,0.0046875,0,0.818594
-7.62220e-06,0.00467187,-9.375e-05,0.81875
-7.62200e-06,0.00460937,-0.000171875,0.814219
-7.62180e-06,0.00490625,-3.125e-05,0.818906
-7.62160e-06,0.00476562,-3.125e-05,0.814844
-7.62140e-06,0.0044375,-0.00025,0.814688
-7.62120e-06,0.005125,0.000296875,0.817344
-7.62100e-06,0.0048125,0.0003125,0.819844
-7.62080e-06,0.00465625,9.375e-05,0.815
-7.62060e-06,0.00471875,0.000109375,0.8175
-7.62040e-06,0.00460937,3.125e-05,0.811719
-7.62020e-06,0.00517187,0.000359375,0.818594
-7.62000e-06,0.00457813,-0.00015625,0.815625
-7.61980e-06,0.00485937,0.000328125,0.821875
-7.61960e-06,0.00451562,0.000359375,0.819531
-7.61940e-06,0.00467187,4.6875e-05,0.817812
-7.61920e-06,0.004625,3.125e-05,0.816406
-7.61900e-06,0.00485937,0,0.821562
-7.61880e-06,0.00446875,-3.125e-05,0.815156
-7.61860e-06,0.0043125,-0.000109375,0.814062
-7.61840e-06,0.00446875,0.00021875,0.818125
-7.61820e-06,0.00520313,0.000234375,0.816719
-7.61800e-06,0.00479687,-0.000453125,0.814531
-7.61780e-06,0.00421875,-0.0001875,0.815156
-7.61760e-06,0.00407813,-0.0003125,0.812031
-7.61740e-06,0.0049375,0.000578125,0.819219
-7.61720e-06,0.00498437,0.000515625,0.82125
-7.61700e-06,0.00464062,0.000296875,0.817656
-7.61680e-06,0.00496875,6.25e-05,0.812969
-7.61660e-06,0.00439062,0,0.817812
-7.61640e-06,0.00496875,0.000578125,0.815469
-7.61620e-06,0.00473437,-0.000109375,0.814375
-7.61600e-06,0.0045,0.000234375,0.818281
-7.61580e-06,0.00473437,9.375e-05,0.819844
-7.61560e-06,0.004625,0,0.813906
-7.61540e-06,0.00507813,6.25e-05,0.821719
-7.61520e-06,0.004875,0.000171875,0.813281
-7.61500e-06,0.00440625,-0.000140625,0.813594
-7.61480e-06,0.00510937,0.000359375,0.817187
-7.61460e-06,0.00479687,0.000453125,0.81875
-7.61440e-06,0.00446875,0.000328125,0.815156
-7.61420e-06,0.00453125,0.000234375,0.817656
-7.61400e-06,0.0048125,1.5625e-05,0.811094
-7.61380e-06,0.00528125,0.0004375,0.82
-7.61360e-06,0.00465625,1.5625e-05,0.812187
-7.61340e-06,0.00504687,0.00046875,0.820156
-7.61320e-06,0.00489062,0.000359375,0.818125
-7.61300e-06,0.00492187,0.000140625,0.814375
-7.61280e-06,0.00489062,0.000140625,0.811562
-7.61260e-06,0.00504687,0.000390625,0.819844
-7.61240e-06,0.00460937,7.8125e-05,0.814062
-7.61220e-06,0.00432813,-4.6875e-05,0.81375
-7.61200e-06,0.00473437,0.000171875,0.814219
-7.61180e-06,0.005125,0.000515625,0.816875
-7.61160e-06,0.0046875,0.000171875,0.812344
-7.61140e-06,0.00464062,-0.000171875,0.816094
-7.61120e-06,0.00457813,-0.00021875,0.811406
-7.61100e-06,0.00514062,0.00075,0.819687
-7.61080e-06,0.0049375,0.000703125,0.820937
-7.61060e-06,0.00442187,0.00015625,0.817812
-7.61040e-06,0.00454687,0.0001875,0.813906
-7.61020e-06,0.0049375,1.5625e-05,0.814844
-7.61000e-06,0.0051875,0.000640625,0.815156
-7.60980e-06,0.00453125,0.00021875,0.812187
-7.60960e-06,0.00476562,0.000453125,0.816875
-7.60940e-06,0.004875,0.00034375,0.818906
-7.60920e-06,0.00432813,-0.000125,0.810469
-7.60900e-06,0.00467187,0.00021875,0.81625
-7.60880e-06,0.00464062,-1.5625e-05,0.81
-7.60860e-06,0.0046875,-7.8125e-05,0.812656
-7.60840e-06,0.00525,0.000234375,0.817187
-7.60820e-06,0.00471875,0.00021875,0.817031
-7.60800e-06,0.0044375,0.000328125,0.815312
-7.60780e-06,0.00457813,0.00015625,0.817187
-7.60760e-06,0.004625,0.00021875,0.810781
-7.60740e-06,0.00517187,0.000703125,0.816562
-7.60720e-06,0.0046875,0.000140625,0.813125
-7.60700e-06,0.00520313,0.0005,0.820156
-7.60680e-06,0.00492187,0.00034375,0.81375
-7.60660e-06,0.00454687,0.000515625,0.816562
-7.60640e-06,0.00434375,0.00021875,0.811094
-7.60620e-06,0.00478125,0.0005,0.817812
-7.60600e-06,0.00471875,0.000171875,0.817031
-7.60580e-06,0.00440625,-0.000109375,0.813125
-7.60560e-06,0.0045625,-0.000125,0.815469
-7.60540e-06,0.00504687,0.000359375,0.817812
-7.60520e-06,0.00454687,3.125e-05,0.813281
-7.60500e-06,0.00448437,-0.000109375,0.814531
-7.60480e-06,0.004125,-0.00021875,0.809844
-7.60460e-06,0.00510937,0.00071875,0.82
-7.60440e-06,0.00489062,0.0008125,0.820156
-7.60420e-06,0.00470313,0.000359375,0.815156
-7.60400e-06,0.00498437,0.000265625,0.8125
-7.60380e-06,0.00490625,0.000140625,0.813906
-7.60360e-06,0.00482813,0.0005625,0.813594
-7.60340e-06,0.0045625,4.6875e-05,0.813594
-7.60320e-06,0.00490625,0.000390625,0.81375
-7.60300e-06,0.00473437,0.000421875,0.818906
-7.60280e-06,0.00448437,-0.000171875,0.811406
-7.60260e-06,0.0050625,0.00021875,0.82
-7.60240e-06,0.00507813,0.000234375,0.810625
-7.60220e-06,0.0046875,-0.000296875,0.811719
-7.60200e-06,0.00535937,0.000375,0.81625
-7.60180e-06,0.004875,0.0005,0.817656
-7.60160e-06,0.0048125,0.000296875,0.81375
-7.60140e-06,0.00478125,0.00059375,0.817969
-7.60120e-06,0.0046875,0.00015625,0.810625
-7.60100e-06,0.00504687,0.0004375,0.817344
-7.60080e-06,0.0045625,-1.5625e-05,0.810156
-7.60060e-06,0.00495313,0.000515625,0.818437
-7.60040e-06,0.005,0.00065625,0.814219
-7.60020e-06,0.00479687,0.000125,0.814219
-7.60000e-06,0.00473437,0.00025,0.812031
-7.59980e-06,0.00496875,0.000625,0.815469
-7.59960e-06,0.00470313,0.000265625,0.811094
-7.59940e-06,0.0044375,0.000109375,0.812969
-7.59920e-06,0.00464062,0.000125,0.813906
-7.59900e-06,0.00510937,0.000375,0.816406
-7.59880e-06,0.00485937,0.000109375,0.810781
-7.59860e-06,0.00446875,-0.000125,0.814062
-7.59840e-06,0.00460937,-0.000234375,0.810625
-7.59820e-06,0.00545313,0.0006875,0.817812
-7.59800e-06,0.00525,0.00084375,0.821875
-7.59780e-06,0.00478125,0.000421875,0.816406
-7.59760e-06,0.0048125,0.000328125,0.809219
-7.59740e-06,0.005,0.0004375,0.811719
-7.59720e-06,0.00504687,0.000375,0.813281
-7.59700e-06,0.00459375,4.6875e-05,0.812812
-7.59680e-06,0.00482813,0.0005,0.815625
-7.59660e-06,0.00465625,0.00046875,0.817969
-7.59640e-06,0.00454687,0.00028125,0.810156
-7.59620e-06,0.0051875,0.00025,0.815156
-7.59600e-06,0.00495313,0.000359375,0.812812
-7.59580e-06,0.00465625,-7.8125e-05,0.812656
-7.59560e-06,0.00503125,0.000265625,0.814375
-7.59540e-06,0.00492187,0.000421875,0.818281
-7.59520e-06,0.00482813,0.00034375,0.811719
-7.59500e-06,0.00501562,0.000609375,0.817031
-7.59480e-06,0.00475,0.000265625,0.809844
-7.59460e-06,0.00510937,0.00078125,0.815937
-7.59440e-06,0.00464062,0.000546875,0.810625
-7.59420e-06,0.00514062,0.000390625,0.815625
-7.59400e-06,0.00464062,6.25e-05,0.810781
-7.59380e-06,0.00479687,0.000375,0.813437
-7.59360e-06,0.00459375,-9.375e-05,0.809063
-7.59340e-06,0.0049375,0.000625,0.817344
-7.59320e-06,0.00473437,0.000171875,0.810312
-7.59300e-06,0.00457813,-1.5625e-05,0.812656
-7.59280e-06,0.00464062,0.000125,0.814375
-7.59260e-06,0.00510937,0.000375,0.815937
-7.59240e-06,0.00482813,0,0.812969
-7.59220e-06,0.00457813,4.6875e-05,0.813437
-7.59200e-06,0.00460937,-0.000125,0.810625
-7.59180e-06,0.00528125,0.0008125,0.815781
-7.59160e-06,0.005125,0.000796875,0.819687
-7.59140e-06,0.00478125,0.0003125,0.815156
-7.59120e-06,0.00523437,0.000421875,0.812812
-7.59100e-06,0.00484375,0.000515625,0.812187
-7.59080e-06,0.00476562,0.000421875,0.812031
-7.59060e-06,0.0045625,0.000203125,0.812187
-7.59040e-06,0.00495313,0.000578125,0.814219
-7.59020e-06,0.00475,0.00053125,0.816719
-7.59000e-06,0.00451562,-0.000140625,0.811406
-7.58980e-06,0.00507813,0.0003125,0.815312
-7.58960e-06,0.0049375,0.000140625,0.810781
-7.58940e-06,0.00473437,-0.000140625,0.814375
-7.58920e-06,0.00507813,0.000375,0.815312
-7.58900e-06,0.00485937,0.000546875,0.815469
-7.58880e-06,0.00451562,0.00025,0.814688
-7.58860e-06,0.00496875,0.000296875,0.818594
-7.58840e-06,0.00479687,0.000203125,0.810312
-7.58820e-06,0.00521875,0.000859375,0.816094
-7.58800e-06,0.00471875,0.0001875,0.810937
-7.58780e-06,0.00507813,0.000453125,0.81875
-7.58760e-06,0.0048125,0.000578125,0.812969
-7.58740e-06,0.00489062,0.000453125,0.812812
-7.58720e-06,0.00448437,-4.6875e-05,0.81
-7.58700e-06,0.005125,0.000796875,0.81625
-7.58680e-06,0.00484375,0.000390625,0.810312
-7.58660e-06,0.00453125,0.000125,0.814531
-7.58640e-06,0.00478125,0.00028125,0.815156
-7.58620e-06,0.00526562,0.000546875,0.810312
-7.58600e-06,0.00498437,6.25e-05,0.808594
-7.58580e-06,0.00470313,-9.375e-05,0.815312
-7.58560e-06,0.00454687,-1.5625e-05,0.812812
-7.58540e-06,0.00521875,0.000796875,0.816719
-7.58520e-06,0.005,0.00059375,0.81375
-7.58500e-06,0.0045,0.000265625,0.813594
-7.58480e-06,0.00496875,0.00015625,0.806719
-7.58460e-06,0.00484375,0.000296875,0.811875
-7.58440e-06,0.00495313,0.0005625,0.813906
-7.58420e-06,0.0049375,0.0003125,0.811406
-7.58400e-06,0.00470313,0.0005,0.815
-7.58380e-06,0.00492187,0.0006875,0.817187
-7.58360e-06,0.00492187,0.000125,0.810312
-7.58340e-06,0.00515625,0.0003125,0.814062
-7.58320e-06,0.00503125,6.25e-05,0.80875
-7.58300e-06,0.00460937,-3.125e-05,0.812656
-7.58280e-06,0.0055,0.000625,0.813906
-7.58260e-06,0.0049375,0.0005,0.815469
-7.58240e-06,0.00503125,0.000578125,0.812969
-7.58220e-06,0.005125,0.000375,0.811719
-7.58200e-06,0.00489062,0.000421875,0.809531
-7.58180e-06,0.00526562,0.00114063,0.818437
-7.58160e-06,0.00467187,0.000125,0.810156
-7.58140e-06,0.00509375,0.000640625,0.818281
-7.58120e-06,0.00476562,0.000515625,0.815156
-7.58100e-06,0.005,0.00028125,0.814375
-7.58080e-06,0.0048125,7.8125e-05,0.808594
-7.58060e-06,0.00520313,0.00078125,0.816406
-7.58040e-06,0.00448437,0.0004375,0.806406
-7.58020e-06,0.0044375,7.8125e-05,0.812344
-7.58000e-06,0.0046875,0.000140625,0.815625
-7.57980e-06,0.00523437,0.0008125,0.813437
-7.57960e-06,0.00489062,0.000125,0.809844
-7.57940e-06,0.0045625,0.000375,0.812812
-7.57920e-06,0.00457813,1.5625e-05,0.809531
-7.57900e-06,0.00542187,0.000921875,0.8175
-7.57880e-06,0.00496875,0.00071875,0.819063
-7.57860e-06,0.00460937,0.0001875,0.812187
-7.57840e-06,0.00482813,0.000265625,0.809375
-7.57820e-06,0.00501562,0.000328125,0.816094
-7.57800e-06,0.0053125,0.000578125,0.814062
-7.57780e-06,0.0049375,0.000109375,0.815
-7.57760e-06,0.005,0.000359375,0.815937
-7.57740e-06,0.00495313,0.000578125,0.818906
-7.57720e-06,0.004375,0.000203125,0.810937
