time	V_out
1.33365292251115575E-7	5.31856538441376436E-2
1.33419294283339296E-7	5.34506627815327029E-2
1.33488503240544665E-7	5.37905783004843308E-2
1.33570127590078003E-7	5.41881385618809386E-2
1.33621458902412482E-7	5.44318053668490531E-2
1.33676485943514045E-7	5.46868649677204210E-2
1.33745383699842391E-7	5.49995822363074360E-2
1.33814901122299323E-7	5.53044071799215864E-2
1.33865292255398538E-7	5.55193671856741755E-2
1.33919294287093460E-7	5.57490858770656406E-2
1.33988503254935543E-7	5.60447677000139421E-2
1.34070127604463996E-7	5.63946625617033437E-2
1.34121458917583181E-7	5.66179462517311016E-2
1.34176485960696312E-7	5.68624928426530118E-2
1.34245383723278233E-7	5.71734442182406433E-2
1.34314901125779640E-7	5.74903801730111219E-2
1.34365292258716229E-7	5.77206587665912796E-2
1.34419294290001634E-7	5.79653837801877003E-2
1.34488503266083015E-7	5.82739389835300958E-2
1.34570127615607360E-7	5.86278659814596637E-2
1.34621458929334326E-7	5.88413449708360403E-2
1.34676485974005633E-7	5.90630341378332524E-2
1.34745383741431657E-7	5.93337101843316539E-2
1.34814901128475517E-7	5.95959916729224837E-2
1.34865292261286163E-7	5.97799148688720283E-2
1.34919294292254310E-7	5.99752838279583500E-2
1.34988503274717830E-7	6.02249643478371155E-2
1.35070127624238889E-7	6.05173751029937179E-2
1.35121458938436678E-7	6.07020244968411316E-2
1.35176485984314931E-7	6.09024622933110749E-2
1.35245383755493132E-7	6.11564831040695900E-2
1.35314901130563836E-7	6.14157996406161288E-2
1.35365292263276960E-7	6.16054932661118571E-2
1.35419294293999370E-7	6.18096404625889573E-2
1.35488503281406558E-7	6.20719193540982150E-2
1.35570127630924908E-7	6.23797397724470315E-2
1.35621458945487361E-7	6.25688498801950743E-2
1.35676485992300444E-7	6.27682690086156647E-2
1.35745383766385164E-7	6.30160516917535141E-2
1.35814901132181420E-7	6.32600608559671862E-2
1.35865292264819004E-7	6.34328358778276069E-2
1.35919294295351101E-7	6.36181030158433547E-2
1.35988503286587559E-7	6.38576246552789506E-2
1.36070127636103688E-7	6.41416032036271400E-2
1.36121458950948560E-7	6.43223582785063464E-2
1.36176485998485797E-7	6.45195949637669841E-2
1.36245383774821760E-7	6.47701939411706817E-2
1.36314901133434185E-7	6.50248182947506237E-2
1.36365292266013327E-7	6.52084768567674278E-2
1.36419294296397964E-7	6.54017608184384969E-2
1.36488503290600449E-7	6.56423814146666196E-2
1.36570127640115224E-7	6.59119789214304230E-2
1.36621458955178943E-7	6.60682637516777760E-2
1.36676486003277153E-7	6.62238469148674014E-2
1.36745383781356855E-7	6.64066170147634161E-2
1.36814901134404665E-7	6.65756704736675342E-2
1.36865292266938354E-7	6.66892087855331805E-2
1.36919294297208793E-7	6.68074890256899057E-2
1.36988503293708819E-7	6.69584082924690804E-2
1.37070127643222595E-7	6.71366555874461834E-2
1.37121458958455822E-7	6.72514483004342623E-2
1.37176486006988485E-7	6.73784071767146031E-2
1.37245383786419062E-7	6.75431439555296897E-2
1.37314901135156564E-7	6.77148399222025255E-2
1.37365292267655170E-7	6.78413839452024980E-2
1.37419294297837169E-7	6.79778291342562646E-2
1.37488503296116926E-7	6.81540091053255548E-2
1.37570127645629392E-7	6.83610916094950039E-2
1.37621458960993870E-7	6.84869326941824319E-2
1.37676486009863130E-7	6.86191202450129545E-2
1.37745383790339915E-7	6.87845432843137150E-2
1.37814901135738754E-7	6.89484822461731728E-2
1.37865292268210116E-7	6.90648647852716735E-2
1.37919294298323614E-7	6.91898470170732161E-2
1.37988503297981779E-7	6.93511756345037700E-2
1.38070127647493734E-7	6.95404456536689697E-2
1.38121458962959909E-7	6.96582334098569955E-2
1.38176486012089850E-7	6.97822440304657565E-2
1.38245383793377030E-7	6.99345044101301561E-2
1.38314901136189761E-7	7.00829165407761945E-2
1.38365292268640117E-7	7.01846409052830822E-2
1.38419294298700546E-7	7.02866442386570256E-2
1.38488503299426502E-7	7.04082053969134147E-2
1.38570127648938035E-7	7.05371481721648053E-2
1.38621458964482946E-7	7.06059448498941400E-2
1.38676486013814815E-7	7.06691652163198825E-2
1.38745383795729937E-7	7.07385000901559113E-2
1.38814901136539337E-7	7.07968790355519317E-2
1.38865292268973350E-7	7.08324880220868813E-2
1.38919294298992635E-7	7.08683876140564628E-2
1.38988503300545818E-7	7.09156584704991033E-2
1.39070127650056574E-7	7.09753290774028844E-2
1.39121458965662548E-7	7.10178026907746052E-2
1.39176486015150780E-7	7.10688969100779921E-2
1.39245383797552202E-7	7.11422548963616563E-2
1.39314901136809954E-7	7.12262982938297995E-2
1.39365292269231333E-7	7.12913349700657228E-2
1.39419294299218777E-7	7.13628136912786726E-2
1.39488503301412625E-7	7.14560276839592223E-2
1.39570127650923048E-7	7.15645392345105336E-2
1.39621458966576251E-7	7.16262690516118461E-2
1.39676486016185653E-7	7.16859266692938313E-2
1.39745383798963707E-7	7.17547408092899097E-2
1.39814901137019554E-7	7.18158149866633266E-2
1.39865292269431185E-7	7.18544120042441392E-2
1.39919294299393959E-7	7.18928558733421674E-2
1.39988503302084033E-7	7.19406209533286223E-2
1.40070127651594190E-7	7.19948235761440181E-2
1.40121458967283985E-7	7.20278986675371158E-2
1.40176486016987267E-7	7.20603097014708638E-2
1.40245383800057066E-7	7.20971627294633244E-2
1.40314901137181947E-7	7.21294200856452594E-2
1.40365292269585962E-7	7.21462041545170507E-2
1.40419294299529662E-7	7.21560201606291152E-2
1.40488503302604162E-7	7.21586050797910161E-2
1.40570127652114030E-7	7.21483488437076748E-2
1.40621458967832202E-7	7.21319309014572507E-2
1.40676486017608138E-7	7.21073822149773580E-2
1.40745383800903889E-7	7.20727194709359864E-2
1.40814901137307746E-7	7.20349180960039526E-2
1.40865292269705833E-7	7.20073873040230161E-2
1.40919294299634767E-7	7.19805529021841473E-2
1.40988503303006985E-7	7.19529017754861044E-2
1.41070127652516697E-7	7.19305400527731287E-2
1.41121458968256830E-7	7.19228803917364345E-2
1.41176486018089098E-7	7.19180782522944106E-2
1.41245383801559976E-7	7.19170916248007330E-2
1.41314901137405191E-7	7.19215894823797441E-2
1.41365292269798792E-7	7.19252247017533719E-2
1.41419294299716203E-7	7.19273219426156452E-2
1.41488503303319058E-7	7.19274666610376023E-2
1.41570127652828459E-7	7.19225776772308834E-2
1.41621458968585556E-7	7.19125571060054725E-2
1.41676486018461389E-7	7.18949191855477565E-2
1.41745383802067804E-7	7.18661708542117061E-2
1.41814901137480698E-7	7.18293363769919857E-2
1.41865292269870769E-7	7.17971398169575092E-2
1.41919294299779319E-7	7.17583559611083643E-2
1.41988503303560831E-7	7.17053964092151652E-2
1.42070127653070055E-7	7.16407496212892170E-2
1.42121458968840297E-7	7.15999765733875559E-2
1.42176486018749948E-7	7.15543271459610786E-2
1.42245383802461323E-7	7.14954540551524431E-2
1.42314901137539063E-7	7.14358833697778017E-2
1.42365292269926336E-7	7.13904522967498512E-2
1.42419294299828048E-7	7.13379597496268758E-2
1.42488503303747827E-7	7.12660871450052724E-2
1.42570127653257162E-7	7.11753508624034303E-2
1.42621458969037684E-7	7.11127703183989546E-2
1.42676486018973514E-7	7.10411891628873349E-2
1.42745383802766157E-7	7.09498197636172634E-2
1.42814901137584283E-7	7.08581187383409006E-2
1.42865292269969535E-7	7.07933349083481378E-2
1.42919294299865784E-7	7.07268684991849206E-2
1.42988503303892789E-7	7.06482528434749746E-2
1.43070127653402190E-7	7.05666970284140493E-2
1.43121458969190618E-7	7.05224582712214776E-2
1.43176486019146698E-7	7.04777385041932636E-2
1.43245383803002468E-7	7.04237175150739780E-2
1.43314901137619355E-7	7.03712699368164785E-2
1.43365292270003009E-7	7.03310002635104858E-2
1.43419294299895195E-7	7.02829158044367119E-2
1.43488503304005222E-7	7.02147608043631610E-2
1.43570127653514401E-7	7.01262682052836439E-2
1.43621458969308957E-7	7.00643872657225497E-2
1.43676486019280691E-7	6.99928558840546344E-2
1.43745383803185223E-7	6.98995651507216031E-2
1.43814901137646434E-7	6.98040303084233926E-2
1.43865292270028777E-7	6.97347238900679223E-2
1.43919294299917766E-7	6.96604905896437998E-2
1.43988503304092075E-7	6.95663187439787389E-2
1.44070127653601476E-7	6.94586944406803397E-2
1.44121458969400762E-7	6.93936650848872016E-2
1.44176486019384642E-7	6.93231665106936923E-2
1.44245383803327099E-7	6.92332605902038445E-2
1.44314901137667650E-7	6.91428459000105722E-2
1.44365292270048995E-7	6.90760721410309664E-2
1.44419294299935563E-7	6.90020520815053828E-2
1.44488503304159743E-7	6.89052055612917336E-2
1.44570127653668923E-7	6.87905123379704264E-2
1.44621458969471872E-7	6.87179856541103717E-2
1.44676486019465234E-7	6.86395390759890223E-2
1.44745383803436978E-7	6.85418617602883273E-2
1.44814901137683982E-7	6.84464602362518271E-2
1.44865292270064594E-7	6.83798349627976609E-2
1.44919294299949275E-7	6.83100997955732847E-2
1.44988503304212002E-7	6.82236176184473742E-2
1.45070127653720871E-7	6.81283976059909957E-2
1.45121458969526662E-7	6.80739046509206691E-2
1.45176486019527284E-7	6.80174980514179417E-2
1.45245383803521610E-7	6.79486292037545958E-2
1.45314901137696451E-7	6.78827946296258489E-2
1.45365292270076507E-7	6.78356576414678791E-2
1.45419294299959589E-7	6.77834456512747874E-2
1.45488503304252137E-7	6.77138942522002996E-2
1.45570127653761361E-7	6.76297932232522214E-2
1.45621458969569351E-7	6.75749992066667815E-2
1.45676486019575657E-7	6.75140571006691648E-2
1.45745383803587614E-7	6.74353404938577849E-2
1.45814901137706454E-7	6.73566217459987726E-2
1.45865292270086000E-7	6.73014330575271824E-2
1.45919294299967972E-7	6.72438353102444264E-2
1.45988503304283768E-7	6.71724790280042683E-2
1.46070127653792592E-7	6.70945945258226750E-2
1.46121458969602269E-7	6.70511448259365928E-2
1.46176486019612950E-7	6.70062426593837213E-2
1.46245383803638407E-7	6.69505323316826750E-2
1.46314901137713838E-7	6.68967028225129035E-2
1.46365292270093050E-7	6.68576855620880561E-2
1.46419294299974112E-7	6.68135700838875390E-2
1.46488503304307738E-7	6.67538957777093156E-2
1.46570127653816917E-7	6.66821897510271899E-2
1.46621458969627949E-7	6.66376598298905609E-2
1.46676486019641983E-7	6.65909945827059424E-2
1.46745383803678076E-7	6.65341879272012804E-2
1.46814901137719778E-7	6.64824528935323578E-2
1.46865292270098680E-7	6.64505996028386292E-2
1.46919294299979075E-7	6.64211821261729973E-2
1.46988503304326645E-7	6.63895316419434423E-2
1.47070127653835647E-7	6.63628429771406569E-2
1.47121458969647678E-7	6.63536975393344264E-2
1.47176486019664376E-7	6.63471613338484545E-2
1.47245383803708574E-7	6.63412476392696959E-2
1.47314901137724186E-7	6.63398222555981754E-2
1.47365292270102866E-7	6.63407517305668115E-2
1.47419294299982706E-7	6.63419748103718909E-2
1.47488503304341023E-7	6.63429366659782893E-2
1.47570127653850225E-7	6.63453360717899532E-2
1.47621458969663077E-7	6.63484052586160722E-2
1.47676486019681752E-7	6.63532396700312166E-2
1.47745383803732389E-7	6.63594407410083420E-2
1.47814901137727905E-7	6.63682522928686502E-2
1.47865292270106385E-7	6.63776666476399946E-2
1.47919294299985848E-7	6.63892221032948004E-2
1.47988503304352625E-7	6.64052971052708862E-2
1.48070127653861583E-7	6.64288445849882692E-2
1.48121458969675057E-7	6.64488471931640134E-2
1.48176486019695330E-7	6.64721741861122783E-2
1.48245383803750874E-7	6.65016273348713938E-2
1.48314901137730581E-7	6.65342063228997471E-2
1.48365292270108973E-7	6.65595898537188813E-2
1.48419294299988125E-7	6.65872031590345337E-2
1.48488503304361252E-7	6.66220404412220191E-2
1.48570127653870276E-7	6.66645827205728558E-2
1.48621458969684150E-7	6.66941715163585869E-2
1.48676486019705711E-7	6.67293990684015803E-2
1.48745383803764941E-7	6.67774097652903986E-2
1.48814901137732636E-7	6.68338499660058094E-2
1.48865292270110983E-7	6.68827912494794230E-2
1.48919294299989824E-7	6.69423080319123098E-2
1.48988503304367881E-7	6.70275008494487068E-2
1.49070127653876883E-7	6.71424331447981615E-2
1.49121458969691223E-7	6.72248718849160376E-2
1.49176486019713672E-7	6.73193283105780615E-2
1.49245383803775811E-7	6.74413684357446463E-2
1.49314901137734246E-7	6.75692277290939103E-2
1.49365292270112437E-7	6.76640082975909518E-2
1.49419294299991101E-7	6.77660035180641795E-2
1.49488503304373044E-7	6.78950025945053159E-2
1.49570127653882201E-7	6.80457851954709270E-2
1.49621458969696786E-7	6.81414745980330050E-2
1.49676486019719968E-7	6.82458048725454791E-2
1.49745383803784415E-7	6.83771220571483962E-2
1.49814901137735568E-7	6.85131191574496778E-2
1.49865292270113759E-7	6.86162890447285889E-2
1.49919294299992290E-7	6.87298551639057997E-2
1.49988503304377208E-7	6.88776719089557155E-2
1.50070127653886143E-7	6.90565850286072269E-2
1.50121458969700905E-7	6.91735789067660090E-2
1.50176486019724686E-7	6.93009818687852075E-2
1.50245383803790888E-7	6.94595966440790225E-2
1.50314901137736490E-7	6.96203233039987168E-2
1.50365292270114637E-7	6.97383545066421728E-2
1.50419294299993100E-7	6.98666929226574851E-2
1.50488503304380306E-7	7.00333755315998729E-2
1.50570127653889241E-7	7.02355262962133509E-2
1.50621458969704247E-7	7.03694135530083198E-2
1.50676486019728473E-7	7.05207344405498571E-2
1.50745383803795940E-7	7.07190878055611094E-2
1.50814901137737123E-7	7.09314699125810399E-2
1.50865292270115159E-7	7.10955055225922017E-2
1.50919294299993489E-7	7.12794548244257253E-2
1.50988503304382471E-7	7.15235367279652845E-2
1.51070127653891850E-7	7.18225354283623663E-2
1.51121458969707012E-7	7.20176106421626017E-2
1.51176486019731504E-7	7.22315854090732401E-2
1.51245383803800193E-7	7.25015648671995372E-2
1.51314901137737823E-7	7.27757513037896597E-2
1.51365292270115881E-7	7.29757655801384519E-2
1.51419294299994145E-7	7.31908248791586935E-2
1.51488503304384636E-7	7.34652940939558796E-2
1.51570127653893794E-7	7.37875646523574247E-2
1.51621458969709000E-7	7.39913392761226696E-2
1.51676486019733892E-7	7.42116350736352715E-2
1.51745383803803313E-7	7.44875892017164887E-2
1.51814901137738323E-7	7.47678809225721785E-2
1.51865292270116359E-7	7.49743979292900686E-2
1.51919294299994601E-7	7.51982775940060133E-2
1.51988503304386136E-7	7.54866253424747580E-2
1.52070127653895160E-7	7.58287721259855729E-2
1.52121458969710410E-7	7.60466753739621559E-2
1.52176486019735457E-7	7.62827752149550253E-2
1.52245383803805456E-7	7.65790438042414223E-2
1.52314901137738579E-7	7.68793360822522587E-2
1.52365292270116592E-7	7.70997236870799707E-2
1.52419294299994768E-7	7.73395289592143520E-2
1.52488503304387102E-7	7.76515373401629549E-2
1.52570127653896415E-7	7.80274370350133317E-2
1.52621458969711732E-7	7.82717398690942190E-2
1.52676486019736912E-7	7.85427279036698778E-2
1.52745383803807533E-7	7.88917549824658781E-2
1.52814901137738990E-7	7.92551006046571249E-2
1.52865292270117026E-7	7.95270883208725277E-2
1.52919294299995112E-7	7.98257919743397082E-2
1.52988503304388201E-7	8.02151069988403975E-2
1.53070127653897292E-7	8.06805228335710112E-2
1.53121458969712720E-7	8.09762655526672503E-2
1.53176486019737990E-7	8.12956832565464182E-2
1.53245383803809032E-7	8.16957063374061043E-2
1.53314901137739135E-7	8.20979618499822550E-2
1.53365292270117082E-7	8.23892850769586538E-2
1.53419294299995257E-7	8.27015706620494662E-2
1.53488503304388768E-7	8.31002284012368264E-2
1.53570127653897881E-7	8.35676208299770096E-2
1.53621458969713331E-7	8.38615447094118593E-2
1.53676486019738712E-7	8.41782853434252942E-2
1.53745383803809976E-7	8.45744012070957041E-2
1.53814901137739302E-7	8.49732337923095749E-2
1.53865292270117315E-7	8.52632588156093085E-2
1.53919294299995379E-7	8.55750361094039214E-2
1.53988503304389246E-7	8.59743898971036913E-2
1.54070127653898314E-7	8.64440222672699754E-2
1.54121458969713787E-7	8.67398004834685388E-2
1.54176486019739256E-7	8.70587511395433289E-2
1.54245383803810698E-7	8.74598485439257090E-2
1.54314901137739402E-7	8.78665760825653308E-2
1.54365292270117349E-7	8.81647337988605351E-2
1.54419294299995435E-7	8.84890330446515172E-2
1.54488503304389657E-7	8.89105852427351984E-2
1.54570127653898881E-7	8.94150439537184027E-2
1.54621458969714398E-7	8.97379774036424216E-2
1.54676486019739934E-7	9.00914377613035100E-2
1.54745383803811554E-7	9.05412973881086636E-2
1.54814901137739547E-7	9.10014396671263270E-2
1.54865292270117516E-7	9.13397409251754944E-2
1.54919294299995536E-7	9.17067053742891680E-2
1.54988503304390091E-7	9.21809743260190650E-2
1.55070127653899270E-7	9.27425777747886215E-2
1.55121458969714743E-7	9.30960479669254504E-2
1.55176486019740323E-7	9.34755854792924090E-2
1.55245383803812120E-7	9.39495267080809349E-2
1.55314901137739603E-7	9.44235616145677170E-2
1.55365292270117616E-7	9.47644837941808404E-2
1.55419294299995681E-7	9.51281803247892732E-2
1.55488503304390346E-7	9.55905808072245833E-2
1.55570127653899482E-7	9.61286385397020204E-2
1.55621458969714999E-7	9.64632319233831126E-2
1.55676486019740601E-7	9.68210554179597160E-2
1.55745383803812576E-7	9.72669377927807766E-2
1.55814901137739703E-7	9.77130521244879446E-2
1.55865292270117672E-7	9.80352178802422358E-2
1.55919294299995670E-7	9.83800431599607528E-2
1.55988503304390602E-7	9.88210139231596685E-2
1.56070127653899715E-7	9.93380237845764213E-2
1.56121458969715254E-7	9.96616470125396603E-2
1.56176486019740901E-7	1.00009209822559519E-1
1.56245383803812943E-7	1.00445222111861976E-1
1.56314901137739826E-7	1.00884659503287777E-1
1.56365292270117773E-7	1.01204110937397407E-1
1.56419294299995792E-7	1.01549626895745626E-1
1.56488503304390814E-7	1.01996829379315179E-1
1.56570127653899860E-7	1.02528032707567007E-1
1.56621458969715355E-7	1.02864463111847626E-1
1.56676486019741024E-7	1.03229456116444052E-1
1.56745383803813199E-7	1.03691588295850523E-1
1.56814901137739815E-7	1.04160679796044198E-1
1.56865292270117807E-7	1.04502513173758582E-1
1.56919294299995871E-7	1.04870657758093033E-1
1.56988503304390936E-7	1.05343658418051511E-1
1.57070127653899894E-7	1.05899059139020268E-1
1.57121458969715388E-7	1.06244502336824187E-1
1.57176486019741057E-7	1.06612451470803471E-1
1.57245383803813255E-7	1.07068903544779204E-1
1.57314901137739915E-7	1.07520838643425964E-1
1.57365292270117840E-7	1.07842310800546382E-1
1.57419294299995860E-7	1.08182559675159951E-1
1.57488503304391081E-7	1.08612603093470317E-1
1.57570127653900016E-7	1.09108931444029755E-1
1.57621458969715578E-7	1.09414539011108558E-1
1.57676486019741291E-7	1.09738577887003208E-1
1.57745383803813533E-7	1.10140478288005395E-1
1.57814901137739971E-7	1.10539832897659007E-1
1.57865292270117918E-7	1.10825775566569562E-1
1.57919294299995894E-7	1.11129891763050370E-1
1.57988503304391181E-7	1.11516959322009579E-1
1.58070127653900006E-7	1.11967213410507060E-1
1.58121458969715523E-7	1.12245425221403528E-1
1.58176486019741236E-7	1.12541790452147294E-1
1.58245383803813411E-7	1.12911430053641371E-1
1.58314901137739938E-7	1.13280308200630198E-1
1.58365292270117930E-7	1.13545694453185320E-1
1.58419294299995972E-7	1.13830730864212226E-1
1.58488503304391193E-7	1.14198309942324472E-1
1.58570127653900039E-7	1.14632913088169097E-1
1.58621458969715512E-7	1.14906554321048393E-1
1.58676486019741203E-7	1.15201886146034260E-1
1.58745383803813489E-7	1.15575063901615183E-1
1.58814901137739883E-7	1.15951809253994265E-1
1.58865292270117830E-7	1.16223636998919222E-1
1.58919294299995872E-7	1.16513798373071609E-1
1.58988503304390982E-7	1.16883175148442797E-1
1.59070127653899962E-7	1.17310284502644535E-1
1.59121458969715546E-7	1.17569925424694000E-1
1.59176486019741192E-7	1.17841756303031131E-1
1.59245383803813390E-7	1.18174276024036917E-1
1.59314901137739828E-7	1.18497321673708944E-1
1.59365292270117864E-7	1.18723033946636614E-1
1.59419294299995862E-7	1.18958723388953502E-1
1.59488503304391016E-7	1.19253587584992360E-1
1.59570127653899974E-7	1.19589468772255980E-1
1.59621458969715535E-7	1.19792932107410621E-1
1.59676486019741248E-7	1.20005323268404229E-1
1.59745383803813379E-7	1.20265166110617505E-1
1.59814901137739773E-7	1.20517855316495526E-1
1.59865292270117765E-7	1.20693894583001393E-1
1.59919294299995740E-7	1.20877032742708179E-1
1.59988503304390850E-7	1.21105701924964526E-1
1.60070127653900030E-7	1.21364711958270766E-1
1.60121458969715613E-7	1.21519582421782357E-1
1.60176486019741326E-7	1.21681385609323822E-1
1.60245383803813546E-7	1.21881511148532251E-1
1.60314901137739851E-7	1.22078788549520723E-1
1.60365292270117799E-7	1.22219304620450431E-1
1.60419294299995840E-7	1.22369575285052234E-1
1.60488503304391106E-7	1.22563651595237744E-1
1.60570127653900263E-7	1.22792532131241616E-1
1.60621458969715825E-7	1.22934780574053026E-1
1.60676486019741560E-7	1.23086420885352865E-1
1.60745383803813890E-7	1.23276263582466838E-1
1.60814901137739974E-7	1.23463587202263114E-1
1.60865292270117899E-7	1.23594182176325873E-1
1.60919294299995963E-7	1.23729493655013090E-1
1.60988503304391228E-7	1.23896743688430799E-1
1.61070127653900186E-7	1.24081278314147769E-1
1.61121458969715747E-7	1.24186063104271516E-1
1.61176486019741461E-7	1.24289557723843336E-1
1.61245383803813813E-7	1.24409843600921977E-1
1.61314901137739919E-7	1.24517991443993470E-1
1.61365292270117910E-7	1.24587046501428156E-1
1.61419294299995952E-7	1.24653359461197777E-1
1.61488503304391240E-7	1.24729503580009093E-1
1.61570127653900109E-7	1.24805407831971205E-1
1.61621458969715692E-7	1.24843137781909608E-1
1.61676486019741383E-7	1.24875333347290374E-1
1.61745383803813603E-7	1.24906837864429621E-1
1.61814901137739842E-7	1.24926292912625803E-1
1.61865292270117789E-7	1.24931130182102024E-1
1.61919294299995808E-7	1.24928897536180528E-1
1.61988503304390963E-7	1.24918499466808464E-1
1.62070127653900165E-7	1.24894893716284971E-1
1.62121458969715748E-7	1.24872155501863502E-1
1.62176486019741417E-7	1.24842983137100250E-1
1.62245383803813636E-7	1.24804146173334440E-1
1.62314901137739920E-7	1.24761258776014028E-1
1.62365292270117845E-7	1.24727628337904761E-1
1.62419294299995820E-7	1.24690512635494333E-1
1.62488503304391063E-7	1.24643346515685249E-1
1.62570127653900220E-7	1.24586187108907920E-1
1.62621458969715804E-7	1.24546489793937676E-1
1.62676486019741562E-7	1.24500421861493082E-1
1.62745383803813803E-7	1.24439554157455468E-1
1.62814901137739865E-7	1.24370814480622460E-1
1.62865292270117812E-7	1.24313728666152090E-1
1.62919294299995787E-7	1.24245814584449144E-1
1.62988503304391186E-7	1.24150692170755783E-1
1.63070127653900254E-7	1.24024997005143955E-1
1.63121458969715860E-7	1.23935043892050656E-1
1.63176486019741573E-7	1.23829385643991174E-1
1.63245383803813926E-7	1.23687447686121588E-1
1.63314901137740054E-7	1.23531345490321320E-1
1.63365292270118045E-7	1.23408338833328979E-1
1.63419294299996087E-7	1.23267568300625285E-1
1.63488503304391464E-7	1.23076477747627289E-1
1.63570127653900332E-7	1.22835199557099073E-1
1.63621458969715916E-7	1.22672075287607463E-1
1.63676486019741674E-7	1.22487251340520564E-1
1.63745383803814137E-7	1.22245757058479732E-1
1.63814901137740132E-7	1.21989876824416354E-1
1.63865292270118079E-7	1.21795864006998023E-1
1.63919294299996166E-7	1.21581118776122654E-1
1.63988503304391653E-7	1.21299655636634385E-1
1.64070127653900255E-7	1.20959506241995873E-1
1.64121458969715750E-7	1.20739778569428569E-1
1.64176486019741441E-7	1.20500206339213078E-1
1.64245383803813794E-7	1.20198203708468654E-1
1.64314901137739966E-7	1.19890387103424434E-1
1.64365292270117980E-7	1.19664420996723386E-1
1.64419294299995999E-7	1.19420184161652232E-1
1.64488503304391287E-7	1.19106091609179465E-1
1.64570127653900000E-7	1.18733109393594027E-1
1.64621458969715584E-7	1.18494735399349982E-1
1.64676486019741253E-7	1.18235061896674587E-1
1.64745383803813517E-7	1.17906323878873764E-1
1.64814901137739889E-7	1.17568219882197811E-1
1.64865292270117836E-7	1.17316660195126810E-1
1.64919294299995856E-7	1.17040403591604703E-1
1.64988503304391010E-7	1.16678052063515825E-1
1.65070127653900034E-7	1.16237818728328590E-1
1.65121458969715529E-7	1.15950538607607134E-1
1.65176486019741220E-7	1.15633080986867376E-1
1.65245383803813306E-7	1.15225067166601591E-1
1.65314901137739723E-7	1.14800532491236185E-1
1.65365292270117648E-7	1.14483291821304145E-1
1.65419294299995712E-7	1.14134372014345198E-1
1.65488503304390733E-7	1.13676678890432337E-1
1.65570127653900112E-7	1.13122796942362092E-1
1.65621458969715674E-7	1.12765339323568803E-1
1.65676486019741387E-7	1.12373490345262872E-1
1.65745383803813540E-7	1.11874431375602690E-1
1.65814901137739845E-7	1.11361809074820650E-1
1.65865292270117815E-7	1.10983738412851629E-1
1.65919294299995834E-7	1.10573112446919630E-1
1.65988503304391055E-7	1.10041999697934934E-1
1.66070127653900235E-7	1.09410124555919785E-1
1.66121458969715796E-7	1.09008869671167363E-1
1.66176486019741487E-7	1.08576000783929350E-1
1.66245383803813906E-7	1.08032936253912726E-1
1.66314901137740101E-7	1.07483923450056817E-1
1.66365292270118070E-7	1.07084880675956517E-1
1.66419294299996134E-7	1.06656145215854736E-1
1.66488503304391466E-7	1.06106463901623127E-1
1.66570127653900046E-7	1.05457922964438033E-1
1.66621458969715586E-7	1.05048356892019346E-1
1.66676486019741277E-7	1.04606122155565351E-1
1.66745383803813541E-7	1.04049299026858910E-1
1.66814901137739868E-7	1.03482615698869318E-1
1.66865292270117882E-7	1.03066397049933256E-1
1.66919294299995880E-7	1.02614291942974223E-1
1.66988503304391012E-7	1.02026825720992553E-1
1.67070127653899969E-7	1.01322358414627267E-1
1.67121458969715464E-7	1.00870584672205399E-1
1.67176486019741222E-7	1.00377959403114470E-1
1.67245383803813308E-7	9.97516690835824704E-2
1.67314901137739724E-7	9.91094761404097646E-2
1.67365292270117649E-7	9.86369691182778219E-2
1.67419294299995669E-7	9.81235515839572159E-2
1.67488503304390601E-7	9.74573381273558148E-2
1.67570127653900069E-7	9.66619621132348072E-2
1.67621458969715609E-7	9.61561292393545131E-2
1.67676486019741322E-7	9.56078660096757105E-2
1.67745383803813453E-7	9.49153098463252753E-2
1.67814901137739780E-7	9.42108340312713466E-2
1.67865292270117705E-7	9.36960770305153545E-2
1.67919294299995747E-7	9.31408973286997721E-2
1.67988503304390902E-7	9.24263622524249051E-2
1.68070127653900103E-7	9.15814679909067664E-2
1.68121458969715754E-7	9.10494283861905807E-2
1.68176486019741422E-7	9.04788763909743921E-2
1.68245383803813620E-7	8.97662104311457654E-2
1.68314901137739792E-7	8.90504352274872524E-2
1.68365292270117717E-7	8.85338748286372024E-2
1.68419294299995714E-7	8.79816668126248658E-2
1.68488503304390891E-7	8.72760818621935819E-2
1.68570127653900270E-7	8.64471000976226378E-2
1.68621458969715809E-7	8.59261374970006031E-2
1.68676486019741567E-7	8.53657832462630140E-2
1.68745383803813875E-7	8.46612967780238179E-2
1.68814901137739914E-7	8.39465000476904777E-2
1.68865292270117839E-7	8.34241563085518578E-2
1.68919294299995881E-7	8.28595771381156077E-2
1.68988503304391191E-7	8.21293910997271581E-2
1.69070127653900215E-7	8.12599164760826476E-2
1.69121458969715821E-7	8.07082331949368381E-2
1.69176486019741557E-7	8.01117029315461338E-2
1.69245383803813820E-7	7.93587938898300216E-2
1.69314901137739993E-7	7.85937620955174765E-2
1.69365292270117984E-7	7.80356016663218277E-2
1.69419294299996026E-7	7.74329006438755219E-2
1.69488503304391336E-7	7.66546651088592945E-2
1.69570127653900160E-7	7.57306775182391956E-2
1.69621458969715677E-7	7.51464191069637355E-2
1.69676486019741457E-7	7.45165346867000533E-2
1.69745383803813632E-7	7.37240809918976669E-2
