Model,DPO4104
Firmware Version,2.48

Point Format,Y,,
Horizontal Units,S,,
Horizontal Scale,2e-06,,
Sample Interval,2e-10,,
Record Length,100000,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,0.1,0.1,2
Label,,,
TIME,CH1,CH2,CH3
-3.69700e-06,0.00775,0.00207812,6.04063
-3.69680e-06,0.00807813,0.00173438,6.04969
-3.69660e-06,0.00845313,0.0025625,6.05156
-3.69640e-06,0.0078125,0.00217187,6.04625
-3.69620e-06,0.0079375,0.0023125,6.04813
-3.69600e-06,0.007625,0.00239062,6.05531
-3.69580e-06,0.0078125,0.001875,6.04719
-3.69560e-06,0.00807813,0.0019375,6.0525
-3.69540e-06,0.00810938,0.00201563,6.05531
-3.69520e-06,0.00829688,0.00242188,6.0575
-3.69500e-06,0.00820313,0.002125,6.04969
-3.69480e-06,0.00779688,0.00192188,6.04844
-3.69460e-06,0.0083125,0.00232813,6.04563
-3.69440e-06,0.00832813,0.00217187,6.04
-3.69420e-06,0.00776563,0.00226562,6.03281
-3.69400e-06,0.0075625,0.0026875,6.04094
-3.69380e-06,0.00734375,0.00195312,6.04094
-3.69360e-06,0.00759375,0.00207812,6.05031
-3.69340e-06,0.00792188,0.00214063,6.04656
-3.69320e-06,0.00809375,0.00229688,6.04344
-3.69300e-06,0.00729688,0.0021875,6.04312
-3.69280e-06,0.0080625,0.00254688,6.05938
-3.69260e-06,0.0079375,0.00198437,6.04844
-3.69240e-06,0.007875,0.00239062,6.04344
-3.69220e-06,0.00809375,0.00260938,6.04688
-3.69200e-06,0.00798438,0.00204688,6.04563
-3.69180e-06,0.00804688,0.00279688,6.05656
-3.69160e-06,0.00785938,0.00264063,6.06594
-3.69140e-06,0.00776563,0.002,6.06313
-3.69120e-06,0.00759375,0.00234375,6.05219
-3.69100e-06,0.00770313,0.00242188,6.04531
-3.69080e-06,0.00778125,0.00257812,6.04844
-3.69060e-06,0.00790625,0.002375,6.05156
-3.69040e-06,0.007625,0.0016875,6.05188
-3.69020e-06,0.0081875,0.00228125,6.0525
-3.69000e-06,0.00759375,0.00182813,6.04688
-3.68980e-06,0.00790625,0.00207812,6.03594
-3.68960e-06,0.0078125,0.0018125,6.04312
-3.68940e-06,0.00820313,0.0025,6.03625
-3.68920e-06,0.00834375,0.002125,6.02969
-3.68900e-06,0.00801562,0.00203125,6.02531
-3.68880e-06,0.00765625,0.00207812,6.04219
-3.68860e-06,0.00753125,0.00204688,6.04813
-3.68840e-06,0.008125,0.00221875,6.055
-3.68820e-06,0.008125,0.00229688,6.05
-3.68800e-06,0.00857813,0.00242188,6.05656
-3.68780e-06,0.00775,0.00232813,6.05188
-3.68760e-06,0.007375,0.0024375,6.05813
-3.68740e-06,0.00779688,0.00203125,6.04594
-3.68720e-06,0.00796875,0.00217187,6.04344
-3.68700e-06,0.00789063,0.00190625,6.03906
-3.68680e-06,0.0078125,0.00245313,6.05406
-3.68660e-06,0.0079375,0.00192188,6.04312
-3.68640e-06,0.00825,0.00221875,6.04188
-3.68620e-06,0.0079375,0.00204688,6.03656
-3.68600e-06,0.00814063,0.00209375,6.04656
-3.68580e-06,0.00790625,0.00217187,6.05094
-3.68560e-06,0.008125,0.0021875,6.05656
-3.68540e-06,0.00798438,0.00251563,6.05219
-3.68520e-06,0.00784375,0.00239062,6.06031
-3.68500e-06,0.00792188,0.00207812,6.03688
-3.68480e-06,0.00782813,0.00209375,6.04156
-3.68460e-06,0.00765625,0.00201563,6.04813
-3.68440e-06,0.007625,0.00223438,6.055
-3.68420e-06,0.00803125,0.00209375,6.03938
-3.68400e-06,0.0080625,0.00207812,6.03938
-3.68380e-06,0.00828125,0.002375,6.05188
-3.68360e-06,0.00776563,0.00204688,6.04719
-3.68340e-06,0.00776563,0.0018125,6.04031
-3.68320e-06,0.00770313,0.00195312,6.04531
-3.68300e-06,0.00820313,0.00203125,6.04938
-3.68280e-06,0.00809375,0.0019375,6.04688
-3.68260e-06,0.00839063,0.00196875,6.04312
-3.68240e-06,0.008,0.00239062,6.04688
-3.68220e-06,0.0083125,0.00270313,6.05063
-3.68200e-06,0.00775,0.00248437,6.04688
-3.68180e-06,0.007875,0.00234375,6.03531
-3.68160e-06,0.00817188,0.00232813,6.02719
-3.68140e-06,0.00801562,0.00226562,6.02688
-3.68120e-06,0.00829688,0.00234375,6.04438
-3.68100e-06,0.00798438,0.00173438,6.04688
-3.68080e-06,0.00773438,0.00217187,6.04844
-3.68060e-06,0.00807813,0.00195312,6.05219
-3.68040e-06,0.00821875,0.00232813,6.04875
-3.68020e-06,0.00771875,0.00223438,6.03594
-3.68000e-06,0.00790625,0.00223438,6.04312
-3.67980e-06,0.00778125,0.00210938,6.03594
-3.67960e-06,0.00785938,0.00215625,6.04875
-3.67940e-06,0.0081875,0.00223438,6.04813
-3.67920e-06,0.00809375,0.00228125,6.04594
-3.67900e-06,0.00825,0.00235937,6.04156
-3.67880e-06,0.0083125,0.0023125,6.03813
-3.67860e-06,0.00789063,0.00210938,6.03656
-3.67840e-06,0.00778125,0.00223438,6.03969
-3.67820e-06,0.00785938,0.00225,6.04063
-3.67800e-06,0.00826562,0.00201563,6.04625
-3.67780e-06,0.00798438,0.00203125,6.04219
-3.67760e-06,0.00748438,0.0019375,6.03656
-3.67740e-06,0.0078125,0.00259375,6.04906
-3.67720e-06,0.00771875,0.00198437,6.04656
-3.67700e-06,0.0076875,0.00185937,6.03906
-3.67680e-06,0.0076875,0.00178125,6.03406
-3.67660e-06,0.00785938,0.00190625,6.04281
-3.67640e-06,0.007625,0.00204688,6.04906
-3.67620e-06,0.0075625,0.00176562,6.04
-3.67600e-06,0.00792188,0.00246875,6.04156
-3.67580e-06,0.00765625,0.00223438,6.02844
-3.67560e-06,0.00820313,0.00179688,6.02156
-3.67540e-06,0.00753125,0.002125,6.02813
-3.67520e-06,0.00751563,0.00264063,6.03094
-3.67500e-06,0.0075625,0.00204688,6.02594
-3.67480e-06,0.0075,0.00240625,6.03938
-3.67460e-06,0.00785938,0.0020625,6.04438
-3.67440e-06,0.00796875,0.002,6.05094
-3.67420e-06,0.00801562,0.00214063,6.03844
-3.67400e-06,0.0079375,0.00228125,6.04312
-3.67380e-06,0.00771875,0.00217187,6.03938
-3.67360e-06,0.00835938,0.00242188,6.04938
-3.67340e-06,0.00759375,0.001875,6.05344
-3.67320e-06,0.00779688,0.00189062,6.05469
-3.67300e-06,0.00751563,0.00201563,6.04875
-3.67280e-06,0.00803125,0.0019375,6.045
-3.67260e-06,0.0081875,0.00214063,6.04063
-3.67240e-06,0.008375,0.00229688,6.03719
-3.67220e-06,0.00721875,0.00154688,6.02406
-3.67200e-06,0.00754688,0.0015625,6.03906
-3.67180e-06,0.00767188,0.00195312,6.03281
-3.67160e-06,0.00765625,0.0016875,6.04563
-3.67140e-06,0.00776563,0.00220313,6.04656
-3.67120e-06,0.00773438,0.00214063,6.05906
-3.67100e-06,0.00795313,0.00235937,6.05625
-3.67080e-06,0.00765625,0.00192188,6.04906
-3.67060e-06,0.00784375,0.00201563,6.03906
-3.67040e-06,0.00778125,0.0023125,6.055
-3.67020e-06,0.00795313,0.00178125,6.05406
-3.67000e-06,0.0079375,0.00185937,6.04813
-3.66980e-06,0.00770313,0.00220313,6.04531
-3.66960e-06,0.008125,0.00201563,6.05125
-3.66940e-06,0.007625,0.002,6.03594
-3.66920e-06,0.00754688,0.0023125,6.03281
-3.66900e-06,0.0081875,0.00226562,6.0375
-3.66880e-06,0.00792188,0.00192188,6.04094
-3.66860e-06,0.00754688,0.00170313,6.0425
-3.66840e-06,0.00779688,0.00226562,6.03406
-3.66820e-06,0.007875,0.00210938,6.02625
-3.66800e-06,0.00804688,0.00204688,6.03813
-3.66780e-06,0.00789063,0.00190625,6.05094
-3.66760e-06,0.0078125,0.00217187,6.06031
-3.66740e-06,0.00790625,0.00217187,6.04875
-3.66720e-06,0.008125,0.00223438,6.05188
-3.66700e-06,0.00817188,0.00207812,6.04063
-3.66680e-06,0.00825,0.00242188,6.05188
-3.66660e-06,0.00815625,0.00242188,6.04438
-3.66640e-06,0.00803125,0.00167187,6.04563
-3.66620e-06,0.00815625,0.0020625,6.04312
-3.66600e-06,0.0079375,0.00203125,6.03656
-3.66580e-06,0.00807813,0.00198437,6.03531
-3.66560e-06,0.00803125,0.00217187,6.0475
-3.66540e-06,0.00759375,0.0018125,6.05125
-3.66520e-06,0.00767188,0.00189062,6.05438
-3.66500e-06,0.008125,0.00196875,6.05
-3.66480e-06,0.00801562,0.00185937,6.04938
-3.66460e-06,0.00821875,0.00232813,6.04719
-3.66440e-06,0.00803125,0.00203125,6.03719
-3.66420e-06,0.00757813,0.00192188,6.03375
-3.66400e-06,0.00773438,0.00203125,6.03906
-3.66380e-06,0.008,0.002125,6.04094
-3.66360e-06,0.00770313,0.00185937,6.04375
-3.66340e-06,0.00790625,0.0021875,6.04156
-3.66320e-06,0.00789063,0.00221875,6.05687
-3.66300e-06,0.00796875,0.002375,6.045
-3.66280e-06,0.00778125,0.00184375,6.04375
-3.66260e-06,0.00803125,0.00164063,6.045
-3.66240e-06,0.00801562,0.00179688,6.04688
-3.66220e-06,0.00796875,0.00215625,6.05375
-3.66200e-06,0.00773438,0.00251563,6.05438
-3.66180e-06,0.00771875,0.00215625,6.04156
-3.66160e-06,0.00770313,0.00221875,6.04844
-3.66140e-06,0.007875,0.001875,6.055
-3.66120e-06,0.00775,0.00190625,6.0525
-3.66100e-06,0.00767188,0.00184375,6.03281
-3.66080e-06,0.00810938,0.00229688,6.03969
-3.66060e-06,0.00810938,0.00196875,6.04
-3.66040e-06,0.00821875,0.00214063,6.05219
-3.66020e-06,0.00821875,0.0024375,6.05687
-3.66000e-06,0.0078125,0.0021875,6.04813
-3.65980e-06,0.00810938,0.00259375,6.04625
-3.65960e-06,0.00735938,0.00264063,6.04813
-3.65940e-06,0.00748438,0.00160938,6.03719
-3.65920e-06,0.00764063,0.00204688,6.04438
-3.65900e-06,0.00792188,0.00220313,6.04969
-3.65880e-06,0.00782813,0.00190625,6.04438
-3.65860e-06,0.00765625,0.00204688,6.03281
-3.65840e-06,0.00801562,0.00179688,6.01469
-3.65820e-06,0.0075625,0.00220313,6.02438
-3.65800e-06,0.00792188,0.00182813,6.03
-3.65780e-06,0.00782813,0.00190625,6.03031
-3.65760e-06,0.00771875,0.00175,6.04563
-3.65740e-06,0.00804688,0.00221875,6.04844
-3.65720e-06,0.00792188,0.00184375,6.05406
-3.65700e-06,0.00829688,0.00175,6.0475
-3.65680e-06,0.00807813,0.00215625,6.05063
-3.65660e-06,0.00832813,0.00239062,6.05719
-3.65640e-06,0.008,0.00201563,6.05469
-3.65620e-06,0.00790625,0.00210938,6.035
-3.65600e-06,0.00767188,0.00178125,6.02719
-3.65580e-06,0.00757813,0.001875,6.02438
-3.65560e-06,0.0075625,0.00207812,6.04
-3.65540e-06,0.00748438,0.00185937,6.03656
-3.65520e-06,0.00785938,0.0021875,6.03438
-3.65500e-06,0.00759375,0.002,6.04094
-3.65480e-06,0.00804688,0.00257812,6.05281
-3.65460e-06,0.00779688,0.00170313,6.04375
-3.65440e-06,0.00829688,0.00214063,6.04563
-3.65420e-06,0.00810938,0.00184375,6.02531
-3.65400e-06,0.008625,0.00217187,6.03813
-3.65380e-06,0.00809375,0.00225,6.04531
-3.65360e-06,0.00776563,0.00185937,6.04188
-3.65340e-06,0.00815625,0.00203125,6.04125
-3.65320e-06,0.0083125,0.00195312,6.045
-3.65300e-06,0.00759375,0.00178125,6.04063
-3.65280e-06,0.00775,0.00214063,6.05
-3.65260e-06,0.00745313,0.002,6.05156
-3.65240e-06,0.0078125,0.00195312,6.04594
-3.65220e-06,0.00765625,0.00192188,6.03969
-3.65200e-06,0.00792188,0.00215625,6.04656
-3.65180e-06,0.0075,0.00215625,6.05188
-3.65160e-06,0.00723438,0.00217187,6.04281
-3.65140e-06,0.00759375,0.00173438,6.02875
-3.65120e-06,0.00767188,0.00189062,6.03031
-3.65100e-06,0.00798438,0.00226562,6.03719
-3.65080e-06,0.00807813,0.00165625,6.05219
-3.65060e-06,0.00798438,0.0015625,6.04938
-3.65040e-06,0.00784375,0.00189062,6.05125
-3.65020e-06,0.00807813,0.0020625,6.0425
-3.65000e-06,0.008,0.002,6.02781
-3.64980e-06,0.00785938,0.00232813,6.03219
-3.64960e-06,0.00765625,0.00251563,6.04031
-3.64940e-06,0.007625,0.00204688,6.04094
-3.64920e-06,0.00751563,0.00173438,6.05344
-3.64900e-06,0.00748438,0.00173438,6.04781
-3.64880e-06,0.0079375,0.00171875,6.04375
-3.64860e-06,0.00801562,0.00196875,6.0325
-3.64840e-06,0.00801562,0.00207812,6.0375
-3.64820e-06,0.00721875,0.00228125,6.03406
-3.64800e-06,0.00775,0.00203125,6.045
-3.64780e-06,0.00734375,0.00173438,6.04125
-3.64760e-06,0.00776563,0.00242188,6.04969
-3.64740e-06,0.008,0.00240625,6.04906
-3.64720e-06,0.00809375,0.00192188,6.05188
-3.64700e-06,0.00807813,0.00207812,6.05531
-3.64680e-06,0.00751563,0.0014375,6.06031
-3.64660e-06,0.00760938,0.00173438,6.055
-3.64640e-06,0.00778125,0.00192188,6.05438
-3.64620e-06,0.0079375,0.00179688,6.04375
-3.64600e-06,0.00770313,0.00195312,6.05563
-3.64580e-06,0.00779688,0.00192188,6.04469
-3.64560e-06,0.00804688,0.00207812,6.04469
-3.64540e-06,0.00792188,0.002125,6.05313
-3.64520e-06,0.00778125,0.00185937,6.06062
-3.64500e-06,0.00759375,0.00179688,6.0525
-3.64480e-06,0.00778125,0.00154688,6.05469
-3.64460e-06,0.0081875,0.00182813,6.04625
-3.64440e-06,0.00784375,0.00201563,6.04531
-3.64420e-06,0.00773438,0.00179688,6.03531
-3.64400e-06,0.00776563,0.00184375,6.03188
-3.64380e-06,0.00770313,0.00207812,6.04156
-3.64360e-06,0.0078125,0.00195312,6.04344
-3.64340e-06,0.00760938,0.00210938,6.05313
-3.64320e-06,0.0075,0.00210938,6.04531
-3.64300e-06,0.00740625,0.00179688,6.03375
-3.64280e-06,0.00810938,0.00209375,6.03219
-3.64260e-06,0.008125,0.00171875,6.01969
-3.64240e-06,0.00795313,0.00185937,6.02688
-3.64220e-06,0.00820313,0.00190625,6.03406
-3.64200e-06,0.00779688,0.00220313,6.03688
-3.64180e-06,0.00779688,0.00176562,6.04594
-3.64160e-06,0.00820313,0.0018125,6.05344
-3.64140e-06,0.00792188,0.0014375,6.04094
-3.64120e-06,0.00825,0.00223438,6.04531
-3.64100e-06,0.00753125,0.00225,6.03125
-3.64080e-06,0.0075,0.00165625,6.04219
-3.64060e-06,0.00807813,0.00209375,6.05594
-3.64040e-06,0.00809375,0.00196875,6.05469
-3.64020e-06,0.00790625,0.00170313,6.04312
-3.64000e-06,0.00784375,0.00195312,6.04469
-3.63980e-06,0.00765625,0.00167187,6.03813
-3.63960e-06,0.0075,0.0016875,6.03531
-3.63940e-06,0.00790625,0.00145312,6.04125
-3.63920e-06,0.00775,0.00175,6.04813
-3.63900e-06,0.00792188,0.0019375,6.04375
-3.63880e-06,0.00803125,0.00239062,6.04969
-3.63860e-06,0.00782813,0.00178125,6.04813
-3.63840e-06,0.00785938,0.00173438,6.04344
-3.63820e-06,0.0080625,0.00195312,6.045
-3.63800e-06,0.00765625,0.00220313,6.04813
-3.63780e-06,0.00773438,0.00217187,6.035
-3.63760e-06,0.00775,0.0018125,6.03781
-3.63740e-06,0.00796875,0.00245313,6.0525
-3.63720e-06,0.00776563,0.0019375,6.05219
-3.63700e-06,0.00790625,0.002125,6.05344
-3.63680e-06,0.0076875,0.0020625,6.04938
-3.63660e-06,0.00748438,0.00192188,6.03125
-3.63640e-06,0.00765625,0.001625,6.03313
-3.63620e-06,0.00759375,0.00195312,6.03406
-3.63600e-06,0.00779688,0.002,6.04438
-3.63580e-06,0.0078125,0.00217187,6.03938
-3.63560e-06,0.00801562,0.0020625,6.04563
-3.63540e-06,0.0074375,0.00154688,6.03281
-3.63520e-06,0.008,0.00198437,6.0425
-3.63500e-06,0.00745313,0.00182813,6.03906
-3.63480e-06,0.007875,0.0025625,6.04688
-3.63460e-06,0.00789063,0.00239062,6.04
-3.63440e-06,0.00790625,0.00184375,6.04031
-3.63420e-06,0.00828125,0.00195312,6.04312
-3.63400e-06,0.00798438,0.00204688,6.0375
-3.63380e-06,0.0075,0.00196875,6.03563
-3.63360e-06,0.00792188,0.00207812,6.04063
-3.63340e-06,0.00742188,0.0021875,6.04906
-3.63320e-06,0.00757813,0.00209375,6.04781
-3.63300e-06,0.00778125,0.00173438,6.03813
-3.63280e-06,0.00779688,0.00175,6.04
-3.63260e-06,0.007625,0.00207812,6.04469
-3.63240e-06,0.00782813,0.00178125,6.04219
-3.63220e-06,0.00746875,0.001625,6.04125
-3.63200e-06,0.00784375,0.00173438,6.03875
-3.63180e-06,0.00825,0.002125,6.03406
-3.63160e-06,0.00771875,0.00217187,6.03313
-3.63140e-06,0.00760938,0.001875,6.03125
-3.63120e-06,0.00776563,0.001875,6.03375
-3.63100e-06,0.0081875,0.002125,6.04563
-3.63080e-06,0.0078125,0.00207812,6.04625
-3.63060e-06,0.00801562,0.00221875,6.04656
-3.63040e-06,0.00757813,0.00228125,6.0425
-3.63020e-06,0.007125,0.001625,6.04469
-3.63000e-06,0.00767188,0.0018125,6.05156
-3.62980e-06,0.0076875,0.0018125,6.04844
-3.62960e-06,0.00784375,0.00190625,6.05031
-3.62940e-06,0.007875,0.00182813,6.0325
-3.62920e-06,0.00767188,0.00210938,6.02781
-3.62900e-06,0.0075625,0.00182813,6.03281
-3.62880e-06,0.00825,0.00221875,6.04813
-3.62860e-06,0.00754688,0.002,6.04625
-3.62840e-06,0.00810938,0.002375,6.05406
-3.62820e-06,0.00809375,0.00173438,6.04844
-3.62800e-06,0.00803125,0.00165625,6.04406
-3.62780e-06,0.00804688,0.00189062,6.03281
-3.62760e-06,0.00760938,0.00178125,6.0325
-3.62740e-06,0.00760938,0.00167187,6.03031
-3.62720e-06,0.00796875,0.00175,6.03813
-3.62700e-06,0.00740625,0.00196875,6.04813
-3.62680e-06,0.00798438,0.00160938,6.04375
-3.62660e-06,0.00784375,0.00175,6.03406
-3.62640e-06,0.00754688,0.00142188,6.02094
-3.62620e-06,0.00795313,0.0015625,6.03281
-3.62600e-06,0.00775,0.00164063,6.04844
-3.62580e-06,0.00771875,0.00176562,6.05313
-3.62560e-06,0.00748438,0.00182813,6.04438
-3.62540e-06,0.00764063,0.0018125,6.05125
-3.62520e-06,0.0078125,0.00229688,6.05031
-3.62500e-06,0.00771875,0.00182813,6.05
-3.62480e-06,0.00757813,0.00196875,6.05594
-3.62460e-06,0.00795313,0.00196875,6.05531
-3.62440e-06,0.0080625,0.0021875,6.055
-3.62420e-06,0.00867188,0.00221875,6.04125
-3.62400e-06,0.00789063,0.00154688,6.04281
-3.62380e-06,0.00764063,0.00142188,6.03781
-3.62360e-06,0.00767188,0.00175,6.03625
-3.62340e-06,0.00765625,0.0018125,6.03438
-3.62320e-06,0.00801562,0.00215625,6.03563
-3.62300e-06,0.0080625,0.00210938,6.02844
-3.62280e-06,0.00821875,0.00207812,6.02844
-3.62260e-06,0.0074375,0.00171875,6.03906
-3.62240e-06,0.00798438,0.001875,6.05469
-3.62220e-06,0.00779688,0.00171875,6.04844
-3.62200e-06,0.00817188,0.00257812,6.04063
-3.62180e-06,0.00771875,0.0016875,6.03375
-3.62160e-06,0.00735938,0.0015625,6.03813
-3.62140e-06,0.00792188,0.002125,6.05375
-3.62120e-06,0.00754688,0.002125,6.05656
-3.62100e-06,0.00748438,0.00189062,6.04719
-3.62080e-06,0.00759375,0.002,6.04969
-3.62060e-06,0.00779688,0.00132813,6.05
-3.62040e-06,0.00814063,0.00178125,6.0525
-3.62020e-06,0.00771875,0.00175,6.04563
-3.62000e-06,0.0074375,0.001625,6.03313
-3.61980e-06,0.007625,0.00190625,6.03125
-3.61960e-06,0.008,0.00175,6.03281
-3.61940e-06,0.00796875,0.0019375,6.03
-3.61920e-06,0.00792188,0.00203125,6.03375
-3.61900e-06,0.00773438,0.00239062,6.03531
-3.61880e-06,0.00796875,0.00196875,6.03031
-3.61860e-06,0.00809375,0.00192188,6.03625
-3.61840e-06,0.00804688,0.00203125,6.04969
-3.61820e-06,0.00810938,0.00234375,6.06344
-3.61800e-06,0.00785938,0.0018125,6.06188
-3.61780e-06,0.00759375,0.00189062,6.05188
-3.61760e-06,0.00732813,0.00179688,6.05438
-3.61740e-06,0.00739063,0.00159375,6.04406
-3.61720e-06,0.00757813,0.00135937,6.05031
-3.61700e-06,0.00742188,0.0015625,6.03938
-3.61680e-06,0.00809375,0.0019375,6.0425
-3.61660e-06,0.00795313,0.00189062,6.04469
-3.61640e-06,0.00739063,0.00178125,6.05406
-3.61620e-06,0.00782813,0.0015,6.05188
-3.61600e-06,0.0080625,0.0024375,6.06031
-3.61580e-06,0.00785938,0.00201563,6.04531
-3.61560e-06,0.00776563,0.00210938,6.04969
-3.61540e-06,0.00776563,0.00176562,6.03813
-3.61520e-06,0.00792188,0.00132813,6.04219
-3.61500e-06,0.0080625,0.002125,6.03563
-3.61480e-06,0.00770313,0.0018125,6.03938
-3.61460e-06,0.00801562,0.00171875,6.03875
-3.61440e-06,0.008125,0.00189062,6.05125
-3.61420e-06,0.00778125,0.00145312,6.03813
-3.61400e-06,0.00804688,0.00148437,6.03313
-3.61380e-06,0.00782813,0.00189062,6.03719
-3.61360e-06,0.00765625,0.00185937,6.03688
-3.61340e-06,0.00796875,0.00195312,6.03875
-3.61320e-06,0.00765625,0.001875,6.03281
-3.61300e-06,0.00790625,0.001875,6.03406
-3.61280e-06,0.00771875,0.00176562,6.03906
-3.61260e-06,0.00767188,0.00185937,6.03625
-3.61240e-06,0.0079375,0.00171875,6.0325
-3.61220e-06,0.0078125,0.00178125,6.03188
-3.61200e-06,0.00767188,0.00176562,6.03906
-3.61180e-06,0.00820313,0.00170313,6.04531
-3.61160e-06,0.00754688,0.00175,6.04406
-3.61140e-06,0.00742188,0.001625,6.05219
-3.61120e-06,0.00779688,0.00159375,6.06
-3.61100e-06,0.00760938,0.0016875,6.05219
-3.61080e-06,0.0078125,0.00157812,6.05125
-3.61060e-06,0.00795313,0.00151563,6.04344
-3.61040e-06,0.00784375,0.002,6.04094
-3.61020e-06,0.00809375,0.00185937,6.04063
-3.61000e-06,0.00759375,0.00170313,6.04594
-3.60980e-06,0.0075,0.001625,6.03125
-3.60960e-06,0.00776563,0.00198437,6.03781
-3.60940e-06,0.007625,0.00189062,6.03375
-3.60920e-06,0.00815625,0.00195312,6.04625
-3.60900e-06,0.00775,0.0015625,6.04594
-3.60880e-06,0.00760938,0.001625,6.03938
-3.60860e-06,0.0083125,0.0018125,6.05719
-3.60840e-06,0.00798438,0.00215625,6.04344
-3.60820e-06,0.007625,0.001875,6.03031
-3.60800e-06,0.00775,0.00215625,6.03406
-3.60780e-06,0.00739063,0.002,6.03875
-3.60760e-06,0.0075625,0.002,6.04938
-3.60740e-06,0.00771875,0.00160938,6.05
-3.60720e-06,0.007625,0.00173438,6.03781
-3.60700e-06,0.00760938,0.00154688,6.03313
-3.60680e-06,0.00770313,0.0018125,6.03969
-3.60660e-06,0.00798438,0.00164063,6.04094
-3.60640e-06,0.0078125,0.00157812,6.03969
-3.60620e-06,0.007875,0.00178125,6.03469
-3.60600e-06,0.00778125,0.00192188,6.05094
-3.60580e-06,0.00746875,0.00167187,6.04406
-3.60560e-06,0.007625,0.0016875,6.04281
-3.60540e-06,0.00798438,0.00165625,6.04438
-3.60520e-06,0.00767188,0.00176562,6.03875
-3.60500e-06,0.007875,0.00221875,6.03813
-3.60480e-06,0.00789063,0.00178125,6.03688
-3.60460e-06,0.00779688,0.00173438,6.04188
-3.60440e-06,0.00751563,0.001125,6.04938
-3.60420e-06,0.00739063,0.00142188,6.04312
-3.60400e-06,0.00785938,0.00154688,6.04813
-3.60380e-06,0.00792188,0.00195312,6.03313
-3.60360e-06,0.00729688,0.002,6.03844
-3.60340e-06,0.00757813,0.00164063,6.03563
-3.60320e-06,0.00785938,0.00170313,6.04125
-3.60300e-06,0.0075625,0.00157812,6.04688
-3.60280e-06,0.00809375,0.00171875,6.05313
-3.60260e-06,0.008,0.00179688,6.04375
-3.60240e-06,0.00775,0.00139062,6.04719
-3.60220e-06,0.007875,0.00189062,6.04969
-3.60200e-06,0.00760938,0.00198437,6.04688
-3.60180e-06,0.00790625,0.00170313,6.03313
-3.60160e-06,0.00740625,0.002,6.03281
-3.60140e-06,0.0071875,0.00189062,6.03563
-3.60120e-06,0.00757813,0.00189062,6.05219
-3.60100e-06,0.00779688,0.0015,6.04688
-3.60080e-06,0.00792188,0.00207812,6.04406
-3.60060e-06,0.00778125,0.00184375,6.04344
-3.60040e-06,0.00784375,0.00135937,6.045
-3.60020e-06,0.00764063,0.00121875,6.03656
-3.60000e-06,0.00748438,0.00170313,6.04281
-3.59980e-06,0.00789063,0.00201563,6.04312
-3.59960e-06,0.00760938,0.00195312,6.04938
-3.59940e-06,0.00796875,0.00160938,6.04125
-3.59920e-06,0.00775,0.0018125,6.03281
-3.59900e-06,0.00804688,0.00223438,6.02406
-3.59880e-06,0.0075,0.00171875,6.03906
-3.59860e-06,0.00767188,0.00214063,6.045
-3.59840e-06,0.00740625,0.00125,6.04281
-3.59820e-06,0.00785938,0.00160938,6.04125
-3.59800e-06,0.0079375,0.00179688,6.04281
-3.59780e-06,0.00789063,0.00176562,6.03781
-3.59760e-06,0.00814063,0.00192188,6.04344
-3.59740e-06,0.00834375,0.002,6.04156
-3.59720e-06,0.00785938,0.00190625,6.0425
-3.59700e-06,0.00734375,0.00164063,6.04031
-3.59680e-06,0.00790625,0.00207812,6.04938
-3.59660e-06,0.0075625,0.00228125,6.03531
-3.59640e-06,0.00782813,0.00209375,6.0425
-3.59620e-06,0.0075625,0.0015,6.04375
-3.59600e-06,0.00776563,0.00134375,6.035
-3.59580e-06,0.00829688,0.00217187,6.03625
-3.59560e-06,0.00820313,0.0015,6.03531
-3.59540e-06,0.00790625,0.00160938,6.02813
-3.59520e-06,0.00754688,0.0019375,6.03438
-3.59500e-06,0.00728125,0.00189062,6.02969
-3.59480e-06,0.007625,0.00140625,6.03
-3.59460e-06,0.00790625,0.00145312,6.03719
-3.59440e-06,0.00790625,0.00178125,6.04312
-3.59420e-06,0.00807813,0.0016875,6.03281
-3.59400e-06,0.00785938,0.00159375,6.02594
-3.59380e-06,0.00798438,0.00176562,6.02219
-3.59360e-06,0.00795313,0.0014375,6.01969
-3.59340e-06,0.00767188,0.00182813,6.03438
-3.59320e-06,0.00775,0.002125,6.04219
-3.59300e-06,0.00765625,0.0019375,6.04281
-3.59280e-06,0.00767188,0.00170313,6.04312
-3.59260e-06,0.00795313,0.00209375,6.04875
-3.59240e-06,0.00810938,0.00179688,6.04875
-3.59220e-06,0.00807813,0.00204688,6.05031
-3.59200e-06,0.00753125,0.00171875,6.03938
-3.59180e-06,0.00795313,0.00196875,6.02688
-3.59160e-06,0.00785938,0.00189062,6.01719
-3.59140e-06,0.0073125,0.00176562,6.02469
-3.59120e-06,0.00801562,0.0016875,6.04125
-3.59100e-06,0.00795313,0.00176562,6.04625
-3.59080e-06,0.00751563,0.00107812,6.04906
-3.59060e-06,0.00782813,0.00126562,6.04
-3.59040e-06,0.00853125,0.002,6.05188
-3.59020e-06,0.00795313,0.00184375,6.04219
-3.59000e-06,0.00801562,0.002,6.04188
-3.58980e-06,0.0078125,0.00192188,6.03531
-3.58960e-06,0.00773438,0.0019375,6.04094
