time	V_in
1.34814901128475517E-7	-6.37199163697176374E-4
1.34865292261286163E-7	-6.04284157060244631E-4
1.34919294292254310E-7	-5.69297435978767652E-4
1.34988503274717830E-7	-5.25506771600676625E-4
1.35070127624238889E-7	-4.76386476320093166E-4
1.35121458938436678E-7	-4.47613323252339690E-4
1.35176485984314931E-7	-4.19254431724067356E-4
1.35245383755493132E-7	-3.87532626698183247E-4
1.35314901130563836E-7	-3.59716842401298420E-4
1.35365292263276960E-7	-3.42516500252600276E-4
1.35419294293999370E-7	-3.27582010838403770E-4
1.35488503281406558E-7	-3.13628755158642392E-4
1.35570127630924908E-7	-3.04307180218571105E-4
1.35621458945487361E-7	-3.03095298231902621E-4
1.35676485992300444E-7	-3.05364744658527298E-4
1.35745383766385164E-7	-3.11805102771272669E-4
1.35814901132181420E-7	-3.21503135202554091E-4
1.35865292264819004E-7	-3.29492957635745576E-4
1.35919294295351101E-7	-3.37986432839340045E-4
1.35988503286587559E-7	-3.47645444076995602E-4
1.36070127636103688E-7	-3.55927761266798193E-4
1.36121458950948560E-7	-3.57883380607591439E-4
1.36176485998485797E-7	-3.56727957573830690E-4
1.36245383774821760E-7	-3.50866326927139749E-4
1.36314901133434185E-7	-3.39824473846848596E-4
1.36365292266013327E-7	-3.28956704042225745E-4
1.36419294296397964E-7	-3.15058637443437206E-4
1.36488503290600449E-7	-2.94420639484260560E-4
1.36570127640115224E-7	-2.66782417619846424E-4
1.36621458955178943E-7	-2.48039415769225080E-4
1.36676486003277153E-7	-2.26301325750159510E-4
1.36745383781356855E-7	-1.96647628987035628E-4
1.36814901134404665E-7	-1.64730158678657568E-4
1.36865292266938354E-7	-1.40547736146677926E-4
1.36919294297208793E-7	-1.14335571924963153E-4
1.36988503293708819E-7	-8.14818590826107148E-5
1.37070127643222595E-7	-4.50833413808205208E-5
1.37121458958455822E-7	-2.46257963922182377E-5
1.37176486006988485E-7	-5.87667859074596155E-6
1.37245383786419062E-7	1.26922514488867955E-5
1.37314901135156564E-7	2.54978866279187066E-5
1.37365292267655170E-7	3.04658173086744277E-5
1.37419294297837169E-7	3.19026063644555258E-5
1.37488503296116926E-7	2.91625068013432820E-5
1.37570127645629392E-7	2.04806692424329206E-5
1.37621458960993870E-7	1.23465884090168321E-5
1.37676486009863130E-7	1.79538483065678633E-6
1.37745383790339915E-7	-1.31438170737916526E-5
1.37814901135738754E-7	-2.94298083966282675E-5
1.37865292268210116E-7	-4.11554322960332186E-5
1.37919294298323614E-7	-5.31212769878679580E-5
1.37988503297981779E-7	-6.69002207372909741E-5
1.38070127647493734E-7	-7.99504801970788037E-5
1.38121458962959909E-7	-8.55587208059965221E-5
1.38176486012089850E-7	-8.87911556911839739E-5
1.38245383793377030E-7	-8.88355581928532168E-5
1.38314901136189761E-7	-8.43375212814069641E-5
1.38365292268640117E-7	-7.82930900315795419E-5
1.38419294298700546E-7	-6.92086027746187504E-5
1.38488503299426502E-7	-5.40068553094407022E-5
1.38570127648938035E-7	-3.18301977730954544E-5
1.38621458964482946E-7	-1.60576181436723253E-5
1.38676486013814815E-7	2.32331951598604958E-6
1.38745383795729937E-7	2.68345472146291231E-5
1.38814901136539337E-7	5.27228870595421562E-5
1.38865292268973350E-7	7.18187096321468044E-5
1.38919294298992635E-7	9.19372246916621449E-5
1.38988503300545818E-7	1.16079079884040981E-4
1.39070127650056574E-7	1.41126777296188499E-4
1.39121458965662548E-7	1.53700446437650706E-4
1.39176486015150780E-7	1.63749362856353531E-4
1.39245383797552202E-7	1.71668423774085266E-4
1.39314901136809954E-7	1.74212414533639048E-4
1.39365292269231333E-7	1.72366043464522556E-4
1.39419294299218777E-7	1.67026392517335398E-4
1.39488503301412625E-7	1.56134279191682523E-4
1.39570127650923048E-7	1.38530851977712754E-4
1.39621458966576251E-7	1.25683843101037684E-4
1.39676486016185653E-7	1.10971567438941854E-4
1.39745383798963707E-7	9.19638306050495835E-5
1.39814901137019554E-7	7.32355209688465791E-5
1.39865292269431185E-7	6.04986867312783261E-5
1.39919294299393959E-7	4.79283784513375277E-5
1.39988503302084033E-7	3.36162156525062894E-5
1.40070127651594190E-7	1.96602051123794208E-5
1.40121458967283985E-7	1.29966806379754374E-5
1.40176486016987267E-7	8.35705779841902086E-6
1.40245383800057066E-7	6.40043372748877282E-6
1.40314901137181947E-7	8.86171992228254979E-6
1.40365292269585962E-7	1.37667907048110183E-5
1.40419294299529662E-7	2.19947281662752525E-5
1.40488503302604162E-7	3.63744072097824223E-5
1.40570127652114030E-7	5.81196496863558743E-5
1.40621458967832202E-7	7.39139493058141639E-5
1.40676486017608138E-7	9.21364533008858722E-5
1.40745383800903889E-7	1.15738234913590654E-4
1.40814901137307746E-7	1.39201570791759943E-4
1.40865292269705833E-7	1.54938900744098440E-4
1.40919294299634767E-7	1.70086017691363711E-4
1.40988503303006985E-7	1.86432295880591292E-4
1.41070127652516697E-7	2.00897514884507844E-4
1.41121458968256830E-7	2.06958067833455939E-4
1.41176486018089098E-7	2.10705617205803097E-4
1.41245383801559976E-7	2.11839160367591717E-4
1.41314901137405191E-7	2.08952779741076222E-4
1.41365292269798792E-7	2.04333913623142571E-4
1.41419294299716203E-7	1.96791893683533781E-4
1.41488503303319058E-7	1.83754531858316694E-4
1.41570127652828459E-7	1.64221916769929877E-4
1.41621458968585556E-7	1.49852529291236403E-4
1.41676486018461389E-7	1.33179789373554125E-4
1.41745383802067804E-7	1.11534451113024824E-4
1.41814901137480698E-7	8.99730972311493638E-5
1.41865292269870769E-7	7.54449865029875610E-5
1.41919294299779319E-7	6.18149053577413898E-5
1.41988503303560831E-7	4.77290328093938410E-5
1.42070127653070055E-7	3.62245524488878923E-5
1.42121458968840297E-7	3.23671454496210576E-5
1.42176486018749948E-7	3.13272433582658572E-5
1.42245383802461323E-7	3.39613680526846551E-5
1.42314901137539063E-7	4.07391881214392448E-5
1.42365292269926336E-7	4.81646398584704460E-5
1.42419294299828048E-7	5.82389247143712829E-5
1.42488503303747827E-7	7.36814862171043572E-5
1.42570127653257162E-7	9.48289871378941740E-5
1.42621458969037684E-7	1.09021137352164832E-4
1.42676486018973514E-7	1.24741407017109207E-4
1.42745383802766157E-7	1.44702079093762559E-4
1.42814901137584283E-7	1.64298401305741915E-4
1.42865292269969535E-7	1.77393688443228892E-4
1.42919294299865784E-7	1.89856633032779376E-4
1.42988503303892789E-7	2.02976032809499429E-4
1.43070127653402190E-7	2.13672188529497165E-4
1.43121458969190618E-7	2.17363101913482781E-4
1.43176486019146698E-7	2.18428294482025542E-4
1.43245383803002468E-7	2.15773748550946021E-4
1.43314901137619355E-7	2.08899766444015222E-4
1.43365292270003009E-7	2.01333662670971947E-4
1.43419294299895195E-7	1.90791374776595024E-4
1.43488503304005222E-7	1.74343868828959758E-4
1.43570127653514401E-7	1.51824814987623702E-4
1.43621458969308957E-7	1.36402954607391691E-4
1.43676486019280691E-7	1.19384849503380508E-4
1.43745383803185223E-7	9.84610123246307900E-5
1.43814901137646434E-7	7.87072536010753332E-5
1.43865292270028777E-7	6.60313629841422056E-5
1.43919294299917766E-7	5.47288282764475031E-5
1.43988503304092075E-7	4.39523646998781459E-5
1.44070127653601476E-7	3.66810138859443358E-5
1.44121458969400762E-7	3.57938601614733010E-5
1.44176486019384642E-7	3.81849382417966110E-5
1.44245383803327099E-7	4.50704643573696462E-5
1.44314901137667650E-7	5.57906370372692972E-5
1.44365292270048995E-7	6.54775335538357783E-5
1.44419294299935563E-7	7.72064872934665125E-5
1.44488503304159743E-7	9.35732691575490705E-5
1.44570127653668923E-7	1.14254378111031385E-4
1.44621458969471872E-7	1.27450748365150024E-4
1.44676486019465234E-7	1.41516209785376779E-4
1.44745383803436978E-7	1.58784967316424153E-4
1.44814901137683982E-7	1.75183641173024585E-4
1.44865292270064594E-7	1.86009914953230382E-4
1.44919294299949275E-7	1.96266767951722665E-4
1.44988503304212002E-7	2.06944316376220971E-4
1.45070127653720871E-7	2.15205254533501877E-4
1.45121458969526662E-7	2.17299422864900738E-4
1.45176486019527284E-7	2.16440073143460143E-4
1.45245383803521610E-7	2.10890823737139810E-4
1.45314901137696451E-7	2.00383245264480170E-4
1.45365292270076507E-7	1.89890836622272774E-4
1.45419294299959589E-7	1.76350583226804969E-4
1.45488503304252137E-7	1.56742417302430970E-4
1.45570127653761361E-7	1.32058435102591298E-4
1.45621458969569351E-7	1.16782292557283252E-4
1.45676486019575657E-7	1.01197391235799272E-4
1.45745383803587614E-7	8.35530782540710781E-5
1.45814901137706454E-7	6.84786197536556340E-5
1.45865292270086000E-7	5.97167340183433648E-5
1.45919294299967972E-7	5.27064629591107536E-5
1.45988503304283768E-7	4.72100824618530979E-5
1.46070127653792592E-7	4.51485073128404046E-5
1.46121458969602269E-7	4.63758384213164376E-5
1.46176486019612950E-7	5.02847202297291407E-5
1.46245383803638407E-7	5.83816450744456450E-5
1.46314901137713838E-7	6.98661411702418000E-5
1.46365292270093050E-7	8.02126864173010290E-5
1.46419294299974112E-7	9.28635331495415528E-5
1.46488503304307738E-7	1.10622728885014454E-4
1.46570127653816917E-7	1.33132287038947861E-4
1.46621458969627949E-7	1.47426366383255880E-4
1.46676486019641983E-7	1.62056918138703487E-4
1.46745383803678076E-7	1.78935888131275744E-4
1.46814901137719778E-7	1.93667362134668752E-4
1.46865292270098680E-7	2.02194252364290872E-4
1.46919294299979075E-7	2.09114814661797865E-4
1.46988503304326645E-7	2.14668026422573810E-4
1.47070127653835647E-7	2.16090595946829334E-4
1.47121458969647678E-7	2.13840574537265660E-4
1.47176486019664376E-7	2.08815216136282134E-4
1.47245383803708574E-7	1.99152641675044184E-4
1.47314901137724186E-7	1.86003542589873061E-4
1.47365292270102866E-7	1.74719369806351121E-4
1.47419294299982706E-7	1.61163463097060666E-4
1.47488503304341023E-7	1.42414109987728854E-4
1.47570127653850225E-7	1.19787342944219377E-4
1.47621458969663077E-7	1.06315816473513158E-4
1.47676486019681752E-7	9.28848839437951312E-5
1.47745383803732389E-7	7.80118959919539634E-5
1.47814901137727905E-7	6.58547889878702808E-5
1.47865292270106385E-7	5.91309775135764149E-5
1.47919294299985848E-7	5.43147181662086709E-5
1.47988503304352625E-7	5.16315935192670672E-5
1.48070127653861583E-7	5.28962813934969578E-5
1.48121458969675057E-7	5.60905408605950662E-5
1.48176486019695330E-7	6.19411108901000063E-5
1.48245383803750874E-7	7.21752300741467678E-5
1.48314901137730581E-7	8.53189493958605460E-5
1.48365292270108973E-7	9.66299691435569486E-5
1.48419294299988125E-7	1.10033484114270386E-4
1.48488503304361252E-7	1.28224011065334298E-4
1.48570127653870276E-7	1.50630338006312270E-4
1.48621458969684150E-7	1.64541884681501394E-4
1.48676486019705711E-7	1.78321208955854305E-4
1.48745383803764941E-7	1.93358820623558914E-4
1.48814901137732636E-7	2.05344451686406071E-4
1.48865292270110983E-7	2.11212498316166331E-4
1.48919294299989824E-7	2.14725254636102436E-4
1.48988503304367881E-7	2.15381933534771930E-4
1.49070127653876883E-7	2.10582342918027621E-4
1.49121458969691223E-7	2.04550659118680356E-4
1.49176486019713672E-7	1.95991704163140934E-4
1.49245383803775811E-7	1.82935579502078438E-4
1.49314901137734246E-7	1.67789289119795715E-4
1.49365292270112437E-7	1.56344322008595138E-4
1.49419294299991101E-7	1.43762872987920365E-4
1.49488503304373044E-7	1.27474004959991194E-4
1.49570127653882201E-7	1.08880712762703635E-4
1.49621458969696786E-7	9.80443293772195190E-5
1.49676486019719968E-7	8.72775465137735296E-5
1.49745383803784415E-7	7.53528956568598662E-5
1.49814901137735568E-7	6.56852970997266450E-5
1.49865292270113759E-7	6.04589978689014274E-5
1.49919294299992290E-7	5.71727815023566954E-5
1.49988503304377208E-7	5.66199814358830711E-5
1.50070127653886143E-7	6.07715945488347753E-5
1.50121458969700905E-7	6.61221115304546458E-5
1.50176486019724686E-7	7.44911780150917124E-5
1.50245383803790888E-7	8.80163986725887248E-5
1.50314901137736490E-7	1.04252586764359489E-4
1.50365292270114637E-7	1.17318939453257620E-4
1.50419294299993100E-7	1.31833085180931175E-4
1.50488503304380306E-7	1.50142352643402477E-4
1.50570127653889241E-7	1.70745675487104753E-4
1.50621458969704247E-7	1.82485868223215797E-4
1.50676486019728473E-7	1.93311099246110718E-4
1.50745383803795940E-7	2.04185794413361821E-4
1.50814901137737123E-7	2.11887271589439008E-4
1.50865292270115159E-7	2.14768507977983703E-4
1.50919294299993489E-7	2.15235610143413147E-4
1.50988503304382471E-7	2.12456584412456850E-4
1.51070127653891850E-7	2.04380062881255808E-4
1.51121458969707012E-7	1.96709937729161055E-4
1.51176486019731504E-7	1.86683170049633640E-4
1.51245383803800193E-7	1.72189312012912144E-4
1.51314901137737823E-7	1.55987811345462957E-4
1.51365292270115881E-7	1.44042868634802979E-4
1.51419294299994145E-7	1.31332952051430363E-4
1.51488503304384636E-7	1.15437943474274141E-4
1.51570127653893794E-7	9.82817854819844428E-5
1.51621458969709000E-7	8.90477867701647163E-5
1.51676486019733892E-7	8.05085601242417503E-5
1.51745383803803313E-7	7.19058082485293237E-5
1.51814901137738323E-7	6.59777088865365613E-5
1.51865292270116359E-7	6.34133381886863567E-5
1.51919294299994601E-7	6.26784233175180105E-5
1.51988503304386136E-7	6.49942282671200022E-5
1.52070127653895160E-7	7.19638858152499505E-5
1.52121458969710410E-7	7.86845377015051728E-5
1.52176486019735457E-7	8.81774029629598211E-5
1.52245383803805456E-7	1.02590976372561937E-4
1.52314901137738579E-7	1.19137449828235331E-4
1.52365292270116592E-7	1.32114067462253937E-4
1.52419294299994768E-7	1.46223017190075799E-4
1.52488503304387102E-7	1.63369274623458782E-4
1.52570127653896415E-7	1.81723236532596033E-4
1.52621458969711732E-7	1.91565199896565952E-4
1.52676486019736912E-7	1.99836004619066010E-4
1.52745383803807533E-7	2.06867469053655872E-4
1.52814901137738990E-7	2.10224192338394200E-4
1.52865292270117026E-7	2.09911328961694110E-4
1.52919294299995112E-7	2.07119111148624935E-4
1.52988503304388201E-7	2.00729411085517828E-4
1.53070127653897292E-7	1.89418907336447839E-4
1.53121458969712720E-7	1.80347117353137132E-4
1.53176486019737990E-7	1.69431278446872891E-4
1.53245383803809032E-7	1.54533499031785082E-4
1.53314901137739135E-7	1.38535130768011072E-4
1.53365292270117082E-7	1.27090601057742281E-4
1.53419294299995257E-7	1.15270260571284044E-4
1.53488503304388768E-7	1.00845523342291998E-4
1.53570127653897881E-7	8.58299444652740284E-5
1.53621458969713331E-7	7.83819630084237051E-5
1.53676486019738712E-7	7.21845252577805052E-5
1.53745383803809976E-7	6.70427381870186689E-5
1.53814901137739302E-7	6.51325617430951720E-5
1.53865292270117315E-7	6.56569068067833772E-5
1.53919294299995379E-7	6.81344382374815449E-5
1.53988503304389246E-7	7.42526177109883712E-5
1.54070127653898314E-7	8.48558024290362134E-5
1.54121458969713787E-7	9.29495217724299749E-5
1.54176486019739256E-7	1.03136781737610717E-4
1.54245383803810698E-7	1.17527465959039668E-4
1.54314901137739402E-7	1.33138127406049067E-4
1.54365292270117349E-7	1.45038705368678311E-4
1.54419294299995435E-7	1.57874221337643528E-4
1.54488503304389657E-7	1.73326475973912553E-4
1.54570127653898881E-7	1.89714174971893046E-4
1.54621458969714398E-7	1.98478198872504508E-4
1.54676486019739934E-7	2.05518686166005260E-4
1.54745383803811554E-7	2.10775702910105878E-4
1.54814901137739547E-7	2.11986408122657721E-4
1.54865292270117516E-7	2.09725057506197210E-4
1.54919294299995536E-7	2.04466292731270327E-4
1.54988503304390091E-7	1.94699245904960705E-4
1.55070127653899270E-7	1.79470336818695175E-4
1.55121458969714743E-7	1.68175927889835508E-4
1.55176486019740323E-7	1.55403366419168498E-4
1.55245383803812120E-7	1.39223128739310509E-4
1.55314901137739603E-7	1.23206018352973934E-4
1.55365292270117616E-7	1.12615827456041662E-4
1.55419294299995681E-7	1.02473792735357438E-4
1.55488503304390346E-7	9.10623683328419276E-5
1.55570127653899482E-7	8.04451789698431519E-5
1.55621458969714999E-7	7.59823954759142595E-5
1.55676486019740601E-7	7.29236156022176729E-5
1.55745383803812576E-7	7.13358727895806677E-5
1.55814901137739703E-7	7.25374082084805938E-5
1.55865292270117672E-7	7.49629746179795386E-5
1.55919294299995670E-7	7.90930554811700848E-5
1.55988503304390602E-7	8.67903097827296222E-5
1.56070127653899715E-7	9.86841439162659029E-5
1.56121458969715254E-7	1.07118564442323261E-4
1.56176486019740901E-7	1.17145911400772995E-4
1.56245383803812943E-7	1.30783451114046234E-4
1.56314901137739826E-7	1.45034732708863245E-4
1.56365292270117773E-7	1.55593338029061012E-4
1.56419294299995792E-7	1.66739505258330478E-4
1.56488503304390814E-7	1.79740629996427748E-4
1.56570127653899860E-7	1.92841032580065086E-4
1.56621458969715355E-7	1.99509591280208287E-4
1.56676486019741024E-7	2.04393384834013991E-4
1.56745383803813199E-7	2.06932574567380412E-4
1.56814901137739815E-7	2.05564345534782911E-4
1.56865292270117807E-7	2.01631653178221404E-4
1.56919294299995871E-7	1.94646507231000521E-4
1.56988503304390936E-7	1.82685228308448799E-4
1.57070127653899894E-7	1.65031627795077074E-4
1.57121458969715388E-7	1.52332512377563667E-4
1.57176486019741057E-7	1.38274170409655683E-4
1.57245383803813255E-7	1.21105178247358114E-4
1.57314901137739915E-7	1.04948771300834376E-4
1.57365292270117840E-7	9.49726493477714406E-5
1.57419294299995860E-7	8.63325851168513481E-5
1.57488503304391081E-7	7.79194379063037523E-5
1.57570127653900016E-7	7.18868951040452142E-5
1.57621458969715578E-7	7.06785846150918928E-5
1.57676486019741291E-7	7.13105276479277794E-5
1.57745383803813533E-7	7.41466509106271054E-5
1.57814901137739971E-7	7.92925361873147772E-5
1.57865292270117918E-7	8.40585218268555856E-5
1.57919294299995894E-7	9.00565735451489324E-5
1.57988503304391181E-7	9.92173156626618713E-5
1.58070127653900006E-7	1.11808052993896712E-4
1.58121458969715523E-7	1.20238656917561570E-4
1.58176486019741236E-7	1.29905462683100437E-4
1.58245383803813411E-7	1.42904464664801423E-4
1.58314901137739938E-7	1.56254048540599211E-4
1.58365292270117930E-7	1.65872601399003239E-4
1.58419294299995972E-7	1.75763130154824765E-4
1.58488503304391193E-7	1.86858731997498362E-4
1.58570127653900039E-7	1.97073642834052976E-4
1.58621458969715512E-7	2.01590004983887017E-4
1.58676486019741203E-7	2.04130028738524416E-4
1.58745383803813489E-7	2.03758235260616694E-4
1.58814901137739883E-7	1.99713638051980436E-4
1.58865292270117830E-7	1.94234950448954047E-4
1.58919294299995872E-7	1.85984199787958548E-4
1.58988503304390982E-7	1.73011837543253111E-4
1.59070127653899962E-7	1.55219626360840124E-4
1.59121458969715546E-7	1.42936340618471647E-4
1.59176486019741192E-7	1.29521360715759393E-4
1.59245383803813390E-7	1.13487175570161680E-4
1.59314901137739828E-7	9.86767943626814770E-5
1.59365292270117864E-7	8.96456528569412647E-5
1.59419294299995862E-7	8.21360554446687274E-5
1.59488503304391016E-7	7.54782390954430227E-5
1.59570127653899974E-7	7.18856112189446605E-5
1.59621458969715535E-7	7.24497217652449343E-5
1.59676486019741248E-7	7.52826343091818728E-5
1.59745383803813379E-7	8.11164646909606724E-5
1.59814901137739773E-7	8.94343254210525807E-5
1.59865292270117765E-7	9.64680218400841483E-5
1.59919294299995740E-7	1.04524808152508375E-4
1.59988503304390850E-7	1.15588429743758403E-4
1.60070127653900030E-7	1.29386114905168070E-4
1.60121458969715613E-7	1.37848698357772337E-4
1.60176486019741326E-7	1.46774698461871966E-4
1.60245383803813546E-7	1.57938451202552210E-4
1.60314901137739851E-7	1.68604372734522157E-4
1.60365292270117799E-7	1.75828942206977423E-4
1.60419294299995840E-7	1.82916768719392775E-4
1.60488503304391106E-7	1.90268787299613429E-4
1.60570127653900263E-7	1.95971370967850245E-4
1.60621458969715825E-7	1.97733385279830198E-4
1.60676486019741560E-7	1.97553388315780376E-4
1.60745383803813890E-7	1.94128726948733377E-4
1.60814901137739974E-7	1.87528932710097629E-4
1.60865292270117899E-7	1.80707584971313340E-4
1.60919294299995963E-7	1.71483481301500751E-4
1.60988503304391228E-7	1.57851129288223913E-4
1.61070127653900186E-7	1.40176778445566863E-4
1.61121458969715747E-7	1.28536112968444760E-4
1.61176486019741461E-7	1.16212968675968042E-4
1.61245383803813813E-7	1.01946476315113466E-4
1.61314901137739919E-7	8.92284619193464934E-5
1.61365292270117910E-7	8.17274537897383979E-5
1.61419294299995952E-7	7.58584565336383054E-5
1.61488503304391240E-7	7.12630769463603642E-5
1.61570127653900109E-7	6.99156738526446109E-5
1.61621458969715692E-7	7.18211163614936332E-5
1.61676486019741383E-7	7.61981692283058987E-5
1.61745383803813603E-7	8.41311711594105383E-5
1.61814901137739842E-7	9.47060727086850029E-5
1.61865292270117789E-7	1.03513347519588383E-4
1.61919294299995808E-7	1.13473368227405591E-4
1.61988503304390963E-7	1.26721958054672745E-4
1.62070127653900165E-7	1.42489740928696151E-4
1.62121458969715748E-7	1.51593152897585881E-4
1.62176486019741417E-7	1.60475522148517058E-4
1.62245383803813636E-7	1.70524313670613581E-4
1.62314901137739920E-7	1.78889715999769439E-4
1.62365292270117845E-7	1.83716988224705147E-4
1.62419294299995820E-7	1.87824460162604567E-4
1.62488503304391063E-7	1.91206224662610746E-4
1.62570127653900220E-7	1.92396283000760215E-4
1.62621458969715804E-7	1.91720393041650716E-4
1.62676486019741562E-7	1.89478546273397908E-4
1.62745383803813803E-7	1.84338035041077952E-4
1.62814901137739865E-7	1.76891798319539917E-4
1.62865292270117812E-7	1.70005477853324249E-4
1.62919294299995787E-7	1.61122922486119924E-4
1.62988503304391186E-7	1.48352792437666903E-4
1.63070127653900254E-7	1.32120278102048117E-4
1.63121458969715860E-7	1.21526530519591613E-4
1.63176486019741573E-7	1.10428378832891516E-4
1.63245383803813926E-7	9.78530297554701534E-5
1.63314901137740054E-7	8.70840134243150921E-5
1.63365292270118045E-7	8.11020531588437521E-5
1.63419294299996087E-7	7.69538832874870948E-5
1.63488503304391464E-7	7.47676442957506637E-5
1.63570127653900332E-7	7.64408834354084377E-5
1.63621458969715916E-7	8.01410810017164010E-5
1.63676486019741674E-7	8.62651340835877889E-5
1.63745383803814137E-7	9.61144927053508802E-5
1.63814901137740132E-7	1.08219153159105375E-4
1.63865292270118079E-7	1.17876788792092757E-4
1.63919294299996166E-7	1.28473024497648725E-4
1.63988503304391653E-7	1.42038667520613515E-4
1.64070127653900255E-7	1.57492461003750694E-4
1.64121458969715750E-7	1.65996745245054189E-4
1.64176486019741441E-7	1.73759682788060310E-4
1.64245383803813794E-7	1.81761934286355009E-4
1.64314901137739966E-7	1.87464941281092257E-4
1.64365292270117980E-7	1.89951003545850128E-4
1.64419294299995999E-7	1.91188240066511028E-4
1.64488503304391287E-7	1.90659683429106463E-4
1.64570127653900000E-7	1.87172850628749532E-4
1.64621458969715584E-7	1.83763031058748916E-4
1.64676486019741253E-7	1.79017770494191719E-4
1.64745383803813517E-7	1.71431471198371232E-4
1.64814901137739889E-7	1.62397805108473747E-4
1.64865292270117836E-7	1.55056303540189910E-4
1.64919294299995856E-7	1.46299295821434994E-4
1.64988503304391010E-7	1.34286034406655674E-4
1.65070127653900034E-7	1.19602270222662188E-4
1.65121458969715529E-7	1.10277278769863285E-4
1.65176486019741220E-7	1.00686835503422412E-4
1.65245383803813306E-7	9.00881166533434907E-5
1.65314901137739723E-7	8.13841506825507999E-5
1.65365292270117648E-7	7.68965398324006877E-5
1.65419294299995712E-7	7.43776715074935346E-5
1.65488503304390733E-7	7.43533436415700422E-5
1.65570127653900112E-7	7.86177773300798144E-5
1.65621458969715674E-7	8.39090789848215834E-5
1.65676486019741387E-7	9.16959190167663962E-5
1.65745383803813540E-7	1.03417384583380034E-4
1.65814901137739845E-7	1.16975982619108287E-4
1.65865292270117815E-7	1.27335916557051076E-4
1.65919294299995834E-7	1.38307372177098853E-4
1.65988503304391055E-7	1.51701877563199772E-4
1.66070127653900235E-7	1.66062266869803521E-4
1.66121458969715796E-7	1.73500279777498490E-4
1.66176486019741487E-7	1.79829643937414629E-4
1.66245383803813906E-7	1.85759658399615590E-4
1.66314901137740101E-7	1.89175564767521531E-4
1.66365292270118070E-7	1.89931456939861021E-4
1.66419294299996134E-7	1.89305633269408036E-4
1.66488503304391466E-7	1.86528088096986000E-4
1.66570127653900046E-7	1.80569367463757091E-4
1.66621458969715586E-7	1.75684666125729994E-4
1.66676486019741277E-7	1.69559809974460363E-4
1.66745383803813541E-7	1.60603233737653239E-4
1.66814901137739868E-7	1.50650597298551991E-4
1.66865292270117882E-7	1.43076701542216989E-4
1.66919294299995880E-7	1.34595395202929780E-4
1.66988503304391012E-7	1.23676131923521582E-4
1.67070127653899969E-7	1.11309940580675981E-4
1.67121458969715464E-7	1.03976786997478032E-4
1.67176486019741222E-7	9.68223285293531077E-5
1.67245383803813308E-7	8.95347158338860716E-5
1.67314901137739724E-7	8.42252691389213481E-5
1.67365292270117649E-7	8.19958714485071738E-5
1.67419294299995669E-7	8.15998663611590125E-5
1.67488503304390601E-7	8.38887929747873073E-5
1.67570127653900069E-7	9.02567711613221135E-5
1.67621458969715609E-7	9.64616844708678300E-5
1.67676486019741322E-7	1.04937786917270204E-4
1.67745383803813453E-7	1.17217700181639728E-4
1.67814901137739780E-7	1.31049648524511442E-4
1.67865292270117705E-7	1.41415519337277940E-4
1.67919294299995747E-7	1.52119743453709777E-4
1.67988503304390902E-7	1.64742495447118253E-4
1.68070127653900103E-7	1.77587593678652489E-4
1.68121458969715754E-7	1.83724023963718341E-4
1.68176486019741422E-7	1.88297542862302270E-4
1.68245383803813620E-7	1.91597683237136640E-4
1.68314901137739792E-7	1.92030027474748954E-4
1.68365292270117717E-7	1.90519088103096745E-4
1.68419294299995714E-7	1.87468365890320277E-4
1.68488503304390891E-7	1.81733927376140070E-4
1.68570127653900270E-7	1.72675700721571257E-4
1.68621458969715809E-7	1.66175237643614415E-4
1.68676486019741567E-7	1.58654790740270779E-4
1.68745383803813875E-7	1.48441788934904584E-4
1.68814901137739914E-7	1.37798243901292761E-4
1.68865292270117839E-7	1.30121532476906476E-4
1.68919294299995881E-7	1.21920529551699408E-4
1.68988503304391191E-7	1.11874256803681282E-4
1.69070127653900215E-7	1.01235153174175929E-4
1.69121458969715821E-7	9.54385386308421246E-5
1.69176486019741557E-7	9.02869464577215197E-5
1.69245383803813820E-7	8.57599891428022509E-5
1.69314901137739993E-7	8.33483281898121930E-5
1.69365292270117984E-7	8.31618878289647867E-5
1.69419294299996026E-7	8.47722574233890214E-5
1.69488503304391336E-7	8.92110133316933940E-5
1.69570127653900160E-7	9.74179409379181216E-5
1.69621458969715677E-7	1.04316032190582408E-4
1.69676486019741457E-7	1.13133744981499351E-4
1.69745383803813632E-7	1.25367123118237966E-4
1.69814901137739804E-7	1.38662094016574144E-4
1.69865292270117774E-7	1.48416128739107034E-4
1.69919294299995816E-7	1.58333606655752535E-4
1.69988503304390992E-7	1.69787101870199786E-4
1.70070127653900283E-7	1.81009889804983559E-4
1.70121458969715866E-7	1.86008076176226833E-4
1.70176486019741580E-7	1.89247897594096726E-4
1.70245383803813843E-7	1.90642323121321722E-4
1.70314901137739838E-7	1.88897390364673123E-4
1.70365292270117719E-7	1.85704173371769921E-4
1.70419294299995783E-7	1.80855724524478889E-4
1.70488503304391070E-7	1.72974386743893982E-4
1.70570127653900450E-7	1.61789597575484079E-4
1.70621458969716056E-7	1.54344518761499883E-4
1.70676486019741835E-7	1.46257401172609436E-4
1.70745383803814188E-7	1.36064936348853216E-4
1.70814901137739961E-7	1.26219575963212205E-4
1.70865292270117886E-7	1.19585613096722465E-4
1.70919294299995927E-7	1.12903958036295582E-4
1.70988503304391304E-7	1.05265202172667038E-4
